"","pedigree","female","male","env","blue","gy_mid_parent","ph_mid_parent","dy_mid_parent"
"1950.1","ATx644/R08224","ATx644","R08224","20CS",7665.094,2019.68045,110.49,70.5
"1971.2","ATx644/RTx2935","ATx644","RTx2935","20CS",6823.69,2964.75225,100.965,68.5
"1972.1","ATx644/RTx2936","ATx644","RTx2936","20CS",6351.819,2627.2016,99.695,70
"1.2","A01021/R01302","A01021","R01302","20LY",4097.0402,2929.7055,106.045,68
"10.2","A01021/R05425","A01021","R05425","20LY",4684.305,3221.31215,96.52,66
"19.2","A01021/R11158","A01021","R11158","20LY",5244.8703,3652.08675,107.315,65.75
"31.2","A01021/RTx2917","A01021","RTx2917","20LY",4380.8839,3815.6914,107.315,65.75
"43.2","A01021/RTx2943","A01021","RTx2943","20LY",4205.2249,3467.55785,112.395,68.75
"49.2","A01046/R04104","A01046","R04104","20LY",4423.9676,3745.70695,102.235,71
"55.2","A01046/R05512","A01046","R05512","20LY",3658.0556,2667.68845,94.615,72.5
"69.2","A01046/R12156","A01046","R12156","20LY",4348.7819,3467.43485,105.41,74
"79.2","A01046/RTx2935","A01046","RTx2935","20LY",4632.8383,3270.75845,97.79,71.25
"94.2","A01362/R05330","A01362","R05330","20LY",5015.4944,3545.37815,111.76,71.75
"101.2","A01362/R07178","A01362","R07178","20LY",4357.721,4015.79075,97.155,68.75
"110.2","A01362/R12145","A01362","R12145","20LY",4691.8961,3619.54775,103.505,71.75
"117.2","A01362/RTx2914","A01362","RTx2914","20LY",4609.8779,3617.5718,104.775,70.25
"125.2","A01362/RTx2937","A01362","RTx2937","20LY",4218.0109,3966.43065,102.235,69
"136.2","A03017/R04060","A03017","R04060","20LY",5718.7811,4422.8579,116.205,69.75
"166.2","A03017/RTx2920","A03017","RTx2920","20LY",4454.4345,3836.549,99.06,68
"191.2","A03032/R08297","A03032","R08297","20LY",4746.2435,3836.9283,94.615,68.75
"208.2","A03032/RTx2918","A03032","RTx2918","20LY",4380.1406,3869.1764,97.79,69
"219.2","A03032/RTx2943","A03032","RTx2943","20LY",4088.1395,3389.45945,102.87,71.75
"223.2","A03040/R03248","A03040","R03248","20LY",4662.626,3443.44025,93.98,69
"233.2","A03040/R07178","A03040","R07178","20LY",6224.9837,3469.32225,95.885,68.5
"248.2","A03040/RTx2913","A03040","RTx2913","20LY",5674.6979,3241.1612,110.49,71.5
"260.2","A03040/RTx2940","A03040","RTx2940","20LY",4415.0823,3488.5896,97.79,68.75
"265.2","A03043/R01302","A03043","R01302","20LY",5339.7334,2538.8042,100.965,72.5
"270.2","A03043/R05330","A03043","R05330","20LY",3561.4625,2997.1127,110.49,73.25
"274.2","A03043/R05425","A03043","R05425","20LY",3093.6794,2830.41085,91.44,70.5
"281.2","A03043/R08304","A03043","R08304","20LY",3678.6043,3673.9869,105.41,70.25
"292.2","A03043/RTx2913","A03043","RTx2913","20LY",4467.7202,3239.36425,110.49,73.25
"304.2","A03043/RTx2940","A03043","RTx2940","20LY",3540.8394,3486.79265,97.79,70.5
"309.2","A03054/R01302","A03054","R01302","20LY",4169.6323,2485.5978,92.075,70.5
"320.2","A03054/R07161","A03054","R07161","20LY",5469.0308,3148.0857,104.14,69
"340.2","A03054/RTx2918","A03054","RTx2918","20LY",4942.7716,3503.1671,93.345,68.5
"348.2","A03054/RTx2940","A03054","RTx2940","20LY",3779.8746,3433.58625,88.9,68.5
"357.2","A03055/R04104","A03055","R04104","20LY",4057.1472,3679.67725,100.33,68.25
"364.2","A03055/R07161","A03055","R07161","20LY",4073.434,3089.12685,109.855,69
"375.2","A03055/R12148","A03055","R12148","20LY",3152.0299,3206.4007,99.06,70.5
"388.2","A03055/RTx2936","A03055","RTx2936","20LY",5104.0043,2867.1781,94.615,70
"395.2","A03055/RTx2943","A03055","RTx2943","20LY",4503.4512,2964.4913,104.14,71.25
"401.2","A03089/R04104","A03089","R04104","20LY",4517.88,2856.44795,97.155,71
"410.2","A03089/R08224","A03089","R08224","20LY",3350.9747,1436.42765,102.235,73.25
"425.2","A03089/RTx2914","A03089","RTx2914","20LY",4087.1964,2133.9118,97.155,72.5
"447.2","A03093/R05386","A03093","R05386","20LY",4841.4039,4058.649,97.155,68
"453.2","A03093/R07178","A03093","R07178","20LY",4823.8409,3974.50485,99.06,68
"463.2","A03093/R12148","A03093","R12148","20LY",4640.6293,3825.5455,105.41,70.25
"471.2","A03093/RTx2917","A03093","RTx2917","20LY",3762.086,3931.76965,105.41,68
"480.2","A03093/RTx2940","A03093","RTx2940","20LY",4582.8426,3993.7722,100.965,68.25
"486.2","A03121/R02107","A03121","R02107","20LY",3974.0448,2463.38875,102.87,72.5
"494.2","A03121/R05425","A03121","R05425","20LY",3481.0178,3109.09095,90.17,70.5
"498.2","A03121/R08224","A03121","R08224","20LY",4210.8324,2650.5023,107.315,72.5
"510.2","A03121/R12157","A03121","R12157","20LY",4100.1105,3956.337,106.045,71.75
"517.2","A03121/RTx2919","A03121","RTx2919","20LY",4128.5092,3415.89375,95.885,70.25
"528.2","A03121/RTx2944","A03121","RTx2944","20LY",4321.562,3057.60775,97.79,70.25
"532.2","A05071/R04060","A05071","R04060","20LY",3781.1483,4035.76545,111.125,70
"537.2","A05071/R05405","A05071","R05405","20LY",4770.0701,3446.6554,92.71,68.25
"543.2","A05071/R08297","A05071","R08297","20LY",4067.8214,3766.8951,100.33,68.25
"552.2","A05071/R12154","A05071","R12154","20LY",4022.8873,3369.91785,100.33,70.25
"558.2","A05071/RTx2916","A05071","RTx2916","20LY",4833.5079,2969.22195,100.33,71.25
"560.2","A05071/RTx2918","A05071","RTx2918","20LY",4406.7326,3799.1432,103.505,68.5
"570.2","A05071/RTx2942","A05071","RTx2942","20LY",4885.9869,3837.95855,106.68,67.75
"578.2","A05210/R05330","A05210","R05330","20LY",5024.4438,3281.8667,120.015,71.5
"583.2","A05210/R05512","A05210","R05512","20LY",3678.5531,2998.578,105.41,70
"594.2","A05210/R12145","A05210","R12145","20LY",4935.224,3356.0363,111.76,71.5
"598.2","A05210/R12157","A05210","R12157","20LY",4911.3769,3962.4109,116.84,70
"610.2","A05210/RTx2938","A05210","RTx2938","20LY",3893.572,2218.05265,100.33,72.25
"617.2","A05269/R01302","A05269","R01302","20LY",5198.1986,3259.5507,107.315,71
"628.2","A05269/R07161","A05269","R07161","20LY",5131.2985,3922.0386,119.38,69.5
"634.2","A05269/R08306","A05269","R08306","20LY",5267.987,4339.15205,105.41,68.75
"641.2","A05269/R12156","A05269","R12156","20LY",5316.9524,4234.3169,113.03,71.75
"652.2","A05269/RTx2936","A05269","RTx2936","20LY",5180.1024,3700.08985,104.14,70.5
"660.2","A05269/RTx2944","A05269","RTx2944","20LY",5570.9263,3499.67415,105.41,68.75
"666.2","A06035/R05330","A06035","R05330","20LY",4087.4065,3244.44425,105.41,71
"688.2","A06035/RTx2913","A06035","RTx2913","20LY",4666.9726,3486.6958,105.41,71
"694.2","A06035/RTx2920","A06035","RTx2920","20LY",5441.7213,3454.0184,87.63,68
"703.2","A06035/RTx2943","A06035","RTx2943","20LY",5233.2222,3323.9881,102.235,71
"709.2","A06036/R04104","A06036","R04104","20LY",5116.6801,3393.9741,100.33,69.25
"723.2","A06036/R11158","A06036","R11158","20LY",5351.6583,2863.31705,99.06,69.25
"737.2","A06036/RTx2919","A06036","RTx2919","20LY",4706.4274,2739.34525,93.98,69.25
"760.2","A07118/R07161","A07118","R07161","20LY",3714.0303,3707.63225,111.125,68.75
"765.2","A07118/R08304","A07118","R08304","20LY",6179.0911,4180.32705,103.505,68
"771.2","A07118/R12148","A07118","R12148","20LY",4974.2816,3824.9061,100.33,70.25
"781.2","A07118/RTx2919","A07118","RTx2919","20LY",5209.2444,3643.5538,95.25,68
"793.2","A07124/R01302","A07124","R01302","20LY",5032.7013,2954.852,99.06,70.25
"798.2","A07124/R05330","A07124","R05330","20LY",3500.3749,3413.1605,108.585,71
"805.2","A07124/R07178","A07124","R07178","20LY",5008.7901,3883.5731,93.98,68
"812.2","A07124/R11208","A07124","R11208","20LY",5741.1341,3543.01015,87.63,68.25
"825.2","A07124/RTx2919","A07124","RTx2919","20LY",5336.8195,3553.26145,95.25,68
"835.2","A07124/RTx2943","A07124","RTx2943","20LY",5153.3132,3492.70435,105.41,71
"848.2","A08068/R07161","A08068","R07161","20LY",4782.81,3499.8559,109.855,71
"861.2","A08068/R12156","A08068","R12156","20LY",5489.7718,3812.1342,103.505,73.25
"877.2","A08068/RTx2941","A08068","RTx2941","20LY",4586.4152,2996.3087,97.155,73.25
"882.2","A08134/R02107","A08134","R02107","20LY",4656.8776,2253.2277,106.045,70.25
"889.2","A08134/R05405","A08134","R05405","20LY",5495.4484,3272.40475,93.345,68
"895.2","A08134/R08297","A08134","R08297","20LY",4135.8407,3592.64445,100.965,68
"903.2","A08134/R12148","A08134","R12148","20LY",4769.2039,3387.085,104.14,70.25
"916.2","A08134/RTx2936","A08134","RTx2936","20LY",4770.452,3047.8624,99.695,69.75
"923.2","A08134/RTx2943","A08134","RTx2943","20LY",5245.6058,3145.1756,109.22,71
"928.2","A08140/R04060","A08140","R04060","20LY",5305.2736,3847.78185,103.505,70.25
"937.2","A08140/R07178","A08140","R07178","20LY",4273.3655,3522.3114,89.535,68.5
"947.2","A08140/R12148","A08140","R12148","20LY",4572.0633,3373.35205,95.885,70.75
"966.2","A08140/RTx2942","A08140","RTx2942","20LY",5075.8952,3649.97495,99.06,68
"971.2","A08158/R03248","A08158","R03248","20LY",5078.9809,3911.4644,103.505,69.25
"981.2","A08158/R07178","A08158","R07178","20LY",4439.465,3937.3464,105.41,68.75
"989.2","A08158/R12071","A08158","R12071","20LY",5471.9934,3815.4031,108.585,70.25
"992.2","A08158/R12154","A08158","R12154","20LY",4801.2675,3596.96925,108.585,70.75
"997.2","A08158/RTx2914","A08158","RTx2914","20LY",4271.7406,3539.12745,113.03,70.25
"1007.2","A08158/RTx2939","A08158","RTx2939","20LY",5515.6333,2751.29575,121.74345,72.8628
"1025.2","A11076/R07178","A11076","R07178","20LY",6297.0761,3966.1577,94.615,67.5
"1035.2","A11076/R12148","A11076","R12148","20LY",4854.4949,3817.19835,100.965,69.75
"1044.3","A11076/RTx2918","A11076","RTx2918","20LY",5034.7438,4055.0059,100.965,67.75
"1050.2","A11076/RTx2938","A11076","RTx2938","20LY",4532.424,2431.93105,89.535,71.25
"1058.2","A11085/R02107","A11085","R02107","20LY",4731.9378,1828.20165,105.41,70.25
"1059.2","A11085/R03248","A11085","R03248","20LY",4426.7252,3085.1363,95.25,68.5
"1079.2","A11085/R12148","A11085","R12148","20LY",4681.8396,2962.05895,103.505,70.25
"1100.2","A11085/RTx2944","A11085","RTx2944","20LY",4230.233,2422.42065,100.33,68
"1112.2","AHF14/R07161","AHF14","R07161","20LY",6043.1867,3388.92765,116.205,69.75
"1143.2","AHF14/RTx2943","AHF14","RTx2943","20LY",4371.2809,3264.2921,110.49,72
"1160.2","AKS116/R08303","AKS116","R08303","20LY",4891.4201,3044.9682,83.82,68
"1175.2","AKS116/RTx2917","AKS116","RTx2917","20LY",4998.7438,3106.931,94.615,68
"1180.2","AKS116/RTx2936","AKS116","RTx2936","20LY",4679.0256,2661.48425,90.17,69.75
"1186.2","AKS116/RTx2942","AKS116","RTx2942","20LY",4857.6907,3277.32975,97.79,67.5
"1189.2","AKS117/R01302","AKS117","R01302","20LY",4667.4877,2492.516,94.615,72.25
"1217.2","AKS117/RTx2914","AKS117","RTx2914","20LY",3951.5944,3023.01815,97.155,71.5
"1230.2","AKS117/RTx2942","AKS117","RTx2942","20LY",3621.3482,3548.90065,99.06,69.5
"1248.2","AKS118/R08303","AKS118","R08303","20LY",5823.0448,3427.09205,92.71,70.25
"1259.2","AKS118/RTx2912","AKS118","RTx2912","20LY",5069.2062,2036.2419,97.155,73.25
"1264.2","AKS118/RTx2918","AKS118","RTx2918","20LY",4852.9751,3620.63825,103.505,70.5
"1275.2","AKS118/RTx2943","AKS118","RTx2943","20LY",5332.9291,3140.9213,108.585,73.25
"1277.2","AKS119/R01302","AKS119","R01302","20LY",4562.9345,2589.96775,106.045,71.75
"1284.2","AKS119/R05393","AKS119","R05393","20LY",2832.7786,2217.82225,102.235,72.5
"1293.2","AKS119/R08304","AKS119","R08304","20LY",4609.7497,3725.15045,110.49,69.5
"1308.2","AKS119/RTx2918","AKS119","RTx2918","20LY",4634.5144,3607.53705,107.315,69.75
"1330.2","AKS120/R05425","AKS120","R05425","20LY",4201.1603,2645.3481,93.345,68.5
"1336.2","AKS120/R08303","AKS120","R08303","20LY",5345.7228,3177.76455,93.345,68.25
"1341.2","AKS120/R12071","AKS120","R12071","20LY",4924.1705,3160.51925,100.965,69.75
"1352.2","AKS120/RTx2918","AKS120","RTx2918","20LY",4479.9168,3371.31075,104.14,68.5
"1362.2","AKS120/RTx2942","AKS120","RTx2942","20LY",4703.2905,3410.1261,107.315,67.75
"1378.2","AN263/R08224","AN263","R08224","20LY",1467.2027,1815.4765,105.41,73.25
"1387.2","AN263/R12148","AN263","R12148","20LY",3748.8541,2762.22025,99.06,73.25
"1400.2","AN263/RTx2936","AN263","RTx2936","20LY",4030.0606,2422.99765,94.615,72.75
"1427.2","AN268/R11158","AN268","R11158","20LY",3250.8039,3313.37415,93.98,66
"1432.2","AN268/R12154","AN268","R12154","20LY",3783.806,3179.33685,90.805,68
"1455.2","AN290/R03248","AN290","R03248","20LY",5043.906,3813.20805,86.36,70
"1464.2","AN290/R07161","AN290","R07161","20LY",4811.6777,3572.85685,105.41,70.25
"1483.2","AN290/RTx2917","AN290","RTx2917","20LY",5756.0549,3796.35485,94.615,69.5
"1494.2","AN290/RTx2942","AN290","RTx2942","20LY",5192.3887,3966.7536,97.79,69
"1497.2","ATx2921/R01302","ATx2921","R01302","20LY",4341.8058,2464.48015,105.41,72.5
"1505.2","ATx2921/R05405","ATx2921","R05405","20LY",5802.4345,3129.56165,95.885,70.25
"1518.2","ATx2921/R12145","ATx2921","R12145","20LY",2912.4386,2996.95825,106.68,73.25
"1525.2","ATx2921/RTx2914","ATx2921","RTx2914","20LY",3664.8522,2994.9823,107.95,71.75
"1545.2","ATx2923/R04104","ATx2923","R04104","20LY",5510.6025,3963.0593,102.235,69.5
"1546.2","ATx2923/R05330","ATx2923","R05330","20LY",5761.8828,3168.3295,109.22,72.5
"1550.2","ATx2923/R05425","ATx2923","R05425","20LY",5425.701,3001.62765,90.17,69.75
"1559.2","ATx2923/R11158","ATx2923","R11158","20LY",5166.3939,3432.40225,100.965,69.5
"1562.2","ATx2923/R12145","ATx2923","R12145","20LY",3530.4164,3242.4991,100.965,72.5
"1571.2","ATx2923/RTx2917","ATx2923","RTx2917","20LY",4315.8495,3596.0069,100.965,69.5
"1588.2","ATx2924/R04060","ATx2924","R04060","20LY",4873.4803,4030.2733,111.125,70
"1592.2","ATx2924/R05393","ATx2924","R05393","20LY",4272.1968,2403.93625,98.425,71.25
"1598.2","ATx2924/R08224","ATx2924","R08224","20LY",4217.0451,2609.09975,109.855,70.5
"1606.2","ATx2924/R12145","ATx2924","R12145","20LY",4888.6138,3308.55985,103.505,71.25
"1618.2","ATx2924/RTx2920","ATx2924","RTx2920","20LY",5839.4007,3443.9644,93.98,68.25
"1624.2","ATx2924/RTx2940","ATx2924","RTx2940","20LY",5138.9665,3724.0702,99.06,68.5
"1629.2","ATx2926/R01302","ATx2926","R01302","20LY",4933.958,2725.7606,104.14,71
"1637.2","ATx2926/R05405","ATx2926","R05405","20LY",6218.4818,3390.8421,94.615,68.75
"1643.2","ATx2926/R08297","ATx2926","R08297","20LY",4197.6005,3711.0818,102.235,68.75
"1652.2","ATx2926/R12154","ATx2926","R12154","20LY",4219.218,3314.10455,102.235,70.75
"1659.2","ATx2926/RTx2917","ATx2926","RTx2917","20LY",5140.0992,3611.7465,105.41,68.75
"1672.2","ATx2926/RTx2944","ATx2926","RTx2944","20LY",5341.4557,2965.88405,102.235,68.75
"1708.2","ATx2927/RTx2936","ATx2927","RTx2936","20LY",5109.2223,3668.239,104.14,72
"1717.2","ATx2930/R01302","ATx2930","R01302","20LY",5220.526,2637.3596,100.965,70.25
"1719.2","ATx2930/R03248","ATx2930","R03248","20LY",5265.7292,3540.1987,93.98,68.5
"1726.2","ATx2930/R05425","ATx2930","R05425","20LY",5380.1826,2928.96625,91.44,68.25
"1732.2","ATx2930/R08303","ATx2930","R08303","20LY",5512.2324,3461.3827,91.44,68
"1739.1","ATx2930/R12148","ATx2930","R12148","20LY",5373.2348,3417.12135,102.235,70.25
"1750.2","ATx2930/RTx2920","ATx2930","RTx2920","20LY",4834.2075,3305.24225,92.71,68
"1758.2","ATx2930/RTx2942","ATx2930","RTx2942","20LY",5322.0986,3693.74425,105.41,67.5
"1769.2","ATx2931/R05405","ATx2931","R05405","20LY",5777.3239,3580.20065,88.265,69
"1775.2","ATx2931/R08297","ATx2931","R08297","20LY",4759.7368,3900.44035,95.885,69
"1778.2","ATx2931/R08306","ATx2931","R08306","20LY",4825.1325,3994.7205,95.885,69
"1796.2","ATx2931/RTx2936","ATx2931","RTx2936","20LY",5799.7973,3355.6583,94.615,70.75
"1803.2","ATx2931/RTx2943","ATx2931","RTx2943","20LY",5864.9291,3452.9715,104.14,72
"1819.2","ATx2934/R08297","ATx2934","R08297","20LY",6025.7006,3877.86565,90.805,68
"1830.2","ATx2934/R12157","ATx2934","R12157","20LY",5935.4966,4031.39715,99.06,69.5
"1845.2","ATx2934/RTx2941","ATx2934","RTx2941","20LY",5610.5426,3051.48515,92.075,71
"1870.2","ATx3408/R12145","ATx3408","R12145","20LY",4387.3627,3039.55165,109.855,74
"1906.2","ATx3409/R08224","ATx3409","R08224","20LY",3471.6814,2158.98055,108.585,73.25
"1950.2","ATx644/R08224","ATx644","R08224","20LY",4815.2067,2019.68045,110.49,70.5
"1972.2","ATx644/RTx2936","ATx644","RTx2936","20LY",4784.6629,2627.2016,99.695,70
