pedigree,female,male,env,blue
A01021/R01302,A01021,R01302,19CS,144.78
A01021/R02107,A01021,R02107,19CS,152.4
A01021/R05425,A01021,R05425,19CS,181.61
A01021/R07178,A01021,R07178,19CS,147.32
A01021/R11158,A01021,R11158,19CS,158.75
A01021/R12145,A01021,R12145,19CS,133.35
A01021/RTx2917,A01021,RTx2917,19CS,139.7
A01021/RTx2935,A01021,RTx2935,19CS,144.78
A01021/RTx2943,A01021,RTx2943,19CS,153.67
A01046/R04104,A01046,R04104,19CS,128.27
A01046/R05386,A01046,R05386,19CS,119.38
A01046/R05512,A01046,R05512,19CS,130.81
A01046/R11208,A01046,R11208,19CS,124.46
A01046/R12156,A01046,R12156,19CS,125.73
A01046/RTx2914,A01046,RTx2914,19CS,134.62
A01046/RTx2935,A01046,RTx2935,19CS,134.62
A01362/R04060,A01362,R04060,19CS,133.35
A01362/R05330,A01362,R05330,19CS,148.59
A01362/R05512,A01362,R05512,19CS,139.7
A01362/R07178,A01362,R07178,19CS,127
A01362/R08304,A01362,R08304,19CS,139.7
A01362/R12145,A01362,R12145,19CS,135.89
A01362/RTx2912,A01362,RTx2912,19CS,129.54
A01362/RTx2914,A01362,RTx2914,19CS,137.16
A01362/RTx2919,A01362,RTx2919,19CS,128.27
A01362/RTx2937,A01362,RTx2937,19CS,127
A01362/RTx2943,A01362,RTx2943,19CS,149.86
A03017/R04060,A03017,R04060,19CS,138.43
A03017/R04104,A03017,R04104,19CS,130.81
A03017/RTx2918,A03017,RTx2918,19CS,130.81
A03017/RTx2920,A03017,RTx2920,19CS,129.54
A03032/R04060,A03032,R04060,19CS,120.65
A03032/R08297,A03032,R08297,19CS,111.76
A03032/RTx2913,A03032,RTx2913,19CS,138.43
A03032/RTx2918,A03032,RTx2918,19CS,114.3
A03032/RTx2942,A03032,RTx2942,19CS,127
A03032/RTx2943,A03032,RTx2943,19CS,125.73
A03040/R03248,A03040,R03248,19CS,144.78
A03040/R04104,A03040,R04104,19CS,140.97
A03040/R05393,A03040,R05393,19CS,144.78
A03040/R07178,A03040,R07178,19CS,149.86
A03040/R08306,A03040,R08306,19CS,142.24
A03040/R12071,A03040,R12071,19CS,135.89
A03040/R12154,A03040,R12154,19CS,146.05
A03040/RTx2913,A03040,RTx2913,19CS,158.75
A03040/RTx2917,A03040,RTx2917,19CS,146.05
A03040/RTx2940,A03040,RTx2940,19CS,123.19
A03040/RTx2942,A03040,RTx2942,19CS,142.24
A03043/R01302,A03043,R01302,19CS,137.16
A03043/R04104,A03043,R04104,19CS,132.08
A03043/R05330,A03043,R05330,19CS,135.89
A03043/R05386,A03043,R05386,19CS,127
A03043/R05425,A03043,R05425,19CS,130.81
A03043/R08297,A03043,R08297,19CS,137.16
A03043/R08304,A03043,R08304,19CS,123.19
A03043/R12148,A03043,R12148,19CS,130.81
A03043/RTx2913,A03043,RTx2913,19CS,135.89
A03043/RTx2920,A03043,RTx2920,19CS,123.19
A03043/RTx2940,A03043,RTx2940,19CS,125.73
A03054/R01302,A03054,R01302,19CS,121.92
A03054/R05405,A03054,R05405,19CS,135.89
A03054/R07161,A03054,R07161,19CS,138.43
A03054/R12156,A03054,R12156,19CS,118.11
A03054/RTx2918,A03054,RTx2918,19CS,120.65
A03054/RTx2936,A03054,RTx2936,19CS,130.81
A03054/RTx2940,A03054,RTx2940,19CS,118.11
A03054/RTx2941,A03054,RTx2941,19CS,132.08
A03055/R04104,A03055,R04104,19CS,124.46
A03055/R05330,A03055,R05330,19CS,162.56
A03055/R07161,A03055,R07161,19CS,148.59
A03055/R08297,A03055,R08297,19CS,137.16
A03055/R12148,A03055,R12148,19CS,129.54
A03055/RTx2918,A03055,RTx2918,19CS,148.59
A03055/RTx2936,A03055,RTx2936,19CS,143.51
A03055/RTx2942,A03055,RTx2942,19CS,134.62
A03055/RTx2943,A03055,RTx2943,19CS,144.78
A03055/RTx2944,A03055,RTx2944,19CS,143.51
A03089/R04104,A03089,R04104,19CS,128.27
A03089/R05393,A03089,R05393,19CS,148.59
A03089/R08224,A03089,R08224,19CS,179.07
A03089/R12157,A03089,R12157,19CS,138.43
A03089/RTx2914,A03089,RTx2914,19CS,148.59
A03089/RTx2917,A03089,RTx2917,19CS,130.81
A03093/R02107,A03093,R02107,19CS,129.54
A03093/R05386,A03093,R05386,19CS,130.81
A03093/R05405,A03093,R05405,19CS,153.67
A03093/R07178,A03093,R07178,19CS,133.35
A03093/R08297,A03093,R08297,19CS,129.54
A03093/R12148,A03093,R12148,19CS,143.51
A03093/RTx2913,A03093,RTx2913,19CS,148.59
A03093/RTx2917,A03093,RTx2917,19CS,125.73
A03093/RTx2920,A03093,RTx2920,19CS,130.81
A03093/RTx2940,A03093,RTx2940,19CS,123.19
A03093/RTx2944,A03093,RTx2944,19CS,133.35
A03121/R02107,A03121,R02107,19CS,142.24
A03121/R05330,A03121,R05330,19CS,144.78
A03121/R05425,A03121,R05425,19CS,142.24
A03121/R07178,A03121,R07178,19CS,138.43
A03121/R08224,A03121,R08224,19CS,170.18
A03121/R08303,A03121,R08303,19CS,115.57
A03121/R12157,A03121,R12157,19CS,128.27
A03121/RTx2913,A03121,RTx2913,19CS,138.43
A03121/RTx2919,A03121,RTx2919,19CS,130.81
A03121/RTx2935,A03121,RTx2935,19CS,123.19
A03121/RTx2944,A03121,RTx2944,19CS,127
A05071/R02107,A05071,R02107,19CS,138.43
A05071/R04060,A05071,R04060,19CS,144.78
A05071/R05330,A05071,R05330,19CS,124.46
A05071/R05405,A05071,R05405,19CS,162.56
A05071/R05425,A05071,R05425,19CS,167.64
A05071/R08297,A05071,R08297,19CS,134.62
A05071/R11158,A05071,R11158,19CS,151.13
A05071/R12154,A05071,R12154,19CS,147.32
A05071/RTx2916,A05071,RTx2916,19CS,144.78
A05071/RTx2918,A05071,RTx2918,19CS,137.16
A05071/RTx2936,A05071,RTx2936,19CS,154.94
A05071/RTx2942,A05071,RTx2942,19CS,142.24
A05210/R03248,A05210,R03248,19CS,151.13
A05210/R05330,A05210,R05330,19CS,163.83
A05210/R05405,A05210,R05405,19CS,177.8
A05210/R05512,A05210,R05512,19CS,160.02
A05210/R08224,A05210,R08224,19CS,187.96
A05210/R12145,A05210,R12145,19CS,149.86
A05210/R12154,A05210,R12154,19CS,172.72
A05210/R12157,A05210,R12157,19CS,151.13
A05210/RTx2937,A05210,RTx2937,19CS,138.43
A05210/RTx2938,A05210,RTx2938,19CS,148.59
A05210/RTx2943,A05210,RTx2943,19CS,167.64
A05269/R01302,A05269,R01302,19CS,143.51
A05269/R05330,A05269,R05330,19CS,163.83
A05269/R07161,A05269,R07161,19CS,162.56
A05269/R08303,A05269,R08303,19CS,142.24
A05269/R08306,A05269,R08306,19CS,144.78
A05269/R11208,A05269,R11208,19CS,123.19
A05269/R12156,A05269,R12156,19CS,133.35
A05269/RTx2919,A05269,RTx2919,19CS,140.97
A05269/RTx2936,A05269,RTx2936,19CS,152.4
A05269/RTx2943,A05269,RTx2943,19CS,151.13
A05269/RTx2944,A05269,RTx2944,19CS,139.7
A06035/R03248,A06035,R03248,19CS,130.81
A06035/R05330,A06035,R05330,19CS,142.24
A06035/R12154,A06035,R12154,19CS,140.97
A06035/RTx2913,A06035,RTx2913,19CS,135.89
A06035/RTx2917,A06035,RTx2917,19CS,129.54
A06035/RTx2920,A06035,RTx2920,19CS,123.19
A06035/RTx2936,A06035,RTx2936,19CS,146.05
A06035/RTx2943,A06035,RTx2943,19CS,139.7
A06036/R04104,A06036,R04104,19CS,121.92
A06036/R08306,A06036,R08306,19CS,133.35
A06036/R11158,A06036,R11158,19CS,129.54
A06036/R12156,A06036,R12156,19CS,124.46
A06036/RTx2919,A06036,RTx2919,19CS,132.08
A06036/RTx2940,A06036,RTx2940,19CS,133.35
A07118/R07161,A07118,R07161,19CS,128.27
A07118/R08224,A07118,R08224,19CS,144.78
A07118/R08304,A07118,R08304,19CS,146.05
A07118/R12145,A07118,R12145,19CS,120.65
A07118/R12148,A07118,R12148,19CS,144.78
A07118/R12157,A07118,R12157,19CS,123.19
A07118/RTx2919,A07118,RTx2919,19CS,132.08
A07118/RTx2944,A07118,RTx2944,19CS,140.97
A07124/R01302,A07124,R01302,19CS,151.13
A07124/R04060,A07124,R04060,19CS,138.43
A07124/R05330,A07124,R05330,19CS,152.4
A07124/R05425,A07124,R05425,19CS,171.45
A07124/R07178,A07124,R07178,19CS,132.08
A07124/R11158,A07124,R11158,19CS,158.75
A07124/R11208,A07124,R11208,19CS,128.27
A07124/RTx2917,A07124,RTx2917,19CS,130.81
A07124/RTx2919,A07124,RTx2919,19CS,139.7
A07124/RTx2935,A07124,RTx2935,19CS,142.24
A07124/RTx2943,A07124,RTx2943,19CS,154.94
A08068/R03248,A08068,R03248,19CS,134.62
A08068/R07161,A08068,R07161,19CS,153.67
A08068/R11158,A08068,R11158,19CS,146.05
A08068/R12156,A08068,R12156,19CS,125.73
A08068/RTx2919,A08068,RTx2919,19CS,133.35
A08068/RTx2941,A08068,RTx2941,19CS,137.16
A08134/R02107,A08134,R02107,19CS,140.97
A08134/R04060,A08134,R04060,19CS,137.16
A08134/R05405,A08134,R05405,19CS,182.88
A08134/R07178,A08134,R07178,19CS,132.08
A08134/R08297,A08134,R08297,19CS,137.16
A08134/R11158,A08134,R11158,19CS,156.21
A08134/R12148,A08134,R12148,19CS,153.67
A08134/RTx2918,A08134,RTx2918,19CS,147.32
A08134/RTx2936,A08134,RTx2936,19CS,163.83
A08134/RTx2940,A08134,RTx2940,19CS,143.51
A08134/RTx2943,A08134,RTx2943,19CS,167.64
A08140/R04060,A08140,R04060,19CS,148.59
A08140/R04104,A08140,R04104,19CS,130.81
A08140/R05386,A08140,R05386,19CS,138.43
A08140/R07178,A08140,R07178,19CS,139.7
A08140/R08303,A08140,R08303,19CS,129.54
A08140/R12148,A08140,R12148,19CS,151.13
A08140/R12156,A08140,R12156,19CS,134.62
A08140/RTx2942,A08140,RTx2942,19CS,142.24
A08158/R01302,A08158,R01302,19CS,146.05
A08158/R03248,A08158,R03248,19CS,146.05
A08158/R05330,A08158,R05330,19CS,157.48
A08158/R07178,A08158,R07178,19CS,149.86
A08158/R08224,A08158,R08224,19CS,171.45
A08158/R12071,A08158,R12071,19CS,142.24
A08158/R12145,A08158,R12145,19CS,133.35
A08158/R12154,A08158,R12154,19CS,151.13
A08158/RTx2912,A08158,RTx2912,19CS,147.32
A08158/RTx2914,A08158,RTx2914,19CS,146.05
A08158/RTx2917,A08158,RTx2917,19CS,138.43
A08158/RTx2939,A08158,RTx2939,19CS,168.91
A11076/R04060,A11076,R04060,19CS,133.35
A11076/R07178,A11076,R07178,19CS,138.43
A11076/R08297,A11076,R08297,19CS,128.27
A11076/R12148,A11076,R12148,19CS,124.46
A11076/R12154,A11076,R12154,19CS,144.78
A11076/RTx2918,A11076,RTx2918,19CS,135.89
A11076/RTx2938,A11076,RTx2938,19CS,137.16
A11076/RTx2940,A11076,RTx2940,19CS,135.89
A11085/R02107,A11085,R02107,19CS,143.51
A11085/R03248,A11085,R03248,19CS,133.35
A11085/R04104,A11085,R04104,19CS,124.46
A11085/R07178,A11085,R07178,19CS,133.35
A11085/R12148,A11085,R12148,19CS,138.43
A11085/RTx2942,A11085,RTx2942,19CS,138.43
A11085/RTx2944,A11085,RTx2944,19CS,143.51
AHF14/R07161,AHF14,R07161,19CS,147.32
AHF14/RTx2943,AHF14,RTx2943,19CS,138.43
AKS116/R02107,AKS116,R02107,19CS,138.43
AKS116/R08303,AKS116,R08303,19CS,137.16
AKS116/R12154,AKS116,R12154,19CS,129.54
AKS116/RTx2917,AKS116,RTx2917,19CS,128.27
AKS116/RTx2920,AKS116,RTx2920,19CS,111.76
AKS116/RTx2936,AKS116,RTx2936,19CS,152.4
AKS116/RTx2940,AKS116,RTx2940,19CS,129.54
AKS116/RTx2942,AKS116,RTx2942,19CS,123.19
AKS116/RTx2944,AKS116,RTx2944,19CS,134.62
AKS117/R01302,AKS117,R01302,19CS,120.65
AKS117/R12148,AKS117,R12148,19CS,125.73
AKS117/RTx2914,AKS117,RTx2914,19CS,142.24
AKS117/RTx2942,AKS117,RTx2942,19CS,135.89
AKS118/R08303,AKS118,R08303,19CS,134.62
AKS118/R12156,AKS118,R12156,19CS,121.92
AKS118/RTx2912,AKS118,RTx2912,19CS,146.05
AKS118/RTx2916,AKS118,RTx2916,19CS,143.51
AKS118/RTx2918,AKS118,RTx2918,19CS,128.27
AKS118/RTx2935,AKS118,RTx2935,19CS,139.7
AKS118/RTx2943,AKS118,RTx2943,19CS,146.05
AKS119/R01302,AKS119,R01302,19CS,149.86
AKS119/R05386,AKS119,R05386,19CS,130.81
AKS119/R05393,AKS119,R05393,19CS,132.08
AKS119/R05512,AKS119,R05512,19CS,160.02
AKS119/R08304,AKS119,R08304,19CS,167.64
AKS119/RTx2914,AKS119,RTx2914,19CS,154.94
AKS119/RTx2918,AKS119,RTx2918,19CS,142.24
AKS119/RTx2919,AKS119,RTx2919,19CS,143.51
AKS120/R04060,AKS120,R04060,19CS,148.59
AKS120/R05425,AKS120,R05425,19CS,167.64
AKS120/R07161,AKS120,R07161,19CS,171.45
AKS120/R08303,AKS120,R08303,19CS,149.86
AKS120/R08306,AKS120,R08306,19CS,154.94
AKS120/R12071,AKS120,R12071,19CS,149.86
AKS120/RTx2918,AKS120,R12148,19CS,158.75
AKS120/RTx2935,AKS120,RTx2935,19CS,162.56
AKS120/RTx2942,AKS120,RTx2942,19CS,162.56
AN263/R08224,AN263,R08224,19CS,143.51
AN263/R11208,AN263,R11208,19CS,114.3
AN263/R12148,AN263,R12148,19CS,139.7
AN263/RTx2935,AN263,RTx2935,19CS,123.19
AN263/RTx2936,AN263,RTx2936,19CS,129.54
AN263/RTx2938,AN263,RTx2938,19CS,123.19
AN268/R11158,AN268,R11158,19CS,124.46
AN268/R12148,AN268,R12148,19CS,121.92
AN268/R12154,AN268,R12154,19CS,115.57
AN290/R02107,AN290,R02107,19CS,135.89
AN290/R03248,AN290,R03248,19CS,139.7
AN290/R05386,AN290,R05386,19CS,116.84
AN290/R07161,AN290,R07161,19CS,144.78
AN290/R12154,AN290,R12154,19CS,128.27
AN290/RTx2917,AN290,RTx2917,19CS,116.84
AN290/RTx2920,AN290,RTx2920,19CS,124.46
AN290/RTx2942,AN290,RTx2942,19CS,132.08
AN290/RTx2943,AN290,RTx2943,19CS,134.62
ATx2921/R01302,ATx2921,R01302,19CS,148.59
ATx2921/R05330,ATx2921,R05330,19CS,176.53
ATx2921/R05405,ATx2921,R05405,19CS,163.83
ATx2921/R07178,ATx2921,R07178,19CS,143.51
ATx2921/R12145,ATx2921,R12145,19CS,138.43
ATx2921/R12157,ATx2921,R12157,19CS,138.43
ATx2921/RTx2914,ATx2921,RTx2914,19CS,152.4
ATx2921/RTx2918,ATx2921,RTx2918,19CS,144.78
ATx2923/R03248,ATx2923,R03248,19CS,140.97
ATx2923/R04104,ATx2923,R04104,19CS,143.51
ATx2923/R05330,ATx2923,R05330,19CS,148.59
ATx2923/R05405,ATx2923,R05405,19CS,153.67
ATx2923/R05425,ATx2923,R05425,19CS,149.86
ATx2923/R08297,ATx2923,R08297,19CS,134.62
ATx2923/R11158,ATx2923,R11158,19CS,146.05
ATx2923/R11208,ATx2923,R11208,19CS,114.3
ATx2923/R12145,ATx2923,R12145,19CS,132.08
ATx2923/RTx2913,ATx2923,RTx2913,19CS,147.32
ATx2923/RTx2917,ATx2923,RTx2917,19CS,128.27
ATx2923/RTx2936,ATx2923,RTx2936,19CS,149.86
ATx2924/R04060,ATx2924,R04060,19CS,140.97
ATx2924/R05386,ATx2924,R05386,19CS,135.89
ATx2924/R05393,ATx2924,R05393,19CS,142.24
ATx2924/R05512,ATx2924,R05512,19CS,147.32
ATx2924/R08224,ATx2924,R08224,19CS,171.45
ATx2924/R11158,ATx2924,R11158,19CS,161.29
ATx2924/R12145,ATx2924,R12145,19CS,142.24
ATx2924/RTx2918,ATx2924,RTx2918,19CS,146.05
ATx2924/RTx2920,ATx2924,RTx2920,19CS,134.62
ATx2924/RTx2936,ATx2924,RTx2936,19CS,162.56
ATx2924/RTx2940,ATx2924,RTx2940,19CS,133.35
ATx2924/RTx2941,ATx2924,RTx2941,19CS,147.32
ATx2926/R01302,ATx2926,R01302,19CS,147.32
ATx2926/R05393,ATx2926,R05393,19CS,139.7
ATx2926/R05405,ATx2926,R05405,19CS,167.64
ATx2926/R07161,ATx2926,R07161,19CS,160.02
ATx2926/R08297,ATx2926,R08297,19CS,142.24
ATx2926/R08304,ATx2926,R08304,19CS,165.1
ATx2926/R12154,ATx2926,R12154,19CS,130.81
ATx2926/RTx2913,ATx2926,RTx2913,19CS,151.13
ATx2926/RTx2917,ATx2926,RTx2917,19CS,138.43
ATx2926/RTx2919,ATx2926,RTx2919,19CS,142.24
ATx2926/RTx2944,ATx2926,RTx2944,19CS,154.94
ATx2927/R12157,ATx2927,R12157,19CS,144.78
ATx2927/RTx2936,ATx2927,RTx2936,19CS,151.13
ATx2927/RTx2937,ATx2927,RTx2937,19CS,135.89
ATx2930/R01302,ATx2930,R01302,19CS,160.02
ATx2930/R02107,ATx2930,R02107,19CS,156.21
ATx2930/R03248,ATx2930,R03248,19CS,139.7
ATx2930/R05393,ATx2930,R05393,19CS,137.16
ATx2930/R05425,ATx2930,R05425,19CS,167.64
ATx2930/R07178,ATx2930,R07178,19CS,149.86
ATx2930/R08303,ATx2930,R08303,19CS,138.43
ATx2930/R11158,ATx2930,R11158,19CS,161.29
ATx2930/R12148,ATx2930,R12148,19CS,146.05
ATx2930/R12154,ATx2930,R12154,19CS,148.59
