"","gy","ph","dy"
"AKS117/RTx2917",4788.64,99.695,90.75
"AKS117/RTx2918",5440.956,100.33,91.75
"AKS117/RTx2919",4798.9525,106.045,92.25
"AKS117/RTx2920",4428.337,92.075,89
"AKS117/RTx2935",5447.724,100.965,91.75
"AKS117/RTx2936",5473.4325,111.125,89.5
"AKS117/RTx2937",4804.329,99.06,91.25
"AKS117/RTx2938",5054.711,102.235,90.5
"AKS117/RTx2939",5188.835,113.03,92.25
"AKS117/RTx2940",5049.969,100.965,89.25
"AKS117/RTx2941",3640.2055,105.41,94.75
"AKS117/RTx2942",5685.1005,107.95,89.5
"AKS117/RTx2943",5049.9445,114.935,91.75
"AKS117/RTx2944",4509.0245,102.87,88
"AKS118/R01302",5575.8435,112.395,89
"AKS118/R02107",4559.1565,115.57,89.25
"AKS118/R03248",6009.66,115.57,89.75
"AKS118/R04060",6444.7155,117.475,90.25
"AKS118/R04104",5427.0745,114.3,89.25
"AKS118/R05330",5505.54,120.65,89.75
"AKS118/R05386",5348.2735,106.045,91
"AKS118/R05393",5395.093,109.22,90.75
"AKS118/R05405",5280.7215,109.855,91.25
"AKS118/R05425",5187.0895,111.76,88.75
"AKS118/R05512",5067.094,111.125,92
"AKS118/R07161",6039.6495,122.555,89.5
"AKS118/R07178",5804.2375,111.125,90.25
"AKS118/R08224",5294.582,123.825,92
"AKS118/R08297",5056.387,108.585,91.25
"AKS118/R08303",5358.7575,100.965,91.5
"AKS118/R08304",5614.5175,128.27,91.5
"AKS118/R08306",5672.86,107.315,89.25
"AKS118/R11158",5624.2105,121.92,89.25
"AKS118/R11208",5638.953,104.14,91.5
"AKS118/R12071",6318.98,115.57,87
"AKS118/R12145",5708.6095,114.3,91.5
"AKS118/R12148",5312.485,110.49,90.75
"AKS118/R12154",5954.8415,118.11,89.25
"AKS118/R12156",5794.198,113.03,92.75
"AKS118/R12157",5306.178,116.84,91.5
"AKS118/RTx2912",4671.7025,113.03,93.25
"AKS118/RTx2913",6066.3595,124.46,91
"AKS118/RTx2914",5042.919,123.19,90.25
"AKS118/RTx2916",5102.1585,116.84,91.5
"AKS118/RTx2917",5220.3125,108.585,90.5
"AKS118/RTx2918",5872.6285,109.22,91.5
"AKS118/RTx2919",5230.625,114.935,92
"AKS118/RTx2920",4860.0095,100.965,88.75
"AKS118/RTx2935",5879.3965,109.855,91.5
"AKS118/RTx2936",5905.105,120.015,89.25
"AKS118/RTx2937",5236.0015,107.95,91
"AKS118/RTx2938",5486.3835,111.125,90.25
"AKS118/RTx2939",5620.5075,121.92,92
"AKS118/RTx2940",5481.6415,109.855,89
"AKS118/RTx2941",4071.878,114.3,94.5
"AKS118/RTx2942",6116.773,116.84,89.25
"AKS118/RTx2943",5481.617,123.825,91.5
"AKS118/RTx2944",4940.697,111.76,87.75
"AKS119/R01302",5102.553,116.84,89.5
"AKS119/R02107",4085.866,120.015,89.75
"AKS119/R03248",5536.3695,120.015,90.25
"AKS119/R04060",5971.425,121.92,90.75
"AKS119/R04104",4953.784,118.745,89.75
"AKS119/R05330",5032.2495,125.095,90.25
"AKS119/R05386",4874.983,110.49,91.5
"AKS119/R05393",4921.8025,113.665,91.25
"AKS119/R05405",4807.431,114.3,91.75
"AKS119/R05425",4713.799,116.205,89.25
"AKS119/R05512",4593.8035,115.57,92.5
"AKS119/R07161",5566.359,127,90
"AKS119/R07178",5330.947,115.57,90.75
"AKS119/R08224",4821.2915,128.27,92.5
"AKS119/R08297",4583.0965,113.03,91.75
"AKS119/R08303",4885.467,105.41,92
"AKS119/R08304",5141.227,132.715,92
"AKS119/R08306",5199.5695,111.76,89.75
"AKS119/R11158",5150.92,126.365,89.75
"AKS119/R11208",5165.6625,108.585,92
"AKS119/R12071",5845.6895,120.015,87.5
"AKS119/R12145",5235.319,118.745,92
"AKS119/R12148",4839.1945,114.935,91.25
"AKS119/R12154",5481.551,122.555,89.75
"AKS119/R12156",5320.9075,117.475,93.25
"AKS119/R12157",4832.8875,121.285,92
"AKS119/RTx2912",4198.412,117.475,93.75
"AKS119/RTx2913",5593.069,128.905,91.5
"AKS119/RTx2914",4569.6285,127.635,90.75
"AKS119/RTx2916",4628.868,121.285,92
"AKS119/RTx2917",4747.022,113.03,91
"AKS119/RTx2918",5399.338,113.665,92
"AKS119/RTx2919",4757.3345,119.38,92.5
"AKS119/RTx2920",4386.719,105.41,89.25
"AKS119/RTx2935",5406.106,114.3,92
"AKS119/RTx2936",5431.8145,124.46,89.75
"AKS119/RTx2937",4762.711,112.395,91.5
"AKS119/RTx2938",5013.093,115.57,90.75
"AKS119/RTx2939",5147.217,126.365,92.5
"AKS119/RTx2940",5008.351,114.3,89.5
"AKS119/RTx2941",3598.5875,118.745,95
"AKS119/RTx2942",5643.4825,121.285,89.75
"AKS119/RTx2943",5008.3265,128.27,92
"AKS119/RTx2944",4467.4065,116.205,88.25
"AKS120/R01302",5490.1095,118.11,88.75
"AKS120/R02107",4473.4225,121.285,89
"AKS120/R03248",5923.926,121.285,89.5
"AKS120/R04060",6358.9815,123.19,90
"AKS120/R04104",5341.3405,120.015,89
"AKS120/R05330",5419.806,126.365,89.5
"AKS120/R05386",5262.5395,111.76,90.75
"AKS120/R05393",5309.359,114.935,90.5
"AKS120/R05405",5194.9875,115.57,91
"AKS120/R05425",5101.3555,117.475,88.5
"AKS120/R05512",4981.36,116.84,91.75
"AKS120/R07161",5953.9155,128.27,89.25
"AKS120/R07178",5718.5035,116.84,90
"AKS120/R08224",5208.848,129.54,91.75
"AKS120/R08297",4970.653,114.3,91
"AKS120/R08303",5273.0235,106.68,91.25
"AKS120/R08304",5528.7835,133.985,91.25
"AKS120/R08306",5587.126,113.03,89
"AKS120/R11158",5538.4765,127.635,89
"AKS120/R11208",5553.219,109.855,91.25
"AKS120/R12071",6233.246,121.285,86.75
"AKS120/R12145",5622.8755,120.015,91.25
"AKS120/R12148",5226.751,116.205,90.5
"AKS120/R12154",5869.1075,123.825,89
"AKS120/R12156",5708.464,118.745,92.5
"AKS120/R12157",5220.444,122.555,91.25
"AKS120/RTx2912",4585.9685,118.745,93
"AKS120/RTx2913",5980.6255,130.175,90.75
"AKS120/RTx2914",4957.185,128.905,90
"AKS120/RTx2916",5016.4245,122.555,91.25
"AKS120/RTx2917",5134.5785,114.3,90.25
"AKS120/RTx2918",5786.8945,114.935,91.25
"AKS120/RTx2919",5144.891,120.65,91.75
"AKS120/RTx2920",4774.2755,106.68,88.5
"AKS120/RTx2935",5793.6625,115.57,91.25
"AKS120/RTx2936",5819.371,125.73,89
"AKS120/RTx2937",5150.2675,113.665,90.75
"AKS120/RTx2938",5400.6495,116.84,90
"AKS120/RTx2939",5534.7735,127.635,91.75
"AKS120/RTx2940",5395.9075,115.57,88.75
"AKS120/RTx2941",3986.144,120.015,94.25
"AKS120/RTx2942",6031.039,122.555,89
"AKS120/RTx2943",5395.883,129.54,91.25
"AKS120/RTx2944",4854.963,117.475,87.5
"AN263/R01302",5292.948,104.14,93
"AN263/R02107",4276.261,107.315,93.25
"AN263/R03248",5726.7645,107.315,93.75
"AN263/R04060",6161.82,109.22,94.25
"AN263/R04104",5144.179,106.045,93.25
"AN263/R05330",5222.6445,112.395,93.75
"AN263/R05386",5065.378,97.79,95
"AN263/R05393",5112.1975,100.965,94.75
"AN263/R05405",4997.826,101.6,95.25
"AN263/R05425",4904.194,103.505,92.75
"AN263/R05512",4784.1985,102.87,96
"AN263/R07161",5756.754,114.3,93.5
"AN263/R07178",5521.342,102.87,94.25
"AN263/R08224",5011.6865,115.57,96
"AN263/R08297",4773.4915,100.33,95.25
"AN263/R08303",5075.862,92.71,95.5
"AN263/R08304",5331.622,120.015,95.5
"AN263/R08306",5389.9645,99.06,93.25
"AN263/R11158",5341.315,113.665,93.25
"AN263/R11208",5356.0575,95.885,95.5
"AN263/R12071",6036.0845,107.315,91
"AN263/R12145",5425.714,106.045,95.5
"AN263/R12148",5029.5895,102.235,94.75
"AN263/R12154",5671.946,109.855,93.25
"AN263/R12156",5511.3025,104.775,96.75
"AN263/R12157",5023.2825,108.585,95.5
"AN263/RTx2912",4388.807,104.775,97.25
"AN263/RTx2913",5783.464,116.205,95
"AN263/RTx2914",4760.0235,114.935,94.25
"AN263/RTx2916",4819.263,108.585,95.5
"AN263/RTx2917",4937.417,100.33,94.5
"AN263/RTx2918",5589.733,100.965,95.5
"AN263/RTx2919",4947.7295,106.68,96
"AN263/RTx2920",4577.114,92.71,92.75
"AN263/RTx2935",5596.501,101.6,95.5
"AN263/RTx2936",5622.2095,111.76,93.25
"AN263/RTx2937",4953.106,99.695,95
"AN263/RTx2938",5203.488,102.87,94.25
"AN263/RTx2939",5337.612,113.665,96
"AN263/RTx2940",5198.746,101.6,93
"AN263/RTx2941",3788.9825,106.045,98.5
"AN263/RTx2942",5833.8775,108.585,93.25
"AN263/RTx2943",5198.7215,115.57,95.5
"AN263/RTx2944",4657.8015,103.505,91.75
"AN268/R01302",4995.1335,102.235,86.25
"AN268/R02107",3978.4465,105.41,86.5
"AN268/R03248",5428.95,105.41,87
"AN268/R04060",5864.0055,107.315,87.5
"AN268/R04104",4846.3645,104.14,86.5
"AN268/R05330",4924.83,110.49,87
"AN268/R05386",4767.5635,95.885,88.25
"AN268/R05393",4814.383,99.06,88
"AN268/R05405",4700.0115,99.695,88.5
"AN268/R05425",4606.3795,101.6,86
"AN268/R05512",4486.384,100.965,89.25
"AN268/R07161",5458.9395,112.395,86.75
"AN268/R07178",5223.5275,100.965,87.5
"AN268/R08224",4713.872,113.665,89.25
"AN268/R08297",4475.677,98.425,88.5
"AN268/R08303",4778.0475,90.805,88.75
"AN268/R08304",5033.8075,118.11,88.75
"AN268/R08306",5092.15,97.155,86.5
"AN268/R11158",5043.5005,111.76,86.5
"AN268/R11208",5058.243,93.98,88.75
"AN268/R12071",5738.27,105.41,84.25
"AN268/R12145",5127.8995,104.14,88.75
"AN268/R12148",4731.775,100.33,88
"AN268/R12154",5374.1315,107.95,86.5
"AN268/R12156",5213.488,102.87,90
"AN268/R12157",4725.468,106.68,88.75
"AN268/RTx2912",4090.9925,102.87,90.5
"AN268/RTx2913",5485.6495,114.3,88.25
"AN268/RTx2914",4462.209,113.03,87.5
"AN268/RTx2916",4521.4485,106.68,88.75
"AN268/RTx2917",4639.6025,98.425,87.75
"AN268/RTx2918",5291.9185,99.06,88.75
"AN268/RTx2919",4649.915,104.775,89.25
"AN268/RTx2920",4279.2995,90.805,86
"AN268/RTx2935",5298.6865,99.695,88.75
"AN268/RTx2936",5324.395,109.855,86.5
"AN268/RTx2937",4655.2915,97.79,88.25
"AN268/RTx2938",4905.6735,100.965,87.5
"AN268/RTx2939",5039.7975,111.76,89.25
"AN268/RTx2940",4900.9315,99.695,86.25
"AN268/RTx2941",3491.168,104.14,91.75
"AN268/RTx2942",5536.063,106.68,86.5
"AN268/RTx2943",4900.907,113.665,88.75
"AN268/RTx2944",4359.987,101.6,85
"AN290/R01302",5470.8375,97.155,89.75
"AN290/R02107",4454.1505,100.33,90
"AN290/R03248",5904.654,100.33,90.5
"AN290/R04060",6339.7095,102.235,91
"AN290/R04104",5322.0685,99.06,90
"AN290/R05330",5400.534,105.41,90.5
"AN290/R05386",5243.2675,90.805,91.75
"AN290/R05393",5290.087,93.98,91.5
"AN290/R05405",5175.7155,94.615,92
"AN290/R05425",5082.0835,96.52,89.5
"AN290/R05512",4962.088,95.885,92.75
"AN290/R07161",5934.6435,107.315,90.25
"AN290/R07178",5699.2315,95.885,91
"AN290/R08224",5189.576,108.585,92.75
"AN290/R08297",4951.381,93.345,92
"AN290/R08303",5253.7515,85.725,92.25
"AN290/R08304",5509.5115,113.03,92.25
"AN290/R08306",5567.854,92.075,90
"AN290/R11158",5519.2045,106.68,90
"AN290/R11208",5533.947,88.9,92.25
"AN290/R12071",6213.974,100.33,87.75
"AN290/R12145",5603.6035,99.06,92.25
"AN290/R12148",5207.479,95.25,91.5
"AN290/R12154",5849.8355,102.87,90
"AN290/R12156",5689.192,97.79,93.5
"AN290/R12157",5201.172,101.6,92.25
"AN290/RTx2912",4566.6965,97.79,94
"AN290/RTx2913",5961.3535,109.22,91.75
"AN290/RTx2914",4937.913,107.95,91
"AN290/RTx2916",4997.1525,101.6,92.25
"AN290/RTx2917",5115.3065,93.345,91.25
"AN290/RTx2918",5767.6225,93.98,92.25
"AN290/RTx2919",5125.619,99.695,92.75
"AN290/RTx2920",4755.0035,85.725,89.5
"AN290/RTx2935",5774.3905,94.615,92.25
"AN290/RTx2936",5800.099,104.775,90
"AN290/RTx2937",5130.9955,92.71,91.75
"AN290/RTx2938",5381.3775,95.885,91
"AN290/RTx2939",5515.5015,106.68,92.75
"AN290/RTx2940",5376.6355,94.615,89.75
"AN290/RTx2941",3966.872,99.06,95.25
"AN290/RTx2942",6011.767,101.6,90
"AN290/RTx2943",5376.611,108.585,92.25
"AN290/RTx2944",4835.691,96.52,88.5
"ATx2921/R01302",5600.7185,113.665,88.75
"ATx2921/R02107",4584.0315,116.84,89
"ATx2921/R03248",6034.535,116.84,89.5
"ATx2921/R04060",6469.5905,118.745,90
"ATx2921/R04104",5451.9495,115.57,89
"ATx2921/R05330",5530.415,121.92,89.5
"ATx2921/R05386",5373.1485,107.315,90.75
"ATx2921/R05393",5419.968,110.49,90.5
"ATx2921/R05405",5305.5965,111.125,91
"ATx2921/R05425",5211.9645,113.03,88.5
"ATx2921/R05512",5091.969,112.395,91.75
"ATx2921/R07161",6064.5245,123.825,89.25
"ATx2921/R07178",5829.1125,112.395,90
"ATx2921/R08224",5319.457,125.095,91.75
"ATx2921/R08297",5081.262,109.855,91
"ATx2921/R08303",5383.6325,102.235,91.25
"ATx2921/R08304",5639.3925,129.54,91.25
"ATx2921/R08306",5697.735,108.585,89
"ATx2921/R11158",5649.0855,123.19,89
"ATx2921/R11208",5663.828,105.41,91.25
"ATx2921/R12071",6343.855,116.84,86.75
"ATx2921/R12145",5733.4845,115.57,91.25
"ATx2921/R12148",5337.36,111.76,90.5
"ATx2921/R12154",5979.7165,119.38,89
"ATx2921/R12156",5819.073,114.3,92.5
"ATx2921/R12157",5331.053,118.11,91.25
"ATx2921/RTx2912",4696.5775,114.3,93
"ATx2921/RTx2913",6091.2345,125.73,90.75
"ATx2921/RTx2914",5067.794,124.46,90
"ATx2921/RTx2916",5127.0335,118.11,91.25
"ATx2921/RTx2917",5245.1875,109.855,90.25
"ATx2921/RTx2918",5897.5035,110.49,91.25
"ATx2921/RTx2919",5255.5,116.205,91.75
"ATx2921/RTx2920",4884.8845,102.235,88.5
"ATx2921/RTx2935",5904.2715,111.125,91.25
"ATx2921/RTx2936",5929.98,121.285,89
"ATx2921/RTx2937",5260.8765,109.22,90.75
"ATx2921/RTx2938",5511.2585,112.395,90
"ATx2921/RTx2939",5645.3825,123.19,91.75
"ATx2921/RTx2940",5506.5165,111.125,88.75
"ATx2921/RTx2941",4096.753,115.57,94.25
"ATx2921/RTx2942",6141.648,118.11,89
"ATx2921/RTx2943",5506.492,125.095,91.25
"ATx2921/RTx2944",4965.572,113.03,87.5
"ATx2923/R01302",5973.828,109.855,90.25
"ATx2923/R02107",4957.141,113.03,90.5
"ATx2923/R03248",6407.6445,113.03,91
"ATx2923/R04060",6842.7,114.935,91.5
"ATx2923/R04104",5825.059,111.76,90.5
"ATx2923/R05330",5903.5245,118.11,91
"ATx2923/R05386",5746.258,103.505,92.25
"ATx2923/R05393",5793.0775,106.68,92
"ATx2923/R05405",5678.706,107.315,92.5
"ATx2923/R05425",5585.074,109.22,90
"ATx2923/R05512",5465.0785,108.585,93.25
"ATx2923/R07161",6437.634,120.015,90.75
"ATx2923/R07178",6202.222,108.585,91.5
"ATx2923/R08224",5692.5665,121.285,93.25
"ATx2923/R08297",5454.3715,106.045,92.5
"ATx2923/R08303",5756.742,98.425,92.75
"ATx2923/R08304",6012.502,125.73,92.75
"ATx2923/R08306",6070.8445,104.775,90.5
"ATx2923/R11158",6022.195,119.38,90.5
"ATx2923/R11208",6036.9375,101.6,92.75
"ATx2923/R12071",6716.9645,113.03,88.25
"ATx2923/R12145",6106.594,111.76,92.75
"ATx2923/R12148",5710.4695,107.95,92
"ATx2923/R12154",6352.826,115.57,90.5
"ATx2923/R12156",6192.1825,110.49,94
"ATx2923/R12157",5704.1625,114.3,92.75
"ATx2923/RTx2912",5069.687,110.49,94.5
"ATx2923/RTx2913",6464.344,121.92,92.25
"ATx2923/RTx2914",5440.9035,120.65,91.5
"ATx2923/RTx2916",5500.143,114.3,92.75
"ATx2923/RTx2917",5618.297,106.045,91.75
"ATx2923/RTx2918",6270.613,106.68,92.75
"ATx2923/RTx2919",5628.6095,112.395,93.25
"ATx2923/RTx2920",5257.994,98.425,90
"ATx2923/RTx2935",6277.381,107.315,92.75
"ATx2923/RTx2936",6303.0895,117.475,90.5
"ATx2923/RTx2937",5633.986,105.41,92.25
"ATx2923/RTx2938",5884.368,108.585,91.5
"ATx2923/RTx2939",6018.492,119.38,93.25
"ATx2923/RTx2940",5879.626,107.315,90.25
"ATx2923/RTx2941",4469.8625,111.76,95.75
"ATx2923/RTx2942",6514.7575,114.3,90.5
"ATx2923/RTx2943",5879.6015,121.285,92.75
"ATx2923/RTx2944",5338.6815,109.22,89
"ATx2924/R01302",6173.9245,113.03,89
"ATx2924/R02107",5157.2375,116.205,89.25
"ATx2924/R03248",6607.741,116.205,89.75
"ATx2924/R04060",7042.7965,118.11,90.25
"ATx2924/R04104",6025.1555,114.935,89.25
"ATx2924/R05330",6103.621,121.285,89.75
"ATx2924/R05386",5946.3545,106.68,91
"ATx2924/R05393",5993.174,109.855,90.75
"ATx2924/R05405",5878.8025,110.49,91.25
"ATx2924/R05425",5785.1705,112.395,88.75
"ATx2924/R05512",5665.175,111.76,92
"ATx2924/R07161",6637.7305,123.19,89.5
"ATx2924/R07178",6402.3185,111.76,90.25
"ATx2924/R08224",5892.663,124.46,92
"ATx2924/R08297",5654.468,109.22,91.25
"ATx2924/R08303",5956.8385,101.6,91.5
"ATx2924/R08304",6212.5985,128.905,91.5
"ATx2924/R08306",6270.941,107.95,89.25
"ATx2924/R11158",6222.2915,122.555,89.25
"ATx2924/R11208",6237.034,104.775,91.5
"ATx2924/R12071",6917.061,116.205,87
"ATx2924/R12145",6306.6905,114.935,91.5
"ATx2924/R12148",5910.566,111.125,90.75
"ATx2924/R12154",6552.9225,118.745,89.25
"ATx2924/R12156",6392.279,113.665,92.75
"ATx2924/R12157",5904.259,117.475,91.5
"ATx2924/RTx2912",5269.7835,113.665,93.25
"ATx2924/RTx2913",6664.4405,125.095,91
"ATx2924/RTx2914",5641,123.825,90.25
"ATx2924/RTx2916",5700.2395,117.475,91.5
"ATx2924/RTx2917",5818.3935,109.22,90.5
"ATx2924/RTx2918",6470.7095,109.855,91.5
"ATx2924/RTx2919",5828.706,115.57,92
"ATx2924/RTx2920",5458.0905,101.6,88.75
"ATx2924/RTx2935",6477.4775,110.49,91.5
"ATx2924/RTx2936",6503.186,120.65,89.25
"ATx2924/RTx2937",5834.0825,108.585,91
"ATx2924/RTx2938",6084.4645,111.76,90.25
"ATx2924/RTx2939",6218.5885,122.555,92
"ATx2924/RTx2940",6079.7225,110.49,89
"ATx2924/RTx2941",4669.959,114.935,94.5
"ATx2924/RTx2942",6714.854,117.475,89.25
"ATx2924/RTx2943",6079.698,124.46,91.5
"ATx2924/RTx2944",5538.778,112.395,87.75
"ATx2926/R01302",5389.5885,113.03,91
"ATx2926/R02107",4372.9015,116.205,91.25
"ATx2926/R03248",5823.405,116.205,91.75
"ATx2926/R04060",6258.4605,118.11,92.25
"ATx2926/R04104",5240.8195,114.935,91.25
"ATx2926/R05330",5319.285,121.285,91.75
"ATx2926/R05386",5162.0185,106.68,93
"ATx2926/R05393",5208.838,109.855,92.75
"ATx2926/R05405",5094.4665,110.49,93.25
"ATx2926/R05425",5000.8345,112.395,90.75
"ATx2926/R05512",4880.839,111.76,94
"ATx2926/R07161",5853.3945,123.19,91.5
"ATx2926/R07178",5617.9825,111.76,92.25
"ATx2926/R08224",5108.327,124.46,94
"ATx2926/R08297",4870.132,109.22,93.25
"ATx2926/R08303",5172.5025,101.6,93.5
"ATx2926/R08304",5428.2625,128.905,93.5
"ATx2926/R08306",5486.605,107.95,91.25
"ATx2926/R11158",5437.9555,122.555,91.25
"ATx2926/R11208",5452.698,104.775,93.5
"ATx2926/R12071",6132.725,116.205,89
"ATx2926/R12145",5522.3545,114.935,93.5
"ATx2926/R12148",5126.23,111.125,92.75
"ATx2926/R12154",5768.5865,118.745,91.25
"ATx2926/R12156",5607.943,113.665,94.75
"ATx2926/R12157",5119.923,117.475,93.5
"ATx2926/RTx2912",4485.4475,113.665,95.25
"ATx2926/RTx2913",5880.1045,125.095,93
"ATx2926/RTx2914",4856.664,123.825,92.25
"ATx2926/RTx2916",4915.9035,117.475,93.5
"ATx2926/RTx2917",5034.0575,109.22,92.5
"ATx2926/RTx2918",5686.3735,109.855,93.5
"ATx2926/RTx2919",5044.37,115.57,94
"ATx2926/RTx2920",4673.7545,101.6,90.75
"ATx2926/RTx2935",5693.1415,110.49,93.5
"ATx2926/RTx2936",5718.85,120.65,91.25
"ATx2926/RTx2937",5049.7465,108.585,93
"ATx2926/RTx2938",5300.1285,111.76,92.25
"ATx2926/RTx2939",5434.2525,122.555,94
"ATx2926/RTx2940",5295.3865,110.49,91
"ATx2926/RTx2941",3885.623,114.935,96.5
"ATx2926/RTx2942",5930.518,117.475,91.25
"ATx2926/RTx2943",5295.362,124.46,93.5
"ATx2926/RTx2944",4754.442,112.395,89.75
"ATx2927/R01302",6117.029,110.49,89.75
"ATx2927/R02107",5100.342,113.665,90
"ATx2927/R03248",6550.8455,113.665,90.5
"ATx2927/R04060",6985.901,115.57,91
"ATx2927/R04104",5968.26,112.395,90
"ATx2927/R05330",6046.7255,118.745,90.5
"ATx2927/R05386",5889.459,104.14,91.75
"ATx2927/R05393",5936.2785,107.315,91.5
"ATx2927/R05405",5821.907,107.95,92
"ATx2927/R05425",5728.275,109.855,89.5
"ATx2927/R05512",5608.2795,109.22,92.75
"ATx2927/R07161",6580.835,120.65,90.25
"ATx2927/R07178",6345.423,109.22,91
"ATx2927/R08224",5835.7675,121.92,92.75
"ATx2927/R08297",5597.5725,106.68,92
"ATx2927/R08303",5899.943,99.06,92.25
"ATx2927/R08304",6155.703,126.365,92.25
"ATx2927/R08306",6214.0455,105.41,90
"ATx2927/R11158",6165.396,120.015,90
"ATx2927/R11208",6180.1385,102.235,92.25
"ATx2927/R12071",6860.1655,113.665,87.75
"ATx2927/R12145",6249.795,112.395,92.25
"ATx2927/R12148",5853.6705,108.585,91.5
"ATx2927/R12154",6496.027,116.205,90
"ATx2927/R12156",6335.3835,111.125,93.5
"ATx2927/R12157",5847.3635,114.935,92.25
"ATx2927/RTx2912",5212.888,111.125,94
"ATx2927/RTx2913",6607.545,122.555,91.75
"ATx2927/RTx2914",5584.1045,121.285,91
"ATx2927/RTx2916",5643.344,114.935,92.25
"ATx2927/RTx2917",5761.498,106.68,91.25
"ATx2927/RTx2918",6413.814,107.315,92.25
"ATx2927/RTx2919",5771.8105,113.03,92.75
"ATx2927/RTx2920",5401.195,99.06,89.5
"ATx2927/RTx2935",6420.582,107.95,92.25
"ATx2927/RTx2936",6446.2905,118.11,90
"ATx2927/RTx2937",5777.187,106.045,91.75
"ATx2927/RTx2938",6027.569,109.22,91
"ATx2927/RTx2939",6161.693,120.015,92.75
"ATx2927/RTx2940",6022.827,107.95,89.75
"ATx2927/RTx2941",4613.0635,112.395,95.25
"ATx2927/RTx2942",6657.9585,114.935,90
"ATx2927/RTx2943",6022.8025,121.92,92.25
"ATx2927/RTx2944",5481.8825,109.855,88.5
"ATx2930/R01302",5593.662,113.665,87
"ATx2930/R02107",4576.975,116.84,87.25
"ATx2930/R03248",6027.4785,116.84,87.75
"ATx2930/R04060",6462.534,118.745,88.25
"ATx2930/R04104",5444.893,115.57,87.25
"ATx2930/R05330",5523.3585,121.92,87.75
"ATx2930/R05386",5366.092,107.315,89
"ATx2930/R05393",5412.9115,110.49,88.75
"ATx2930/R05405",5298.54,111.125,89.25
"ATx2930/R05425",5204.908,113.03,86.75
"ATx2930/R05512",5084.9125,112.395,90
"ATx2930/R07161",6057.468,123.825,87.5
"ATx2930/R07178",5822.056,112.395,88.25
"ATx2930/R08224",5312.4005,125.095,90
"ATx2930/R08297",5074.2055,109.855,89.25
"ATx2930/R08303",5376.576,102.235,89.5
"ATx2930/R08304",5632.336,129.54,89.5
"ATx2930/R08306",5690.6785,108.585,87.25
"ATx2930/R11158",5642.029,123.19,87.25
"ATx2930/R11208",5656.7715,105.41,89.5
"ATx2930/R12071",6336.7985,116.84,85
"ATx2930/R12145",5726.428,115.57,89.5
"ATx2930/R12148",5330.3035,111.76,88.75
"ATx2930/R12154",5972.66,119.38,87.25
"ATx2930/R12156",5812.0165,114.3,90.75
"ATx2930/R12157",5323.9965,118.11,89.5
"ATx2930/RTx2912",4689.521,114.3,91.25
"ATx2930/RTx2913",6084.178,125.73,89
"ATx2930/RTx2914",5060.7375,124.46,88.25
"ATx2930/RTx2916",5119.977,118.11,89.5
"ATx2930/RTx2917",5238.131,109.855,88.5
"ATx2930/RTx2918",5890.447,110.49,89.5
"ATx2930/RTx2919",5248.4435,116.205,90
"ATx2930/RTx2920",4877.828,102.235,86.75
"ATx2930/RTx2935",5897.215,111.125,89.5
"ATx2930/RTx2936",5922.9235,121.285,87.25
"ATx2930/RTx2937",5253.82,109.22,89
"ATx2930/RTx2938",5504.202,112.395,88.25
"ATx2930/RTx2939",5638.326,123.19,90
"ATx2930/RTx2940",5499.46,111.125,87
"ATx2930/RTx2941",4089.6965,115.57,92.5
"ATx2930/RTx2942",6134.5915,118.11,87.25
"ATx2930/RTx2943",5499.4355,125.095,89.5
"ATx2930/RTx2944",4958.5155,113.03,85.75
"ATx2931/R01302",5943.815,99.695,92
"ATx2931/R02107",4927.128,102.87,92.25
"ATx2931/R03248",6377.6315,102.87,92.75
"ATx2931/R04060",6812.687,104.775,93.25
"ATx2931/R04104",5795.046,101.6,92.25
"ATx2931/R05330",5873.5115,107.95,92.75
"ATx2931/R05386",5716.245,93.345,94
"ATx2931/R05393",5763.0645,96.52,93.75
"ATx2931/R05405",5648.693,97.155,94.25
"ATx2931/R05425",5555.061,99.06,91.75
"ATx2931/R05512",5435.0655,98.425,95
"ATx2931/R07161",6407.621,109.855,92.5
"ATx2931/R07178",6172.209,98.425,93.25
"ATx2931/R08224",5662.5535,111.125,95
"ATx2931/R08297",5424.3585,95.885,94.25
"ATx2931/R08303",5726.729,88.265,94.5
"ATx2931/R08304",5982.489,115.57,94.5
"ATx2931/R08306",6040.8315,94.615,92.25
"ATx2931/R11158",5992.182,109.22,92.25
"ATx2931/R11208",6006.9245,91.44,94.5
"ATx2931/R12071",6686.9515,102.87,90
"ATx2931/R12145",6076.581,101.6,94.5
"ATx2931/R12148",5680.4565,97.79,93.75
"ATx2931/R12154",6322.813,105.41,92.25
"ATx2931/R12156",6162.1695,100.33,95.75
"ATx2931/R12157",5674.1495,104.14,94.5
"ATx2931/RTx2912",5039.674,100.33,96.25
"ATx2931/RTx2913",6434.331,111.76,94
"ATx2931/RTx2914",5410.8905,110.49,93.25
"ATx2931/RTx2916",5470.13,104.14,94.5
"ATx2931/RTx2917",5588.284,95.885,93.5
"ATx2931/RTx2918",6240.6,96.52,94.5
"ATx2931/RTx2919",5598.5965,102.235,95
"ATx2931/RTx2920",5227.981,88.265,91.75
"ATx2931/RTx2935",6247.368,97.155,94.5
"ATx2931/RTx2936",6273.0765,107.315,92.25
"ATx2931/RTx2937",5603.973,95.25,94
