Env,Pedigree,Female,Male,RA,RO,Rep,Test,DY,PH,GY
20CS,A05269/R08306,A05269,R08306,6,194,1,SCHV,84,154.94,8348.887135
20CS,A03093/R08297,A03093,R08297,15,15,2,SCHT,84,134.62,8349.65167
20CS,A01021/R07178,A01021,R07178,24,33,2,SCHT,82,144.78,8356.653593
20CS,A05269/RTx2919,A05269,RTx2919,19,23,2,SCHT,87,134.62,8369.607783
20CS,ATx2930/RTx2942,ATx2930,RTx2942,13,199,1,SCHV,81,144.78,8373.766043
20CS,A03121/R05425,A03121,R05425,22,208,2,SCHV,81,149.86,8393.240854
20CS,A08134/R05405,A08134,R05405,16,198,2,SCHV,82,180.34,8394.721981
20CS,A08158/R12145,A08158,R12145,24,7,2,SCHT,87,119.38,8400.344337
20CS,A08068/86EON361,A08068,86EON361,25,23,2,SCHT,81,124.46,8407.274349
20CS,A05210/R05405,A05210,R05405,26,15,2,SCHT,87,175.26,8409.367988
20CS,A08158/RTx2912,A08158,RTx2912,8,27,1,SCHT,91,139.7,8417.104167
20CS,A05071/R08297,A05071,R08297,6,220,1,SCHV,87,137.16,8417.416415
20CS,A08134/RTx2943,A08134,RTx2943,8,206,1,SCHV,80,154.94,8426.652647
20CS,ATx2926/R12154,ATx2926,R12154,21,207,2,SCHV,84,129.54,8427.225417
20CS,ATx2930/R07178,ATx2930,R07178,13,25,1,SCHT,87,142.24,8433.054045
20CS,ATx2930/R03248,ATx2930,R03248,19,193,2,SCHV,78,142.24,8437.557985
20CS,A08140/R07178,A08140,R07178,8,202,1,SCHV,84,142.24,8437.627374
20CS,ATx2930/R11158,ATx2930,R11158,24,19,2,SCHT,81,167.64,8445.588751
20CS,A03040/R08306,A03040,R08306,20,31,2,SCHT,79,149.86,8445.68274
20CS,A07118/R08304,A07118,R08304,19,199,2,SCHV,81,149.86,8448.748448
20CS,ATx644/R08224,ATx644,R08224,13,223,1,SCHV,83,170.18,8454.570768
20CS,A08134/R07178,A08134,R07178,8,3,1,SCHT,86,142.24,8454.994668
20CS,A03093/R05386,A03093,R05386,5,207,1,SCHV,87,121.92,8458.943501
20CS,A01021/RTx2935,A01021,RTx2935,2,9,1,SCHT,87,147.32,8462.877194
20CS,ATx3408/R05330,ATx3408,R05330,20,17,2,SCHT,88,154.94,8466.4589
20CS,AKS116/RTx2942,AKS116,RTx2942,10,224,1,SCHV,81,142.24,8471.053675
20CS,ATx2934/RTx2941,ATx2934,RTx2941,17,191,2,SCHV,87,144.78,8471.914092
20CS,AKS120/R04060,AKS120,R04060,10,25,1,SCHT,87,157.48,8476.128493
20CS,A08068/R12156,A08068,R12156,8,220,1,SCHV,87,121.92,8476.182742
20CS,A07118/RTx2919,A07118,RTx2919,7,217,1,SCHV,85,121.92,8476.475435
20CS,A05210/R03248,A05210,R03248,22,5,2,SCHT,87,137.16,8477.156703
20CS,A05210/R12154,A05210,R12154,19,27,2,SCHT,86,165.1,8481.043087
20CS,A01021/RTx2935,A01021,RTx2935,20,7,2,SCHT,82,160.02,8482.098422
20CS,A08140/R12148,A08140,R12148,8,200,1,SCHV,82,132.08,8496.201937
20CS,ATx2923/R12145,ATx2923,R12145,12,226,1,SCHV,88,129.54,8499.862492
20CS,A01021/R11158,A01021,R11158,17,215,2,SCHV,78,154.94,8507.181079
20CS,A03040/R04104,A03040,R04104,14,23,2,SCHT,83,142.24,8512.251482
20CS,AKS120/R08306,AKS120,R08306,10,29,1,SCHT,82,154.94,8519.606656
20CS,A06036/R12156,A06036,R12156,23,23,2,SCHT,84,121.92,8523.433113
20CS,A06035/88BE2668,A06035,88BE2668,6,31,1,SCHT,91,124.46,8524.556574
20CS,A05071/R12154,A05071,R12154,6,218,1,SCHV,86,134.62,8533.894365
20CS,ATx2923/R08297,ATx2923,R08297,12,3,1,SCHT,81,134.62,8542.786178
20CS,AN290/RTx2920,AN290,RTx2920,11,17,1,SCHT,85,129.54,8548.478553
20CS,ATx2931/RTx2936,ATx2931,RTx2936,13,207,1,SCHV,81,154.94,8553.224091
20CS,ATx2934/86EON361,ATx2934,86EON361,14,3,1,SCHT,83,124.46,8553.260678
20CS,AN290/R03248,AN290,R03248,11,203,1,SCHV,84,154.94,8560.851141
20CS,A03043/R05386,A03043,R05386,3,9,1,SCHT,92,119.38,8561.058045
20CS,ATx2930/R11158,ATx2930,R11158,13,23,1,SCHT,86,154.94,8567.52757
20CS,A03040/RTx2913,A03040,RTx2913,4,218,1,SCHV,86,152.4,8570.103143
20CS,A11076/R12154,A11076,R12154,22,31,2,SCHT,84,144.78,8570.541552
20CS,A06036/R08306,A06036,R08306,24,17,2,SCHT,78,132.08,8574.513093
20CS,A08068/R07161,A08068,R07161,8,222,1,SCHV,84,157.48,8582.871877
20CS,ATx2923/R05330,ATx2923,R05330,24,200,2,SCHV,81,152.4,8587.25281
20CS,AKS117/RTx2914,AKS117,RTx2914,22,218,2,SCHV,86,147.32,8602.847545
20CS,ATx2924/R05512,ATx2924,R05512,14,31,2,SCHT,87,124.46,8606.247579
20CS,AKS120/RTx2935,AKS120,RTx2935,25,9,2,SCHT,81,142.24,8608.337432
20CS,A08134/R05405,A08134,R05405,8,214,1,SCHV,86,187.96,8610.284724
20CS,ATx2924/88BE2668,ATx2924,88BE2668,23,27,2,SCHT,84,137.16,8611.23093
20CS,A08134/RTx2918,A08134,RTx2918,20,9,2,SCHT,81,144.78,8622.284507
20CS,A08134/RTx2936,A08134,RTx2936,8,208,1,SCHV,79,139.7,8623.529715
20CS,A01046/R11208,A01046,R11208,2,15,1,SCHT,90,119.38,8634.671605
20CS,ATx2924/R04060,ATx2924,R04060,12,222,1,SCHV,82,147.32,8635.029901
20CS,A08068/R03248,A08068,R03248,21,33,2,SCHT,87,132.08,8636.225906
20CS,A08158/R05330,A08158,R05330,17,7,2,SCHT,88,139.7,8645.301913
20CS,A08140/R08303,A08140,R08303,8,15,1,SCHT,88,124.46,8650.931838
20CS,ATx2921/R05330,ATx2921,R05330,11,13,1,SCHT,88,157.48,8654.594286
20CS,ATx2924/R05386,ATx2924,R05386,12,11,1,SCHT,87,134.62,8658.028383
20CS,ATx2926/R07161,ATx2926,R07161,12,27,1,SCHT,88,160.02,8661.477619
20CS,A01021/RTx2943,A01021,RTx2943,3,199,1,SCHV,81,154.94,8665.032199
20CS,A11085/R07178,A11085,R07178,9,15,1,SCHT,87,129.54,8669.943639
20CS,A11077/R05405,A11077,R05405,18,204,2,SCHV,84,152.4,8672.515426
20CS,A07124/R05330,A07124,R05330,7,221,1,SCHV,85,139.7,8679.092819
20CS,ATx2934/R12157,ATx2934,R12157,19,209,2,SCHV,81,142.24,8683.473753
20CS,ATx2934/RTx2941,ATx2934,RTx2941,13,215,1,SCHV,87,134.62,8684.666603
20CS,A03032/RTx2943,A03032,RTx2943,4,224,1,SCHV,83,132.08,8686.148992
20CS,ATx2926/RTx2919,ATx2926,RTx2919,17,21,2,SCHT,84,137.16,8704.385534
20CS,A05071/R04060,A05071,R04060,6,224,1,SCHV,88,137.16,8704.599377
20CS,A08140/R08303,A08140,R08303,19,7,2,SCHT,83,116.84,8712.104052
20CS,ATx3408/R12145,ATx3408,R12145,13,219,1,SCHV,87,149.86,8713.957354
20CS,A08134/R12148,A08134,R12148,18,220,2,SCHV,78,142.24,8721.644331
20CS,A11077/R12157,A11077,R12157,9,23,1,SCHT,93,121.92,8722.213316
20CS,AKS118/R12156,AKS118,R12156,10,9,1,SCHT,87,134.62,8723.276851
20CS,A03040/R03248,A03040,R03248,4,222,1,SCHV,79,149.86,8730.273098
20CS,A08158/R01302,A08158,R01302,8,19,1,SCHT,91,129.54,8732.673307
20CS,A06036/R11158,A06036,R11158,20,206,2,SCHV,78,149.86,8733.967717
20CS,A03055/R07161,A03055,R07161,14,222,2,SCHV,84,142.24,8748.105295
20CS,A08140/R12156,A08140,R12156,18,31,2,SCHT,84,124.46,8758.179865
20CS,AN263/R12148,AN263,R12148,16,208,2,SCHV,84,129.54,8758.453003
20CS,A07124/R05330,A07124,R05330,19,213,2,SCHV,81,144.78,8760.297474
20CS,AKS119/RTx2919,AKS119,RTx2919,17,25,2,SCHT,82,157.48,8763.050933
20CS,A05269/R08306,A05269,R08306,24,226,2,SCHV,84,147.32,8801.666228
20CS,A03093/R07178,A03093,R07178,5,209,1,SCHV,87,137.16,8812.928602
20CS,A08140/R04104,A08140,R04104,25,15,2,SCHT,78,144.78,8816.92096
20CS,A03032/RTx2913,A03032,RTx2913,3,31,1,SCHT,89,124.46,8822.517452
20CS,A06036/RTx2919,A06036,RTx2919,23,223,2,SCHV,81,134.62,8839.4558
20CS,A06035/R12154,A06035,R12154,24,15,2,SCHT,82,139.7,8839.768679
20CS,A01021/R11158,A01021,R11158,3,195,1,SCHV,86,162.56,8855.254916
20CS,ATx2926/R05405,ATx2926,R05405,22,204,2,SCHV,85,162.56,8868.72258
20CS,A08140/R05386,A08140,R05386,8,13,1,SCHT,89,137.16,8870.419443
20CS,A01046/R12156,A01046,R12156,3,205,1,SCHV,87,116.84,8872.20588
20CS,A05269/86EON361,A05269,86EON361,14,19,2,SCHT,86,139.7,8872.837945
20CS,A05210/R12154,A05210,R12154,6,3,1,SCHT,88,154.94,8882.041375
20CS,A01046/RTx2935,A01046,RTx2935,3,207,1,SCHV,85,129.54,8882.607837
20CS,A07118/R08224,A07118,R08224,7,29,1,SCHT,94,142.24,8892.579586
20CS,A11076/R08297,A11076,R08297,8,33,1,SCHT,91,127,8892.720886
20CS,A05210/R05330,A05210,R05330,6,210,1,SCHV,87,154.94,8902.615046
20CS,A03017/R04104,A03017,R04104,23,21,2,SCHT,83,134.62,8935.741716
20CS,A05269/R08303,A05269,R08303,6,13,1,SCHT,88,132.08,8937.577355
20CS,AKS118/RTx2935,AKS118,RTx2935,10,13,1,SCHT,87,134.62,8938.030272
20CS,A05071/R11158,A05071,R11158,26,13,2,SCHT,82,154.94,8948.578576
20CS,A11076/R07178,A11076,R07178,23,193,2,SCHV,81,147.32,8952.273826
20CS,ATx2921/RTx2914,ATx2921,RTx2914,11,217,1,SCHV,84,165.1,8967.636425
20CS,AKS118/RTx2935,AKS118,RTx2935,26,23,2,SCHT,81,134.62,8972.077285
20CS,A08158/RTx2914,A08158,RTx2914,23,213,2,SCHV,85,157.48,8981.840869
20CS,ATx2926/R07161,ATx2926,R07161,22,23,2,SCHT,84,160.02,8985.206208
20CS,ATx2921/R05405,ATx2921,R05405,11,213,1,SCHV,87,175.26,8987.646788
20CS,ATx2930/R05425,ATx2930,R05425,17,205,2,SCHV,81,167.64,8988.201265
20CS,A01021/R05425,A01021,R05425,22,200,2,SCHV,75,165.1,8991.435397
20CS,A03040/R04104,A03040,R04104,3,27,1,SCHT,87,137.16,8991.606975
20CS,A11077/RTx2935,A11077,RTx2935,9,213,1,SCHV,84,134.62,8994.501104
20CS,A05210/RTx2943,A05210,RTx2943,24,25,2,SCHT,82,154.94,8999.773364
20CS,ATx2924/86EON361,ATx2924,86EON361,12,210,1,SCHV,81,152.4,9000.192217
20CS,ATx2924/RTx2941,ATx2924,RTx2941,12,21,1,SCHT,89,134.62,9002.357136
20CS,ATx2926/R05405,ATx2926,R05405,12,206,1,SCHV,85,165.1,9011.14802
20CS,A11077/R12154,A11077,R12154,20,194,2,SCHV,78,134.62,9017.501478
20CS,ATx2926/R08304,ATx2926,R08304,18,7,2,SCHT,87,144.78,9049.071954
20CS,A08158/RTx2939,A08158,RTx2939,14,194,2,SCHV,87,180.34,9054.903737
20CS,A06036/R12156,A06036,R12156,7,33,1,SCHT,91,111.76,9068.766915
20CS,A03093/R05405,A03093,R05405,4,31,1,SCHT,91,137.16,9070.671943
20CS,A08158/R03248,A08158,R03248,8,196,1,SCHV,87,149.86,9071.326717
20CS,A05269/R08303,A05269,R08303,18,11,2,SCHT,85,134.62,9078.268715
20CS,AN290/R07161,AN290,R07161,21,221,2,SCHV,87,154.94,9093.213091
20CS,A11076/R04060,A11076,R04060,8,31,1,SCHT,93,127,9094.291766
20CS,A03017/R04104,A03017,R04104,2,31,1,SCHT,87,129.54,9100.888714
20CS,A08134/R11158,A08134,R11158,8,5,1,SCHT,85,167.64,9116.09929
20CS,AKS118/R01122,AKS118,R01122,10,7,1,SCHT,87,137.16,9144.277933
20CS,A03089/R08224,A03089,R08224,23,191,2,SCHV,87,185.42,9155.847508
20CS,A08140/R04060,A08140,R04060,8,204,1,SCHV,84,142.24,9159.994414
20CS,A05071/R05425,A05071,R05425,22,33,2,SCHT,83,160.02,9181.745165
20CS,A11077/R05405,A11077,R05405,9,207,1,SCHV,87,147.32,9215.061706
20CS,A11077/RTx2943,A11077,RTx2943,9,19,1,SCHT,89,134.62,9219.936559
20CS,ATx2921/R05405,ATx2921,R05405,14,216,2,SCHV,88,165.1,9240.98081
20CS,A11077/R04060,A11077,R04060,25,27,2,SCHT,82,132.08,9321.085973
20CS,A11077/R04060,A11077,R04060,9,27,1,SCHT,91,132.08,9334.520205
20CS,ATx2926/RTx2913,ATx2926,RTx2913,12,31,1,SCHT,87,144.78,9345.825473
20CS,A05269/R05330,A05269,R05330,16,27,2,SCHT,86,157.48,9357.900953
20CS,A03093/R05405,A03093,R05405,21,3,2,SCHT,88,144.78,9370.914439
20CS,A07124/R11158,A07124,R11158,23,17,2,SCHT,79,152.4,9374.848133
20CS,ATx2931/R01302,ATx2931,R01302,13,17,1,SCHT,81,162.56,9413.259678
20CS,A05269/RTx2943,A05269,RTx2943,25,25,2,SCHT,83,144.78,9510.637515
20CS,ATx2923/R05405,ATx2923,R05405,23,15,2,SCHT,87,170.18,9531.419351
20CS,ATx2924/R11158,ATx2924,R11158,17,31,2,SCHT,81,162.56,9531.990229
20CS,AKS118/RTx2916,AKS118,RTx2916,10,11,1,SCHT,87,147.32,9550.921286
20CS,ATx2926/RTx2919,ATx2926,RTx2919,12,33,1,SCHT,88,139.7,9565.724993
20CS,A08158/R07178,A08158,R07178,19,219,2,SCHV,82,152.4,9565.724993
20CS,ATx2924/R11158,ATx2924,R11158,12,15,1,SCHT,83,165.1,9713.873087
20CS,ATx2923/R11158,ATx2923,R11158,11,225,1,SCHV,84,160.02,9812.756653
20CS,A07118/R08304,A07118,R08304,7,213,1,SCHV,85,147.32,9930.459624
20CS,ATx2931/RTx2943,ATx2931,RTx2943,23,207,2,SCHV,81,172.72,9936.695121
20CS,A06036/R11158,A06036,R11158,7,207,1,SCHV,81,144.78,9977.173811
20CS,ATx2924/RTx2941,ATx2924,RTx2941,22,27,2,SCHT,84,149.86,10064.0986
20CS,ATx2923/R05405,ATx2923,R05405,11,3,1,SCHT,87,165.1,10162.99667
20CS,ATx2924/R08224,ATx2924,R08224,12,218,1,SCHV,86,177.8,10847.86872
20CS,A01021/R05425,A01021,R05425,3,193,1,SCHV,88,170.18,11048.14393
20CS,AHF14/RTx2915,AHF14,RTx2915,14,15,1,SCHT,89,121.92,NA
20CS,ATx2931/R07161,ATx2931,R07161,13,15,1,SCHT,87,175.26,NA
20LY,AN263/R08224,AN263,R08224,9,71,1,SCHV,NA,109.22,1371.795851
20LY,AN263/R08224,AN263,R08224,12,55,2,SCHV,72,121.92,1562.60956
20LY,AKS119/R05393,AKS119,R05393,9,55,1,SCHV,68,109.22,2119.579304
20LY,A08134/R08297,A08134,R08297,7,59,1,SCHV,65,96.52,2176.307704
20LY,A03121/R08224,A03121,R08224,5,55,1,SCHV,72,109.22,2438.174065
20LY,A03055/R12148,A03055,R12148,4,53,1,SCHV,69,101.6,2466.365196
20LY,ATx2921/R12145,ATx2921,R12145,10,75,1,SCHV,NA,109.22,2488.072367
20LY,A03043/R05425,A03043,R05425,4,73,1,SCHV,70,96.52,2501.434964
20LY,A03089/RTx2914,A03089,RTx2914,4,41,1,SCHV,72,96.52,2580.185608
20LY,A03043/RTx2940,A03043,RTx2940,4,67,1,SCHV,69,96.52,2629.771245
20LY,A03121/R05425,A03121,R05425,5,53,1,SCHV,68,121.92,2644.02058
20LY,A03055/R07161,A03055,R07161,4,55,1,SCHV,69,96.52,2647.19849
20LY,A03043/R08304,A03043,R08304,4,71,1,SCHV,71,88.9,2670.674014
20LY,A01046/R12156,A01046,R12156,3,55,1,SCHV,72,96.52,2700.18244
20LY,A03089/R08224,A03089,R08224,4,43,1,SCHV,72,109.22,2777.251867
20LY,A01046/R05512,A01046,R05512,3,53,1,SCHV,69,96.52,2861.246061
20LY,A03093/RTx2917,A03093,RTx2917,5,47,1,SCHV,66,109.22,2931.621377
20LY,A03055/RTx2943,A03055,RTx2943,4,49,1,SCHV,69,101.6,2958.264559
20LY,A07118/R07161,A07118,R07161,6,51,1,SCHV,66,96.52,2959.146172
20LY,A08140/R07178,A08140,R07178,7,69,1,SCHV,68,83.82,2981.166008
20LY,A01046/R04104,A01046,R04104,3,51,1,SCHV,69,88.9,2981.248019
20LY,A01046/RTx2935,A01046,RTx2935,3,57,1,SCHV,68,101.6,2998.511243
20LY,A03055/R04104,A03055,R04104,4,57,1,SCHV,69,88.9,3001.832671
20LY,A08134/R02107,A08134,R02107,7,55,1,SCHV,66,101.6,3013.150128
20LY,A01362/R07178,A01362,R07178,3,63,1,SCHV,66,96.52,3023.806376
20LY,A03121/RTx2919,A03121,RTx2919,5,59,1,SCHV,64,96.52,3033.509251
20LY,ATx3409/R08224,ATx3409,R08224,11,83,1,SCHV,68,101.6,3045.708322
20LY,A01021/RTx2917,A01021,RTx2917,3,47,1,SCHV,63,114.3,3089.235429
20LY,A01362/R12145,A01362,R12145,3,65,1,SCHV,68,88.9,3112.3009
20LY,A03089/R04104,A03089,R04104,4,45,1,SCHV,69,96.52,3152.28105
20LY,A01021/R01302,A01021,R01302,3,41,1,SCHV,66,114.3,3166.145961
20LY,A03121/R12157,A03121,R12157,5,57,1,SCHV,68,101.6,3166.427872
20LY,A05071/RTx2918,A05071,RTx2918,5,73,1,SCHV,68,96.52,3174.731442
20LY,AN263/R12148,AN263,R12148,9,73,1,SCHV,69,101.6,3186.218047
20LY,A11077/RTx2917,A11077,RTx2917,8,67,1,SCHV,64,96.52,3186.663979
20LY,A05071/R04060,A05071,R04060,5,63,1,SCHV,68,109.22,3199.462753
20LY,A03121/R02107,A03121,R02107,5,51,1,SCHV,68,109.22,3201.728294
20LY,AN263/RTx2936,AN263,RTx2936,9,75,1,SCHV,68,88.9,3202.686793
20LY,A07124/R05330,A07124,R05330,6,41,1,SCHV,68,101.6,3243.18976
20LY,AN268/R11158,AN268,R11158,20,43,2,SCHV,68,109.22,3250.01714
20LY,AN268/R11158,AN268,R11158,9,77,1,SCHV,68,96.52,3251.590717
20LY,A05071/RTx2916,A05071,RTx2916,5,71,1,SCHV,68,96.52,3267.813432
20LY,AKS117/RTx2942,AKS117,RTx2942,9,41,1,SCHV,66,121.92,3271.052849
20LY,A05071/R08297,A05071,R08297,5,67,1,SCHV,65,96.52,3289.77176
20LY,A06035/RTx2913,A06035,RTx2913,6,63,1,SCHV,68,96.52,3295.404861
20LY,A03093/R12148,A03093,R12148,5,45,1,SCHV,69,109.22,3305.558794
20LY,A03054/RTx2940,A03054,RTx2940,4,59,1,SCHV,69,88.9,3313.708594
20LY,AKS119/RTx2918,AKS119,RTx2918,9,59,1,SCHV,64,109.22,3322.934782
20LY,A05071/R12154,A05071,R12154,5,69,1,SCHV,68,101.6,3323.626746
20LY,AN268/R12154,AN268,R12154,9,79,1,SCHV,66,96.52,3333.206605
20LY,ATx2921/R12145,ATx2921,R12145,12,75,2,SCHV,73,127,3336.804819
20LY,A03032/RTx2918,A03032,RTx2918,3,77,1,SCHV,68,88.9,3343.709083
20LY,A03121/RTx2944,A03121,RTx2944,5,61,1,SCHV,64,109.22,3347.599459
20LY,A01362/RTx2914,A01362,RTx2914,3,67,1,SCHV,68,101.6,3351.259181
20LY,AKS119/R08304,AKS119,R08304,9,57,1,SCHV,66,121.92,3352.1818
20LY,A05071/RTx2942,A05071,RTx2942,5,75,1,SCHV,64,109.22,3367.67667
20LY,A01021/RTx2943,A01021,RTx2943,3,49,1,SCHV,64,114.3,3402.464527
20LY,ATx2924/R05393,ATx2924,R05393,10,55,1,SCHV,68,96.52,3439.220636
20LY,A01362/RTx2937,A01362,RTx2937,3,69,1,SCHV,65,101.6,3439.656317
20LY,A06035/R05330,A06035,R05330,6,65,1,SCHV,68,88.9,3469.631178
20LY,A03043/R05330,A03043,R05330,4,75,1,SCHV,71,101.6,3491.189705
20LY,A03093/RTx2940,A03093,RTx2940,5,49,1,SCHV,68,101.6,3499.267746
20LY,ATx2921/RTx2914,ATx2921,RTx2914,10,73,1,SCHV,71,109.22,3504.772705
20LY,A11085/R12148,A11085,R12148,8,59,1,SCHV,66,114.3,3506.156633
20LY,ATx2923/R12145,ATx2923,R12145,10,63,1,SCHV,70,121.92,3524.516748
20LY,ATx2923/R12145,ATx2923,R12145,12,65,2,SCHV,71,114.3,3536.316018
20LY,A08134/RTx2943,A08134,RTx2943,7,65,1,SCHV,66,101.6,3540.816348
20LY,AKS119/R05393,AKS119,R05393,19,57,2,SCHV,69,109.22,3545.977888
20LY,A03032/RTx2943,A03032,RTx2943,3,79,1,SCHV,66,96.52,3585.901655
20LY,A05269/RTx2944,A05269,RTx2944,6,67,1,SCHV,66,96.52,3591.755159
20LY,A05210/R05512,A05210,R05512,5,81,1,SCHV,68,114.3,3597.167857
20LY,A08134/RTx2936,A08134,RTx2936,7,63,1,SCHV,64,114.3,3602.754826
20LY,A11077/RTx2935,A11077,RTx2935,8,65,1,SCHV,65,101.6,3617.204062
20LY,A03040/86EON361,A03040,86EON361,3,81,1,SCHV,68,88.9,3619.802772
20LY,A03040/RTx2940,A03040,RTx2940,4,79,1,SCHV,64,109.22,3622.247712
20LY,A03043/R05330,A03043,R05330,13,55,2,SCHV,70,101.6,3631.735309
20LY,A03043/RTx2913,A03043,RTx2913,4,69,1,SCHV,69,96.52,3633.273007
20LY,A05210/RTx2938,A05210,RTx2938,6,81,1,SCHV,68,101.6,3634.195626
20LY,A01021/R05425,A01021,R05425,3,43,1,SCHV,63,127,3644.990267
20LY,AKS120/R12071,AKS120,R12071,9,65,1,SCHV,66,114.3,3666.2105
20LY,A03093/R05386,A03093,R05386,5,41,1,SCHV,68,96.52,3667.794329
20LY,A08140/R12148,A08140,R12148,7,71,1,SCHV,68,101.6,3684.514233
20LY,A03043/R05425,A03043,R05425,12,79,2,SCHV,68,121.92,3685.923789
20LY,A06035/RTx2920,A06035,RTx2920,6,61,1,SCHV,66,96.52,3689.475872
20LY,A08158/R07178,A08158,R07178,7,77,1,SCHV,68,114.3,3691.905435
20LY,A08140/RTx2942,A08140,RTx2942,7,73,1,SCHV,64,109.22,3694.796307
20LY,AN290/R07161,AN290,R07161,9,83,1,SCHV,69,96.52,3713.264061
20LY,A11085/RTx2944,A11085,RTx2944,8,57,1,SCHV,63,114.3,3719.23033
20LY,A11077/R01302,A11077,R01302,8,73,1,SCHV,66,109.22,3724.376493
20LY,A03093/R07178,A03093,R07178,5,43,1,SCHV,68,101.6,3727.687669
20LY,A05210/R05330,A05210,R05330,5,79,1,SCHV,68,109.22,3732.869712
20LY,A03054/RTx2918,A03054,RTx2918,4,61,1,SCHV,64,88.9,3751.798775
20LY,A03054/R01302,A03054,R01302,4,65,1,SCHV,69,88.9,3751.798775
20LY,A07124/R05330,A07124,R05330,12,67,2,SCHV,71,109.22,3757.560017
20LY,A05210/R05512,A05210,R05512,13,49,2,SCHV,69,114.3,3759.938323
20LY,A05210/R12145,A05210,R12145,5,83,1,SCHV,69,121.92,3760.866068
20LY,A01362/R05330,A01362,R05330,3,61,1,SCHV,68,101.6,3761.168482
20LY,A08140/R04060,A08140,R04060,7,67,1,SCHV,68,96.52,3767.729327
20LY,ATx2924/R12145,ATx2924,R12145,10,51,1,SCHV,68,101.6,3778.247182
20LY,A08068/RTx2941,A08068,RTx2941,7,53,1,SCHV,70,109.22,3785.371849
20LY,A03055/RTx2936,A03055,RTx2936,4,51,1,SCHV,66,96.52,3785.84341
20LY,A06035/RTx2943,A06035,RTx2943,6,59,1,SCHV,68,101.6,3790.374494
20LY,A03089/88BE2668,A03089,88BE2668,4,47,1,SCHV,69,101.6,3792.655413
20LY,A03040/R03248,A03040,R03248,3,83,1,SCHV,66,96.52,3799.226509
20LY,A05210/86EON361,A05210,86EON361,5,77,1,SCHV,68,101.6,3801.650946
20LY,A07124/R07178,A07124,R07178,7,41,1,SCHV,68,101.6,3808.263048
20LY,AKS120/RTx2918,AKS120,RTx2918,9,67,1,SCHV,64,101.6,3808.801242
20LY,A11085/R02107,A11085,R02107,8,63,1,SCHV,65,101.6,3814.823893
20LY,ATx2921/RTx2914,ATx2921,RTx2914,17,81,2,SCHV,68,109.22,3824.931695
20LY,A08158/R03248,A08158,R03248,7,75,1,SCHV,68,114.3,3827.566285
20LY,A06036/R04104,A06036,R04104,6,57,1,SCHV,66,88.9,3828.868202
20LY,A03055/R12148,A03055,R12148,13,79,2,SCHV,69,114.3,3837.694589
20LY,AKS120/R05425,AKS120,R05425,9,61,1,SCHV,64,127,3838.278914
20LY,A05071/R05405,A05071,R05405,5,65,1,SCHV,68,109.22,3842.78437
20LY,A05210/R12157,A05210,R12157,6,83,1,SCHV,68,114.3,3848.043297
20LY,A11077/R12154,A11077,R12154,8,69,1,SCHV,68,109.22,3849.083806
20LY,A05269/R07161,A05269,R07161,6,75,1,SCHV,68,121.92,3862.133737
20LY,ATx2923/RTx2917,ATx2923,RTx2917,10,61,1,SCHV,66,114.3,3863.481786
20LY,A07124/R01302,A07124,R01302,6,43,1,SCHV,68,109.22,3865.311647
20LY,ATx2921/R01302,ATx2921,R01302,10,79,1,SCHV,71,114.3,3873.768986
20LY,AKS117/RTx2914,AKS117,RTx2914,8,41,1,SCHV,68,121.92,3880.724507
20LY,A11085/R03248,A11085,R03248,8,61,1,SCHV,65,114.3,3891.50377
20LY,ATx3409/R08224,ATx3409,R08224,20,59,2,SCHV,69,109.22,3897.654563
20LY,A05269/RTx2936,A05269,RTx2936,6,69,1,SCHV,68,101.6,3908.561968
20LY,AKS118/RTx2918,AKS118,RTx2918,9,47,1,SCHV,68,114.3,3912.641993
20LY,A03089/R08224,A03089,R08224,12,41,2,SCHV,72,139.7,3924.697546
20LY,A08158/R12154,A08158,R12154,7,81,1,SCHV,68,114.3,3927.024596
20LY,AKS120/RTx2942,AKS120,RTx2942,9,69,1,SCHV,63,114.3,3959.070224
20LY,A01362/88BE2668,A01362,88BE2668,3,59,1,SCHV,64,96.52,3963.293768
20LY,AKS117/RTx2942,AKS117,RTx2942,13,63,2,SCHV,68,114.3,3971.643468
20LY,ATx2926/R08297,ATx2926,R08297,10,41,1,SCHV,68,109.22,3979.962415
20LY,A03054/R07161,A03054,R07161,4,63,1,SCHV,69,96.52,3985.467374
20LY,AHF14/R07161,AHF14,R07161,8,55,1,SCHV,68,114.3,3985.4725
20LY,A07124/RTx2943,A07124,RTx2943,7,47,1,SCHV,68,109.22,3989.096341
20LY,A03032/R08297,A03032,R08297,3,75,1,SCHV,66,96.52,3993.422399
20LY,A07118/R12148,A07118,R12148,6,47,1,SCHV,68,109.22,3995.354773
20LY,AKS119/86EON361,AKS119,86EON361,9,51,1,SCHV,70,101.6,4007.394949
20LY,AKS119/R01302,AKS119,R01302,9,53,1,SCHV,68,121.92,4022.00308
20LY,AKS117/RTx2914,AKS117,RTx2914,14,81,2,SCHV,71,101.6,4022.46439
20LY,A01021/R11158,A01021,R11158,3,45,1,SCHV,63,114.3,4048.020932
20LY,A08134/R12148,A08134,R12148,7,61,1,SCHV,68,121.92,4078.795396
20LY,A05269/R12156,A05269,R12156,6,71,1,SCHV,70,96.52,4087.09384
20LY,A05269/88BE2668,A05269,88BE2668,6,79,1,SCHV,68,96.52,4102.557957
