pedigree,female,male,env,blue
A01021/R01302,A01021,R01302,19CS,1.37
A01021/R02107,A01021,R02107,19CS,1.48
A01021/R05425,A01021,R05425,19CS,1.425
A01021/R07178,A01021,R07178,19CS,1.515
A01021/R11158,A01021,R11158,19CS,1.395
A01021/R12145,A01021,R12145,19CS,1.48
A01021/RTx2917,A01021,RTx2917,19CS,1.4
A01021/RTx2935,A01021,RTx2935,19CS,1.52
A01021/RTx2943,A01021,RTx2943,19CS,1.415
A01046/R04104,A01046,R04104,19CS,1.395
A01046/R05386,A01046,R05386,19CS,1.485
A01046/R05512,A01046,R05512,19CS,1.45
A01046/R11208,A01046,R11208,19CS,1.465
A01046/R12156,A01046,R12156,19CS,1.335
A01046/RTx2914,A01046,RTx2914,19CS,1.52
A01046/RTx2935,A01046,RTx2935,19CS,1.375
A01362/R04060,A01362,R04060,19CS,1.51
A01362/R05330,A01362,R05330,19CS,1.37
A01362/R05512,A01362,R05512,19CS,1.51
A01362/R07178,A01362,R07178,19CS,1.455
A01362/R08304,A01362,R08304,19CS,1.44
A01362/R12145,A01362,R12145,19CS,1.41
A01362/RTx2912,A01362,RTx2912,19CS,1.49
A01362/RTx2914,A01362,RTx2914,19CS,1.42
A01362/RTx2919,A01362,RTx2919,19CS,1.49
A01362/RTx2937,A01362,RTx2937,19CS,1.36
A01362/RTx2943,A01362,RTx2943,19CS,1.46
A03017/R04060,A03017,R04060,19CS,1.45
A03017/R04104,A03017,R04104,19CS,1.525
A03017/RTx2918,A03017,RTx2918,19CS,1.5
A03017/RTx2920,A03017,RTx2920,19CS,1.42
A03032/R04060,A03032,R04060,19CS,1.45
A03032/R08297,A03032,R08297,19CS,1.365
A03032/RTx2913,A03032,RTx2913,19CS,1.505
A03032/RTx2918,A03032,RTx2918,19CS,1.39
A03032/RTx2942,A03032,RTx2942,19CS,1.455
A03032/RTx2943,A03032,RTx2943,19CS,1.43
A03040/R03248,A03040,R03248,19CS,1.485
A03040/R04104,A03040,R04104,19CS,1.45
A03040/R05393,A03040,R05393,19CS,1.52
A03040/R07178,A03040,R07178,19CS,1.48
A03040/R08306,A03040,R08306,19CS,1.51
A03040/R12071,A03040,R12071,19CS,1.54
A03040/R12154,A03040,R12154,19CS,1.535
A03040/RTx2913,A03040,RTx2913,19CS,1.455
A03040/RTx2917,A03040,RTx2917,19CS,1.5
A03040/RTx2940,A03040,RTx2940,19CS,1.41
A03040/RTx2942,A03040,RTx2942,19CS,1.46
A03043/R01302,A03043,R01302,19CS,1.395
A03043/R04104,A03043,R04104,19CS,1.46
A03043/R05330,A03043,R05330,19CS,1.395
A03043/R05386,A03043,R05386,19CS,1.535
A03043/R05425,A03043,R05425,19CS,1.37
A03043/R08297,A03043,R08297,19CS,1.465
A03043/R08304,A03043,R08304,19CS,1.345
A03043/R12148,A03043,R12148,19CS,1.47
A03043/RTx2913,A03043,RTx2913,19CS,1.45
A03043/RTx2920,A03043,RTx2920,19CS,1.46
A03043/RTx2940,A03043,RTx2940,19CS,1.435
A03054/R01302,A03054,R01302,19CS,1.365
A03054/R05405,A03054,R05405,19CS,1.525
A03054/R07161,A03054,R07161,19CS,1.44
A03054/R12156,A03054,R12156,19CS,1.49
A03054/RTx2918,A03054,RTx2918,19CS,1.39
A03054/RTx2936,A03054,RTx2936,19CS,1.505
A03054/RTx2940,A03054,RTx2940,19CS,1.4
A03054/RTx2941,A03054,RTx2941,19CS,1.53
A03055/R04104,A03055,R04104,19CS,1.395
A03055/R05330,A03055,R05330,19CS,1.5
A03055/R07161,A03055,R07161,19CS,1.41
A03055/R08297,A03055,R08297,19CS,1.43
A03055/R12148,A03055,R12148,19CS,1.355
A03055/RTx2918,A03055,RTx2918,19CS,1.5
A03055/RTx2936,A03055,RTx2936,19CS,1.4
A03055/RTx2942,A03055,RTx2942,19CS,1.45
A03055/RTx2943,A03055,RTx2943,19CS,1.395
A03055/RTx2944,A03055,RTx2944,19CS,1.43
A03089/R04104,A03089,R04104,19CS,1.455
A03089/R05393,A03089,R05393,19CS,1.47
A03089/R08224,A03089,R08224,19CS,1.435
A03089/R12157,A03089,R12157,19CS,1.49
A03089/RTx2914,A03089,RTx2914,19CS,1.425
A03089/RTx2917,A03089,RTx2917,19CS,1.48
A03093/R02107,A03093,R02107,19CS,1.54
A03093/R05386,A03093,R05386,19CS,1.405
A03093/R05405,A03093,R05405,19CS,1.54
A03093/R07178,A03093,R07178,19CS,1.365
A03093/R08297,A03093,R08297,19CS,1.535
A03093/R12148,A03093,R12148,19CS,1.36
A03093/RTx2913,A03093,RTx2913,19CS,1.55
A03093/RTx2917,A03093,RTx2917,19CS,1.345
A03093/RTx2920,A03093,RTx2920,19CS,1.52
A03093/RTx2940,A03093,RTx2940,19CS,1.335
A03093/RTx2944,A03093,RTx2944,19CS,1.545
A03121/R02107,A03121,R02107,19CS,1.37
A03121/R05330,A03121,R05330,19CS,1.515
A03121/R05425,A03121,R05425,19CS,1.44
A03121/R07178,A03121,R07178,19CS,1.565
A03121/R08224,A03121,R08224,19CS,1.445
A03121/R08303,A03121,R08303,19CS,1.505
A03121/R12157,A03121,R12157,19CS,1.45
A03121/RTx2913,A03121,RTx2913,19CS,1.585
A03121/RTx2919,A03121,RTx2919,19CS,1.455
A03121/RTx2935,A03121,RTx2935,19CS,1.53
A03121/RTx2944,A03121,RTx2944,19CS,1.405
A05071/R02107,A05071,R02107,19CS,1.615
A05071/R04060,A05071,R04060,19CS,1.39
A05071/R05330,A05071,R05330,19CS,1.53
A05071/R05405,A05071,R05405,19CS,1.4
A05071/R05425,A05071,R05425,19CS,1.505
A05071/R08297,A05071,R08297,19CS,1.37
A05071/R11158,A05071,R11158,19CS,1.54
A05071/R12154,A05071,R12154,19CS,1.445
A05071/RTx2916,A05071,RTx2916,19CS,1.41
A05071/RTx2918,A05071,RTx2918,19CS,1.425
A05071/RTx2936,A05071,RTx2936,19CS,1.54
A05071/RTx2942,A05071,RTx2942,19CS,1.415
A05210/R03248,A05210,R03248,19CS,1.53
A05210/R05330,A05210,R05330,19CS,1.46
A05210/R05405,A05210,R05405,19CS,1.525
A05210/R05512,A05210,R05512,19CS,1.51
A05210/R08224,A05210,R08224,19CS,1.57
A05210/R12145,A05210,R12145,19CS,1.465
A05210/R12154,A05210,R12154,19CS,1.57
A05210/R12157,A05210,R12157,19CS,1.475
A05210/RTx2937,A05210,RTx2937,19CS,1.49
A05210/RTx2938,A05210,RTx2938,19CS,1.455
A05210/RTx2943,A05210,RTx2943,19CS,1.54
A05269/R01302,A05269,R01302,19CS,1.395
A05269/R05330,A05269,R05330,19CS,1.47
A05269/R07161,A05269,R07161,19CS,1.465
A05269/R08303,A05269,R08303,19CS,1.46
A05269/R08306,A05269,R08306,19CS,1.435
A05269/R11208,A05269,R11208,19CS,1.49
A05269/R12156,A05269,R12156,19CS,1.42
A05269/RTx2919,A05269,RTx2919,19CS,1.485
A05269/RTx2936,A05269,RTx2936,19CS,1.445
A05269/RTx2943,A05269,RTx2943,19CS,1.55
A05269/RTx2944,A05269,RTx2944,19CS,1.395
A06035/R03248,A06035,R03248,19CS,1.53
A06035/R05330,A06035,R05330,19CS,1.45
A06035/R12154,A06035,R12154,19CS,1.54
A06035/RTx2913,A06035,RTx2913,19CS,1.46
A06035/RTx2917,A06035,RTx2917,19CS,1.47
A06035/RTx2920,A06035,RTx2920,19CS,1.355
A06035/RTx2936,A06035,RTx2936,19CS,1.55
A06035/RTx2943,A06035,RTx2943,19CS,1.41
A06036/R04104,A06036,R04104,19CS,1.44
A06036/R08306,A06036,R08306,19CS,1.5
A06036/R11158,A06036,R11158,19CS,1.44
A06036/R12156,A06036,R12156,19CS,1.45
A06036/RTx2919,A06036,RTx2919,19CS,1.415
A06036/RTx2940,A06036,RTx2940,19CS,1.46
A07118/R07161,A07118,R07161,19CS,1.47
A07118/R08224,A07118,R08224,19CS,1.59
A07118/R08304,A07118,R08304,19CS,1.455
A07118/R12145,A07118,R12145,19CS,1.535
A07118/R12148,A07118,R12148,19CS,1.45
A07118/R12157,A07118,R12157,19CS,1.53
A07118/RTx2919,A07118,RTx2919,19CS,1.485
A07118/RTx2944,A07118,RTx2944,19CS,1.485
A07124/R01302,A07124,R01302,19CS,1.49
A07124/R04060,A07124,R04060,19CS,1.485
A07124/R05330,A07124,R05330,19CS,1.51
A07124/R05425,A07124,R05425,19CS,1.46
A07124/R07178,A07124,R07178,19CS,1.535
A07124/R11158,A07124,R11158,19CS,1.44
A07124/R11208,A07124,R11208,19CS,1.495
A07124/RTx2917,A07124,RTx2917,19CS,1.45
A07124/RTx2919,A07124,RTx2919,19CS,1.52
A07124/RTx2935,A07124,RTx2935,19CS,1.485
A07124/RTx2943,A07124,RTx2943,19CS,1.58
A08068/R03248,A08068,R03248,19CS,1.44
A08068/R07161,A08068,R07161,19CS,1.495
A08068/R11158,A08068,R11158,19CS,1.51
A08068/R12156,A08068,R12156,19CS,1.405
A08068/RTx2919,A08068,RTx2919,19CS,1.45
A08068/RTx2941,A08068,RTx2941,19CS,1.47
A08134/R02107,A08134,R02107,19CS,1.45
A08134/R04060,A08134,R04060,19CS,1.5
A08134/R05405,A08134,R05405,19CS,1.535
A08134/R07178,A08134,R07178,19CS,1.57
A08134/R08297,A08134,R08297,19CS,1.46
A08134/R11158,A08134,R11158,19CS,1.535
A08134/R12148,A08134,R12148,19CS,1.51
A08134/RTx2918,A08134,RTx2918,19CS,1.505
A08134/RTx2936,A08134,RTx2936,19CS,1.52
A08134/RTx2940,A08134,RTx2940,19CS,1.51
A08134/RTx2943,A08134,RTx2943,19CS,1.575
A08140/R04060,A08140,R04060,19CS,1.47
A08140/R04104,A08140,R04104,19CS,1.535
A08140/R05386,A08140,R05386,19CS,1.49
A08140/R07178,A08140,R07178,19CS,1.465
A08140/R08303,A08140,R08303,19CS,1.445
A08140/R12148,A08140,R12148,19CS,1.45
A08140/R12156,A08140,R12156,19CS,1.4
A08140/RTx2942,A08140,RTx2942,19CS,1.475
A08158/R01302,A08158,R01302,19CS,1.57
A08158/R03248,A08158,R03248,19CS,1.51
A08158/R05330,A08158,R05330,19CS,1.525
A08158/R07178,A08158,R07178,19CS,1.515
A08158/R08224,A08158,R08224,19CS,1.625
A08158/R12071,A08158,R12071,19CS,1.49
A08158/R12145,A08158,R12145,19CS,1.515
A08158/R12154,A08158,R12154,19CS,1.565
A08158/RTx2912,A08158,RTx2912,19CS,1.485
A08158/RTx2914,A08158,RTx2914,19CS,1.535
A08158/RTx2917,A08158,RTx2917,19CS,1.525
A08158/RTx2939,A08158,RTx2939,19CS,1.47
A11076/R04060,A11076,R04060,19CS,1.495
A11076/R07178,A11076,R07178,19CS,1.48
A11076/R08297,A11076,R08297,19CS,1.515
A11076/R12148,A11076,R12148,19CS,1.445
A11076/R12154,A11076,R12154,19CS,1.535
A11076/RTx2918,A11076,RTx2918,19CS,1.492
A11076/RTx2938,A11076,RTx2938,19CS,1.445
A11076/RTx2940,A11076,RTx2940,19CS,1.575
A11085/R02107,A11085,R02107,19CS,1.445
A11085/R03248,A11085,R03248,19CS,1.485
A11085/R04104,A11085,R04104,19CS,1.495
A11085/R07178,A11085,R07178,19CS,1.53
A11085/R12148,A11085,R12148,19CS,1.44
A11085/RTx2942,A11085,RTx2942,19CS,1.48
A11085/RTx2944,A11085,RTx2944,19CS,1.385
AHF14/R07161,AHF14,R07161,19CS,1.415
AHF14/RTx2943,AHF14,RTx2943,19CS,1.325
AKS116/R02107,AKS116,R02107,19CS,1.54
AKS116/R08303,AKS116,R08303,19CS,1.43
AKS116/R12154,AKS116,R12154,19CS,1.46
AKS116/RTx2917,AKS116,RTx2917,19CS,1.41
AKS116/RTx2920,AKS116,RTx2920,19CS,1.495
AKS116/RTx2936,AKS116,RTx2936,19CS,1.45
AKS116/RTx2940,AKS116,RTx2940,19CS,1.44
AKS116/RTx2942,AKS116,RTx2942,19CS,1.43
AKS116/RTx2944,AKS116,RTx2944,19CS,1.435
AKS117/R01302,AKS117,R01302,19CS,1.435
AKS117/R12148,AKS117,R12148,19CS,1.435
AKS117/RTx2914,AKS117,RTx2914,19CS,1.47
AKS117/RTx2942,AKS117,RTx2942,19CS,1.4
AKS118/R08303,AKS118,R08303,19CS,1.4
AKS118/R12156,AKS118,R12156,19CS,1.46
AKS118/RTx2912,AKS118,RTx2912,19CS,1.415
AKS118/RTx2916,AKS118,RTx2916,19CS,1.48
AKS118/RTx2918,AKS118,RTx2918,19CS,1.46
AKS118/RTx2935,AKS118,RTx2935,19CS,1.47
AKS118/RTx2943,AKS118,RTx2943,19CS,1.445
AKS119/R01302,AKS119,R01302,19CS,1.415
AKS119/R05386,AKS119,R05386,19CS,1.41
AKS119/R05393,AKS119,R05393,19CS,1.455
AKS119/R05512,AKS119,R05512,19CS,1.43
AKS119/R08304,AKS119,R08304,19CS,1.415
AKS119/RTx2914,AKS119,RTx2914,19CS,1.425
AKS119/RTx2918,AKS119,RTx2918,19CS,1.39
AKS119/RTx2919,AKS119,RTx2919,19CS,1.45
AKS120/R04060,AKS120,R04060,19CS,1.48
AKS120/R05425,AKS120,R05425,19CS,1.45
AKS120/R07161,AKS120,R07161,19CS,1.495
AKS120/R08303,AKS120,R08303,19CS,1.45
AKS120/R08306,AKS120,R08306,19CS,1.435
AKS120/R12071,AKS120,R12071,19CS,1.445
AKS120/RTx2918,AKS120,RTx2918,19CS,1.45
AKS120/RTx2935,AKS120,RTx2935,19CS,1.505
AKS120/RTx2942,AKS120,RTx2942,19CS,1.47
AN263/R08224,AN263,R08224,19CS,1.45
AN263/R11208,AN263,R11208,19CS,1.405
AN263/R12148,AN263,R12148,19CS,1.41
AN263/RTx2935,AN263,RTx2935,19CS,1.46
AN263/RTx2936,AN263,RTx2936,19CS,1.455
AN263/RTx2938,AN263,RTx2938,19CS,1.485
AN268/R11158,AN268,R11158,19CS,1.37
AN268/R12148,AN268,R12148,19CS,1.43
AN268/R12154,AN268,R12154,19CS,1.435
AN290/R02107,AN290,R02107,19CS,1.41
AN290/R03248,AN290,R03248,19CS,1.44
AN290/R05386,AN290,R05386,19CS,1.395
AN290/R07161,AN290,R07161,19CS,1.5
AN290/R12154,AN290,R12154,19CS,1.43
AN290/RTx2917,AN290,RTx2917,19CS,1.425
AN290/RTx2920,AN290,RTx2920,19CS,1.39
AN290/RTx2942,AN290,RTx2942,19CS,1.445
AN290/RTx2943,AN290,RTx2943,19CS,1.4
ATx2921/R01302,ATx2921,R01302,19CS,1.36
ATx2921/R05330,ATx2921,R05330,19CS,1.41
ATx2921/R05405,ATx2921,R05405,19CS,1.4
ATx2921/R07178,ATx2921,R07178,19CS,1.42
ATx2921/R12145,ATx2921,R12145,19CS,1.39
ATx2921/R12157,ATx2921,R12157,19CS,1.425
ATx2921/RTx2914,ATx2921,RTx2914,19CS,1.415
ATx2921/RTx2918,ATx2921,RTx2918,19CS,1.44
ATx2923/R03248,ATx2923,R03248,19CS,1.41
ATx2923/R04104,ATx2923,R04104,19CS,1.41
ATx2923/R05330,ATx2923,R05330,19CS,1.385
ATx2923/R05405,ATx2923,R05405,19CS,1.47
ATx2923/R05425,ATx2923,R05425,19CS,1.43
ATx2923/R08297,ATx2923,R08297,19CS,1.41
ATx2923/R11158,ATx2923,R11158,19CS,1.36
ATx2923/R11208,ATx2923,R11208,19CS,1.42
ATx2923/R12145,ATx2923,R12145,19CS,1.41
ATx2923/RTx2913,ATx2923,RTx2913,19CS,1.385
ATx2923/RTx2917,ATx2923,RTx2917,19CS,1.4
ATx2923/RTx2936,ATx2923,RTx2936,19CS,1.46
ATx2924/R04060,ATx2924,R04060,19CS,1.41
ATx2924/R05386,ATx2924,R05386,19CS,1.45
ATx2924/R05393,ATx2924,R05393,19CS,1.46
ATx2924/R05512,ATx2924,R05512,19CS,1.48
ATx2924/R08224,ATx2924,R08224,19CS,1.49
ATx2924/R11158,ATx2924,R11158,19CS,1.4
ATx2924/R12145,ATx2924,R12145,19CS,1.45
ATx2924/RTx2918,ATx2924,RTx2918,19CS,1.485
ATx2924/RTx2920,ATx2924,RTx2920,19CS,1.385
ATx2924/RTx2936,ATx2924,RTx2936,19CS,1.545
ATx2924/RTx2940,ATx2924,RTx2940,19CS,1.46
ATx2924/RTx2941,ATx2924,RTx2941,19CS,1.54
ATx2926/R01302,ATx2926,R01302,19CS,1.41
ATx2926/R05393,ATx2926,R05393,19CS,1.525
ATx2926/R05405,ATx2926,R05405,19CS,1.47
ATx2926/R07161,ATx2926,R07161,19CS,1.565
ATx2926/R08297,ATx2926,R08297,19CS,1.395
ATx2926/R08304,ATx2926,R08304,19CS,1.515
ATx2926/R12154,ATx2926,R12154,19CS,1.385
ATx2926/RTx2913,ATx2926,RTx2913,19CS,1.54
ATx2926/RTx2917,ATx2926,RTx2917,19CS,1.44
ATx2926/RTx2919,ATx2926,RTx2919,19CS,1.525
ATx2926/RTx2944,ATx2926,RTx2944,19CS,1.42
ATx2927/R12157,ATx2927,R12157,19CS,1.53
ATx2927/RTx2936,ATx2927,RTx2936,19CS,1.445
ATx2927/RTx2937,ATx2927,RTx2937,19CS,1.475
ATx2930/R01302,ATx2930,R01302,19CS,1.49
ATx2930/R02107,ATx2930,R02107,19CS,1.54
ATx2930/R03248,ATx2930,R03248,19CS,1.505
ATx2930/R05393,ATx2930,R05393,19CS,1.545
ATx2930/R05425,ATx2930,R05425,19CS,1.5
ATx2930/R07178,ATx2930,R07178,19CS,1.555
ATx2930/R08303,ATx2930,R08303,19CS,1.455
ATx2930/R11158,ATx2930,R11158,19CS,1.565
ATx2930/R12148,ATx2930,R12148,19CS,1.47
ATx2930/R12154,ATx2930,R12154,19CS,1.56
ATx2930/RTx2920,ATx2930,RTx2920,19CS,1.44
ATx2930/RTx2940,ATx2930,RTx2940,19CS,1.53
ATx2930/RTx2942,ATx2930,RTx2942,19CS,1.465
ATx2931/R01302,ATx2931,R01302,19CS,1.495
ATx2931/R05405,ATx2931,R05405,19CS,1.445
ATx2931/R07161,ATx2931,R07161,19CS,1.535
ATx2931/R08297,ATx2931,R08297,19CS,1.43
ATx2931/R08304,ATx2931,R08304,19CS,1.505
ATx2931/R08306,ATx2931,R08306,19CS,1.385
ATx2931/R11208,ATx2931,R11208,19CS,1.465
ATx2931/RTx2936,ATx2931,RTx2936,19CS,1.415
ATx2931/RTx2940,ATx2931,RTx2940,19CS,1.505
ATx2931/RTx2943,ATx2931,RTx2943,19CS,1.425
ATx2934/R05386,ATx2934,R05386,19CS,1.515
ATx2934/R08297,ATx2934,R08297,19CS,1.35
ATx2934/R11208,ATx2934,R11208,19CS,1.52
ATx2934/R12157,ATx2934,R12157,19CS,1.44
ATx2934/RTx2935,ATx2934,RTx2935,19CS,1.51
ATx2934/RTx2941,ATx2934,RTx2941,19CS,1.445
ATx3408/R05330,ATx3408,R05330,19CS,1.54
ATx3408/R12145,ATx3408,R12145,19CS,1.4
ATx3408/RTx2935,ATx3408,RTx2935,19CS,1.56
ATx3409/R08224,ATx3409,R08224,19CS,1.395
ATx644/R05330,ATx644,R05330,19CS,1.5
ATx644/R08224,ATx644,R08224,19CS,1.45
ATx644/RTx2935,ATx644,RTx2935,19CS,1.495
ATx644/RTx2936,ATx644,RTx2936,19CS,1.4
A01021/R02107,A01021,R02107,19TA,1.392
A01021/R07178,A01021,R07178,19TA,1.42
A01021/R12145,A01021,R12145,19TA,1.442
A01021/RTx2935,A01021,RTx2935,19TA,1.455
A01046/R05386,A01046,R05386,19TA,1.425
A01046/R11208,A01046,R11208,19TA,1.407
A01046/RTx2914,A01046,RTx2914,19TA,1.47
A01362/R04060,A01362,R04060,19TA,1.445
A01362/R05512,A01362,R05512,19TA,1.44
A01362/R08304,A01362,R08304,19TA,1.417
A01362/RTx2912,A01362,RTx2912,19TA,1.397
A01362/RTx2919,A01362,RTx2919,19TA,1.417
A01362/RTx2943,A01362,RTx2943,19TA,1.422
A03017/R04104,A03017,R04104,19TA,1.495
A03017/RTx2918,A03017,RTx2918,19TA,1.507
A03032/R04060,A03032,R04060,19TA,1.425
A03032/RTx2913,A03032,RTx2913,19TA,1.465
A03032/RTx2942,A03032,RTx2942,19TA,1.44
A03040/R04104,A03040,R04104,19TA,1.435
A03040/R05393,A03040,R05393,19TA,1.485
A03040/R08306,A03040,R08306,19TA,1.442
A03040/R12071,A03040,R12071,19TA,1.447
A03040/R12154,A03040,R12154,19TA,1.457
A03040/RTx2917,A03040,RTx2917,19TA,1.435
A03040/RTx2942,A03040,RTx2942,19TA,1.455
A03043/R04104,A03043,R04104,19TA,1.447
A03043/R05386,A03043,R05386,19TA,1.462
A03043/R08297,A03043,R08297,19TA,1.402
A03043/R12148,A03043,R12148,19TA,1.375
A03043/RTx2920,A03043,RTx2920,19TA,1.392
A03054/R05405,A03054,R05405,19TA,1.462
A03054/R12156,A03054,R12156,19TA,1.405
A03054/RTx2936,A03054,RTx2936,19TA,1.412
A03054/RTx2941,A03054,RTx2941,19TA,1.417
A03055/R05330,A03055,R05330,19TA,1.437
A03055/R08297,A03055,R08297,19TA,1.375
A03055/RTx2918,A03055,RTx2918,19TA,1.361
A03055/RTx2942,A03055,RTx2942,19TA,1.336
A03055/RTx2944,A03055,RTx2944,19TA,1.321
A03089/R05393,A03089,R05393,19TA,1.336
A03089/R12157,A03089,R12157,19TA,1.381
A03089/RTx2917,A03089,RTx2917,19TA,1.331
A03093/R02107,A03093,R02107,19TA,1.391
A03093/R05405,A03093,R05405,19TA,1.421
A03093/R08297,A03093,R08297,19TA,1.316
A03093/RTx2913,A03093,RTx2913,19TA,1.431
A03093/RTx2920,A03093,RTx2920,19TA,1.306
A03093/RTx2944,A03093,RTx2944,19TA,1.331
A03121/R05330,A03121,R05330,19TA,1.401
A03121/R07178,A03121,R07178,19TA,1.411
A03121/R08303,A03121,R08303,19TA,1.346
A03121/RTx2913,A03121,RTx2913,19TA,1.371
A03121/RTx2935,A03121,RTx2935,19TA,1.396
A05071/R02107,A05071,R02107,19TA,1.421
A05071/R05330,A05071,R05330,19TA,1.436
A05071/R05425,A05071,R05425,19TA,1.386
A05071/R11158,A05071,R11158,19TA,1.416
A05071/RTx2936,A05071,RTx2936,19TA,1.366
A05210/R03248,A05210,R03248,19TA,1.371
A05210/R05405,A05210,R05405,19TA,1.391
A05210/R08224,A05210,R08224,19TA,1.421
A05210/R12154,A05210,R12154,19TA,1.426
A05210/RTx2937,A05210,RTx2937,19TA,1.386
A05210/RTx2943,A05210,RTx2943,19TA,1.436
A05269/R05330,A05269,R05330,19TA,1.386
A05269/R08303,A05269,R08303,19TA,1.376
A05269/R11208,A05269,R11208,19TA,1.366
A05269/RTx2919,A05269,RTx2919,19TA,1.376
A05269/RTx2943,A05269,RTx2943,19TA,1.386
A06035/R03248,A06035,R03248,19TA,1.356
A06035/R12154,A06035,R12154,19TA,1.421
A06035/RTx2917,A06035,RTx2917,19TA,1.311
A06035/RTx2936,A06035,RTx2936,19TA,1.351
A06036/R08306,A06036,R08306,19TA,1.401
A06036/RTx2940,A06036,RTx2940,19TA,1.331
A07118/R08224,A07118,R08224,19TA,1.386
A07118/R12145,A07118,R12145,19TA,1.391
A07118/R12157,A07118,R12157,19TA,1.416
A07118/RTx2944,A07118,RTx2944,19TA,1.331
A07124/R04060,A07124,R04060,19TA,1.326
A07124/R05425,A07124,R05425,19TA,1.416
A07124/R11158,A07124,R11158,19TA,1.356
A07124/RTx2917,A07124,RTx2917,19TA,1.326
A07124/RTx2935,A07124,RTx2935,19TA,1.376
A08068/R03248,A08068,R03248,19TA,1.316
A08068/R11158,A08068,R11158,19TA,1.326
A08068/RTx2919,A08068,RTx2919,19TA,1.346
A08134/R04060,A08134,R04060,19TA,1.376
A08134/R07178,A08134,R07178,19TA,1.401
A08134/R11158,A08134,R11158,19TA,1.391
A08134/RTx2918,A08134,RTx2918,19TA,1.391
A08134/RTx2940,A08134,RTx2940,19TA,1.386
A08140/R04104,A08140,R04104,19TA,1.361
A08140/R05386,A08140,R05386,19TA,1.351
A08140/R08303,A08140,R08303,19TA,1.306
A08140/R12156,A08140,R12156,19TA,1.321
A08158/R01302,A08158,R01302,19TA,1.406
A08158/R05330,A08158,R05330,19TA,1.401
A08158/R08224,A08158,R08224,19TA,1.391
A08158/R12145,A08158,R12145,19TA,1.431
A08158/RTx2912,A08158,RTx2912,19TA,1.421
A08158/RTx2917,A08158,RTx2917,19TA,1.411
A11076/R04060,A11076,R04060,19TA,1.381
A11076/R08297,A11076,R08297,19TA,1.341
A11076/R12154,A11076,R12154,19TA,1.406
A11076/RTx2918,A11076,RTx2918,19TA,1.381
A11076/RTx2940,A11076,RTx2940,19TA,1.351
A11085/R04104,A11085,R04104,19TA,1.346
A11085/R07178,A11085,R07178,19TA,1.336
A11085/RTx2942,A11085,RTx2942,19TA,1.351
AKS116/R02107,AKS116,R02107,19TA,1.346
AKS116/R12154,AKS116,R12154,19TA,1.291
AKS116/RTx2920,AKS116,RTx2920,19TA,1.296
AKS116/RTx2940,AKS116,RTx2940,19TA,1.331
AKS116/RTx2944,AKS116,RTx2944,19TA,1.336
AKS117/R12148,AKS117,R12148,19TA,1.291
AKS118/R12156,AKS118,R12156,19TA,1.326
AKS118/RTx2916,AKS118,RTx2916,19TA,1.341
AKS118/RTx2935,AKS118,RTx2935,19TA,1.356
AKS119/R05386,AKS119,R05386,19TA,1.331
AKS119/R05512,AKS119,R05512,19TA,1.386
AKS119/RTx2914,AKS119,RTx2914,19TA,1.361
AKS119/RTx2919,AKS119,RTx2919,19TA,1.316
AKS120/R04060,AKS120,R04060,19TA,1.351
AKS120/R07161,AKS120,R07161,19TA,1.351
AKS120/R08306,AKS120,R08306,19TA,1.306
AKS120/R12148,AKS120,R12148,19TA,1.311
AKS120/RTx2935,AKS120,RTx2935,19TA,1.306
AKS120/RTx2944,AKS120,RTx2944,19TA,1.296
AN263/R11208,AN263,R11208,19TA,1.281
AN263/RTx2935,AN263,RTx2935,19TA,1.316
AN263/RTx2938,AN263,RTx2938,19TA,1.361
AN268/R12148,AN268,R12148,19TA,1.331
AN290/R02107,AN290,R02107,19TA,1.326
AN290/R05386,AN290,R05386,19TA,1.336
AN290/R12154,AN290,R12154,19TA,1.351
AN290/RTx2920,AN290,RTx2920,19TA,1.321
AN290/RTx2943,AN290,RTx2943,19TA,1.321
ATx2921/R05330,ATx2921,R05330,19TA,1.246
ATx2921/R07178,ATx2921,R07178,19TA,1.296
ATx2921/R12157,ATx2921,R12157,19TA,1.276
ATx2921/RTx2918,ATx2921,RTx2918,19TA,1.301
ATx2923/R03248,ATx2923,R03248,19TA,1.346
ATx2923/R05405,ATx2923,R05405,19TA,1.351
ATx2923/R08297,ATx2923,R08297,19TA,1.316
ATx2923/R11208,ATx2923,R11208,19TA,1.331
ATx2923/RTx2913,ATx2923,RTx2913,19TA,1.381
ATx2923/RTx2936,ATx2923,RTx2936,19TA,1.476
ATx2924/R05386,ATx2924,R05386,19TA,1.506
ATx2924/R05512,ATx2924,R05512,19TA,1.456
ATx2924/R11158,ATx2924,R11158,19TA,1.446
ATx2924/RTx2918,ATx2924,RTx2918,19TA,1.491
ATx2924/RTx2936,ATx2924,RTx2936,19TA,1.511
ATx2924/RTx2941,ATx2924,RTx2941,19TA,1.551
ATx2926/R05393,ATx2926,R05393,19TA,1.496
ATx2926/R07161,ATx2926,R07161,19TA,1.431
ATx2926/R08304,ATx2926,R08304,19TA,1.486
ATx2926/RTx2913,ATx2926,RTx2913,19TA,1.531
ATx2926/RTx2919,ATx2926,RTx2919,19TA,1.471
ATx2927/R12157,ATx2927,R12157,19TA,1.466
ATx2927/RTx2937,ATx2927,RTx2937,19TA,1.426
ATx2930/R02107,ATx2930,R02107,19TA,1.516
