env,pedigree,female,male,ra,ro,rep,test,dy,ph,gy,gy_t_ha
20CS,ATx2927/R12157,ATx2927,R12157,13,33,1,SCHT,91,134.62,7247.386734,7.247386734
20CS,A03121/R07178,A03121,R07178,23,31,2,SCHT,86,129.54,7247.855421,7.247855421
20CS,A08158/RTx2912,A08158,RTx2912,15,5,2,SCHT,90,147.32,7248.406744,7.248406744
20CS,A03121/R12157,A03121,R12157,5,223,1,SCHV,87,127,7252.431904,7.252431904
20CS,ATx2930/RTx2940,ATx2930,RTx2940,20,29,2,SCHT,78,137.16,7252.988002,7.252988002
20CS,A11085/RTx2942,A11085,RTx2942,17,9,2,SCHT,84,127,7255.513382,7.255513382
20CS,A01362/RTx2914,A01362,RTx2914,14,206,2,SCHV,84,132.08,7255.699468,7.255699468
20CS,ATx2930/R01302,ATx2930,R01302,19,211,2,SCHV,78,144.78,7256.082366,7.256082366
20CS,ATx2921/RTx2914,ATx2921,RTx2914,24,204,2,SCHV,84,160.02,7257.596296,7.257596296
20CS,A08134/RTx2940,A08134,RTx2940,14,33,2,SCHT,78,127,7267.068448,7.267068448
20CS,A07118/R12148,A07118,R12148,25,195,2,SCHV,81,134.62,7268.39629,7.26839629
20CS,AKS117/RTx2914,AKS117,RTx2914,10,220,1,SCHV,87,129.54,7270.089999,7.270089999
20CS,A03017/R04060,A03017,R04060,15,209,2,SCHV,84,139.7,7273.455338,7.273455338
20CS,A11085/R07178,A11085,R07178,26,3,2,SCHT,84,132.08,7278.68281,7.27868281
20CS,A06035/RTx2920,A06035,RTx2920,24,202,2,SCHV,81,121.92,7281.39779,7.28139779
20CS,A05210/RTx2943,A05210,RTx2943,6,7,1,SCHT,91,137.16,7283.454211,7.283454211
20CS,A07124/R04060,A07124,R04060,17,27,2,SCHT,83,124.46,7285.445028,7.285445028
20CS,A03055/R04104,A03055,R04104,4,192,1,SCHV,87,132.08,7287.450985,7.287450985
20CS,A05071/RTx2942,A05071,RTx2942,24,214,2,SCHV,80,144.78,7289.980509,7.289980509
20CS,ATx2931/R05405,ATx2931,R05405,19,197,2,SCHV,87,132.08,7292.613485,7.292613485
20CS,AKS120/R05425,AKS120,R05425,21,223,2,SCHV,78,162.56,7293.115605,7.293115605
20CS,A03032/RTx2918,A03032,RTx2918,4,226,1,SCHV,91,109.22,7301.968938,7.301968938
20CS,A05071/R12154,A05071,R12154,17,193,2,SCHV,78,149.86,7305.80738,7.30580738
20CS,ATx2924/R12145,ATx2924,R12145,23,219,2,SCHV,84,139.7,7310.337814,7.310337814
20CS,ATx2926/R05393,ATx2926,R05393,16,7,2,SCHT,87,124.46,7312.784072,7.312784072
20CS,A03093/R08297,A03093,R08297,4,33,1,SCHT,91,114.3,7313.954213,7.313954213
20CS,A01362/R08304,A01362,R08304,2,23,1,SCHT,91,129.54,7314.262676,7.314262676
20CS,A03089/RTx2914,A03089,RTx2914,20,222,2,SCHV,84,152.4,7320.39346,7.32039346
20CS,A03093/R12148,A03093,R12148,5,211,1,SCHV,87,132.08,7320.580809,7.320580809
20CS,A08158/R12154,A08158,R12154,16,192,2,SCHV,81,162.56,7321.791952,7.321791952
20CS,A03055/R08297,A03055,R08297,21,23,2,SCHT,84,134.62,7323.0851,7.3230851
20CS,A05269/R05330,A05269,R05330,6,11,1,SCHT,92,144.78,7326.873709,7.326873709
20CS,ATx2921/R12145,ATx2921,R12145,11,215,1,SCHV,87,134.62,7327.314641,7.327314641
20CS,A08140/R04104,A08140,R04104,8,11,1,SCHT,87,142.24,7330.533634,7.330533634
20CS,ATx2930/RTx2920,ATx2930,RTx2920,17,209,2,SCHV,75,129.54,7333.534999,7.333534999
20CS,A03093/RTx2920,A03093,RTx2920,5,31,1,SCHT,85,119.38,7340.137624,7.340137624
20CS,A08068/RTx2919,A08068,RTx2919,7,7,1,SCHT,91,127,7344.208202,7.344208202
20CS,A05071/R02107,A05071,R02107,26,11,2,SCHT,81,137.16,7346.391414,7.346391414
20CS,A11076/RTx2940,A11076,RTx2940,19,21,2,SCHT,84,129.54,7347.557771,7.347557771
20CS,A01046/R05386,A01046,R05386,2,13,1,SCHT,90,119.38,7351.396213,7.351396213
20CS,ATx2934/R11208,ATx2934,R11208,26,19,2,SCHT,86,119.38,7362.806825,7.362806825
20CS,AKS120/RTx2918,AKS120,RTx2918,10,192,1,SCHV,79,149.86,7364.851892,7.364851892
20CS,AKS120/RTx2944,AKS120,RTx2944,24,3,2,SCHT,79,152.4,7365.289039,7.365289039
20CS,A05071/R05425,A05071,R05425,5,13,1,SCHT,86,147.32,7365.832161,7.365832161
20CS,AKS120/RTx2942,AKS120,RTx2942,16,212,2,SCHV,75,149.86,7368.682134,7.368682134
20CS,A03121/R05330,A03121,R05330,23,13,2,SCHT,84,139.7,7370.77388,7.37077388
20CS,A05269/R12156,A05269,R12156,6,192,1,SCHV,87,127,7373.157057,7.373157057
20CS,A01046/R05512,A01046,R05512,24,192,2,SCHV,81,142.24,7374.484899,7.374484899
20CS,A05071/R05405,A05071,R05405,6,222,1,SCHV,87,170.18,7384.165847,7.384165847
20CS,A11076/RTx2918,A11076,RTx2918,25,5,2,SCHT,87,116.84,7384.437093,7.384437093
20CS,AKS119/R08304,AKS119,R08304,10,204,1,SCHV,82,157.48,7387.230293,7.387230293
20CS,A03093/R02107,A03093,R02107,21,25,2,SCHT,83,137.16,7391.760727,7.391760727
20CS,A08134/R02107,A08134,R02107,19,201,2,SCHV,76,152.4,7393.250055,7.393250055
20CS,AKS117/R01302,AKS117,R01302,10,222,1,SCHV,83,142.24,7396.385782,7.396385782
20CS,A01362/RTx2937,A01362,RTx2937,20,216,2,SCHV,81,124.46,7399.424995,7.399424995
20CS,A03032/R04060,A03032,R04060,3,33,1,SCHT,91,114.3,7400.369309,7.400369309
20CS,ATx2923/R03248,ATx2923,R03248,16,33,2,SCHT,87,127,7406.194783,7.406194783
20CS,ATx2930/R08303,ATx2930,R08303,13,193,1,SCHV,78,132.08,7414.280428,7.414280428
20CS,A01021/RTx2943,A01021,RTx2943,24,198,2,SCHV,75,157.48,7414.420467,7.414420467
20CS,ATx3408/R12145,ATx3408,R12145,16,226,2,SCHV,87,152.4,7415.071456,7.415071456
20CS,A03093/R05386,A03093,R05386,16,210,2,SCHV,86,127,7415.673243,7.415673243
20CS,ATx2923/RTx2936,ATx2923,RTx2936,12,9,1,SCHT,84,139.7,7436.705509,7.436705509
20CS,A03017/RTx2920,A03017,RTx2920,3,223,1,SCHV,84,127,7447.432961,7.447432961
20CS,A03040/RTx2913,A03040,RTx2913,16,218,2,SCHV,78,160.02,7449.782075,7.449782075
20CS,A08134/R04060,A08134,R04060,20,15,2,SCHT,81,144.78,7455.565285,7.455565285
20CS,A06035/RTx2943,A06035,RTx2943,14,220,2,SCHV,83,134.62,7458.392549,7.458392549
20CS,ATx2934/R08297,ATx2934,R08297,13,211,1,SCHV,84,121.92,7459.192408,7.459192408
20CS,A01021/R02107,A01021,R02107,15,17,2,SCHT,79,142.24,7466.733669,7.466733669
20CS,A08134/R12148,A08134,R12148,8,210,1,SCHV,81,167.64,7468.09936,7.46809936
20CS,A03121/R02107,A03121,R02107,18,208,2,SCHV,79,137.16,7470.535525,7.470535525
20CS,A01021/RTx2917,A01021,RTx2917,3,197,1,SCHV,82,149.86,7471.276719,7.471276719
20CS,ATx2931/R08297,ATx2931,R08297,13,203,1,SCHV,85,165.1,7471.658356,7.471658356
20CS,A03040/RTx2940,A03040,RTx2940,20,218,2,SCHV,75,139.7,7480.662451,7.480662451
20CS,A01362/R05330,A01362,R05330,23,199,2,SCHV,81,137.16,7481.855932,7.481855932
20CS,ATx2930/RTx2942,ATx2930,RTx2942,20,192,2,SCHV,81,142.24,7484.759523,7.484759523
20CS,A03121/R07178,A03121,R07178,5,25,1,SCHT,91,129.54,7487.249306,7.487249306
20CS,AN290/RTx2943,AN290,RTx2943,11,15,1,SCHT,87,116.84,7489.979426,7.489979426
20CS,A03032/RTx2943,A03032,RTx2943,21,191,2,SCHV,80,144.78,7492.173362,7.492173362
20CS,A03093/RTx2944,A03093,RTx2944,5,29,1,SCHT,87,129.54,7494.309895,7.494309895
20CS,A11085/R03248,A11085,R03248,9,217,1,SCHV,80,142.24,7498.675689,7.498675689
20CS,AKS119/RTx2914,AKS119,RTx2914,25,33,2,SCHT,78,129.54,7502.005072,7.502005072
20CS,A08158/R12154,A08158,R12154,9,191,1,SCHV,84,154.94,7502.478175,7.502478175
20CS,A11085/R04104,A11085,R04104,15,3,2,SCHT,79,132.08,7502.703372,7.502703372
20CS,A01362/R04060,A01362,R04060,2,19,1,SCHT,91,119.38,7509.03349,7.50903349
20CS,AHF14/RTx2943,AHF14,RTx2943,23,201,2,SCHV,81,139.7,7519.435447,7.519435447
20CS,A03121/R12157,A03121,R12157,14,208,2,SCHV,84,142.24,7529.819742,7.529819742
20CS,A05210/R05405,A05210,R05405,5,5,1,SCHT,91,170.18,7531.170924,7.531170924
20CS,ATx2924/R04060,ATx2924,R04060,20,198,2,SCHV,82,134.62,7532.688638,7.532688638
20CS,AKS120/R12071,AKS120,R12071,10,194,1,SCHV,75,144.78,7534.716673,7.534716673
20CS,ATx2934/R11208,ATx2934,R11208,13,5,1,SCHT,89,111.76,7535.854207,7.535854207
20CS,AKS119/R08304,AKS119,R08304,15,191,2,SCHV,79,177.8,7537.592508,7.537592508
20CS,A06035/RTx2936,A06035,RTx2936,6,29,1,SCHT,90,121.92,7541.463121,7.541463121
20CS,A01362/RTx2943,A01362,RTx2943,17,5,2,SCHT,87,137.16,7544.665082,7.544665082
20CS,A08140/R04060,A08140,R04060,21,203,2,SCHV,80,157.48,7545.676261,7.545676261
20CS,A03093/RTx2940,A03093,RTx2940,5,215,1,SCHV,84,132.08,7552.152725,7.552152725
20CS,A03055/RTx2943,A03055,RTx2943,21,193,2,SCHV,81,154.94,7552.625197,7.552625197
20CS,ATx2921/R01302,ATx2921,R01302,11,211,1,SCHV,84,162.56,7558.954053,7.558954053
20CS,A05071/R11158,A05071,R11158,5,11,1,SCHT,87,142.24,7569.889671,7.569889671
20CS,A01362/R08304,A01362,R08304,19,31,2,SCHT,87,147.32,7570.253013,7.570253013
20CS,ATx2924/RTx2936,ATx2924,RTx2936,12,19,1,SCHT,82,160.02,7570.931759,7.570931759
20CS,A03093/R07178,A03093,R07178,25,193,2,SCHV,81,134.62,7574.30656,7.57430656
20CS,A07124/RTx2943,A07124,RTx2943,8,224,1,SCHV,81,144.78,7574.633947,7.574633947
20CS,A03055/R05330,A03055,R05330,4,13,1,SCHT,87,147.32,7576.842392,7.576842392
20CS,A07118/R12145,A07118,R12145,7,27,1,SCHT,91,119.38,7578.70074,7.57870074
20CS,ATx2934/RTx2935,ATx2934,RTx2935,25,3,2,SCHT,87,116.84,7579.344161,7.579344161
20CS,ATx2931/R07161,ATx2931,R07161,22,11,2,SCHT,87,167.64,7585.814317,7.585814317
20CS,A08068/R12156,A08068,R12156,16,204,2,SCHV,82,127,7588.442876,7.588442876
20CS,ATx2931/R08306,ATx2931,R08306,13,205,1,SCHV,81,167.64,7588.803696,7.588803696
20CS,A08158/R08224,A08158,R08224,17,15,2,SCHT,91,170.18,7588.874347,7.588874347
20CS,ATx2921/R12157,ATx2921,R12157,11,9,1,SCHT,89,134.62,7591.683947,7.591683947
20CS,ATx2934/R05386,ATx2934,R05386,13,7,1,SCHT,87,124.46,7593.049954,7.593049954
20CS,A03040/RTx2942,A03040,RTx2942,18,15,2,SCHT,81,147.32,7594.786241,7.594786241
20CS,AKS118/RTx2912,AKS118,RTx2912,15,193,2,SCHV,84,142.24,7597.483559,7.597483559
20CS,ATx3408/RTx2935,ATx3408,RTx2935,14,7,1,SCHT,91,147.32,7613.141375,7.613141375
20CS,A01021/R07178,A01021,R07178,2,5,1,SCHT,89,142.24,7617.979641,7.617979641
20CS,ATx2924/RTx2920,ATx2924,RTx2920,12,214,1,SCHV,78,147.32,7618.083093,7.618083093
20CS,AN263/R11208,AN263,R11208,11,31,1,SCHT,93,109.22,7623.547747,7.623547747
20CS,ATx2926/R01302,ATx2926,R01302,12,208,1,SCHV,81,152.4,7623.919922,7.623919922
20CS,A11085/R12148,A11085,R12148,9,219,1,SCHV,81,129.54,7627.429084,7.627429084
20CS,A03032/R04060,A03032,R04060,17,19,2,SCHT,86,116.84,7631.299697,7.631299697
20CS,A03040/R12071,A03040,R12071,3,21,1,SCHT,84,144.78,7632.180299,7.632180299
20CS,AKS117/RTx2942,AKS117,RTx2942,10,218,1,SCHV,85,124.46,7635.775882,7.635775882
20CS,A08068/R03248,A08068,R03248,7,11,1,SCHT,91,132.08,7637.980542,7.637980542
20CS,ATx2924/RTx2918,ATx2924,RTx2918,24,13,2,SCHT,83,149.86,7639.770763,7.639770763
20CS,A03054/RTx2941,A03054,RTx2941,20,5,2,SCHT,87,124.46,7640.148615,7.640148615
20CS,A03055/R05330,A03055,R05330,24,21,2,SCHT,83,147.32,7640.957305,7.640957305
20CS,A05269/RTx2936,A05269,RTx2936,7,191,1,SCHV,84,149.86,7644.697342,7.644697342
20CS,A11076/RTx2918,A11076,RTx2918,14,204,2,SCHV,85,137.16,7658.797072,7.658797072
20CS,A11076/RTx2938,A11076,RTx2938,9,203,1,SCHV,83,134.62,7658.945311,7.658945311
20CS,A07118/RTx2944,A07118,RTx2944,7,23,1,SCHT,87,129.54,7659.976045,7.659976045
20CS,A05071/R02107,A05071,R02107,5,17,1,SCHT,87,132.08,7661.747342,7.661747342
20CS,A05071/R05405,A05071,R05405,15,213,2,SCHV,87,175.26,7663.763392,7.663763392
20CS,A03093/RTx2913,A03093,RTx2913,5,33,1,SCHT,91,134.62,7666.213434,7.666213434
20CS,A03093/R02107,A03093,R02107,4,29,1,SCHT,86,132.08,7666.45314,7.66645314
20CS,AKS119/RTx2918,AKS119,RTx2918,14,218,2,SCHV,79,149.86,7668.832532,7.668832532
20CS,A05210/R12145,A05210,R12145,6,206,1,SCHV,89,137.16,7672.74604,7.67274604
20CS,A01046/RTx2914,A01046,RTx2914,25,7,2,SCHT,84,129.54,7673.862563,7.673862563
20CS,ATx2934/RTx2935,ATx2934,RTx2935,13,3,1,SCHT,83,119.38,7675.120386,7.675120386
20CS,A01362/R05512,A01362,R05512,15,27,2,SCHT,90,119.38,7677.231057,7.677231057
20CS,AKS119/R05386,AKS119,R05386,23,25,2,SCHT,82,139.7,7683.002912,7.683002912
20CS,A03043/RTx2913,A03043,RTx2913,14,200,2,SCHV,87,142.24,7683.031298,7.683031298
20CS,A01362/RTx2919,A01362,RTx2919,16,17,2,SCHT,83,137.16,7685.495849,7.685495849
20CS,A06035/R05330,A06035,R05330,14,212,2,SCHV,81,144.78,7689.035921,7.689035921
20CS,ATx2930/R12154,ATx2930,R12154,22,9,2,SCHT,81,147.32,7689.978973,7.689978973
20CS,A03089/R08224,A03089,R08224,5,201,1,SCHV,90,180.34,7690.059085,7.690059085
20CS,A01046/RTx2914,A01046,RTx2914,2,17,1,SCHT,89,124.46,7694.489852,7.694489852
20CS,A03089/R04104,A03089,R04104,19,191,2,SCHV,84,144.78,7697.322162,7.697322162
20CS,AN290/R05386,AN290,R05386,19,29,2,SCHT,87,119.38,7697.786433,7.697786433
20CS,ATx2930/R01302,ATx2930,R01302,12,194,1,SCHV,78,144.78,7707.973287,7.707973287
20CS,A03043/R05330,A03043,R05330,15,201,2,SCHV,87,144.78,7708.506316,7.708506316
20CS,A01021/R02107,A01021,R02107,2,3,1,SCHT,84,147.32,7711.603564,7.711603564
20CS,ATx2923/RTx2936,ATx2923,RTx2936,22,17,2,SCHT,81,149.86,7714.310974,7.714310974
20CS,A01021/R12145,A01021,R12145,26,17,2,SCHT,80,137.16,7723.339672,7.723339672
20CS,ATx2931/RTx2940,ATx2931,RTx2940,25,19,2,SCHT,80,142.24,7726.013649,7.726013649
20CS,A08068/R11158,A08068,R11158,26,21,2,SCHT,81,139.7,7730.701153,7.730701153
20CS,A11076/RTx2918,A11076,RTx2918,9,201,1,SCHV,84,139.7,7731.234183,7.731234183
20CS,A03040/R03248,A03040,R03248,20,208,2,SCHV,78,139.7,7735.687658,7.735687658
20CS,A03040/RTx2940,A03040,RTx2940,4,216,1,SCHV,79,137.16,7736.439577,7.736439577
20CS,ATx2926/RTx2913,ATx2926,RTx2913,20,27,2,SCHT,87,149.86,7737.549792,7.737549792
20CS,A07124/R01302,A07124,R01302,7,219,1,SCHV,81,149.86,7740.175829,7.740175829
20CS,ATx2921/R05330,ATx2921,R05330,18,25,2,SCHT,87,160.02,7744.88478,7.74488478
20CS,ATx2926/R01302,ATx2926,R01302,24,220,2,SCHV,81,147.32,7745.203336,7.745203336
20CS,A03017/R04060,A03017,R04060,3,221,1,SCHV,85,134.62,7746.803686,7.746803686
20CS,ATx2926/R08297,ATx2926,R08297,12,204,1,SCHV,81,152.4,7750.680607,7.750680607
20CS,A05210/R08224,A05210,R08224,5,3,1,SCHT,93,170.18,7751.313934,7.751313934
20CS,A05269/R12156,A05269,R12156,18,206,2,SCHV,84,137.16,7757.601788,7.757601788
20CS,AKS118/R08303,AKS118,R08303,15,207,2,SCHV,80,137.16,7761.025792,7.761025792
20CS,A03040/R12154,A03040,R12154,3,19,1,SCHT,87,154.94,7761.049131,7.761049131
20CS,AKS120/R08306,AKS120,R08306,21,15,2,SCHT,78,160.02,7763.481511,7.763481511
20CS,A03032/RTx2913,A03032,RTx2913,18,5,2,SCHT,86,129.54,7764.863603,7.764863603
20CS,AKS120/R08303,AKS120,R08303,22,206,2,SCHV,77,147.32,7765.811701,7.765811701
20CS,A06036/RTx2940,A06036,RTx2940,7,31,1,SCHT,85,124.46,7766.594529,7.766594529
20CS,A08134/RTx2936,A08134,RTx2936,21,225,2,SCHV,78,144.78,7766.662656,7.766662656
20CS,A01362/R07178,A01362,R07178,24,196,2,SCHV,85,134.62,7768.189832,7.768189832
20CS,A07124/RTx2919,A07124,RTx2919,19,203,2,SCHV,79,144.78,7768.797296,7.768797296
20CS,A03089/RTx2917,A03089,RTx2917,15,25,2,SCHT,88,129.54,7768.944905,7.768944905
20CS,A11076/RTx2918,A11076,RTx2918,9,31,1,SCHT,91,124.46,7770.285994,7.770285994
20CS,ATx2930/R12148,ATx2930,R12148,23,203,2,SCHV,81,144.78,7770.456942,7.770456942
20CS,A05071/RTx2936,A05071,RTx2936,5,9,1,SCHT,87,127,7775.627642,7.775627642
20CS,A05269/RTx2919,A05269,RTx2919,6,17,1,SCHT,92,132.08,7780.059039,7.780059039
20CS,A05071/RTx2918,A05071,RTx2918,22,226,2,SCHV,87,139.7,7790.176504,7.790176504
20CS,A05269/RTx2936,A05269,RTx2936,18,200,2,SCHV,81,144.78,7790.733504,7.790733504
20CS,A07124/R11158,A07124,R11158,7,17,1,SCHT,87,132.08,7791.369985,7.791369985
20CS,A08134/R07178,A08134,R07178,23,3,2,SCHT,81,142.24,7791.927616,7.791927616
20CS,A08158/RTx2939,A08158,RTx2939,9,195,1,SCHV,89,165.1,7796.195635,7.796195635
20CS,A03055/RTx2936,A03055,RTx2936,5,195,1,SCHV,87,132.08,7799.583053,7.799583053
20CS,ATx2931/R08304,ATx2931,R08304,15,11,2,SCHT,87,162.56,7799.648025,7.799648025
20CS,ATx2923/R12145,ATx2923,R12145,23,215,2,SCHV,85,129.54,7799.793741,7.799793741
20CS,A05210/R05512,A05210,R05512,22,194,2,SCHV,81,162.56,7807.516043,7.807516043
20CS,A05210/R05512,A05210,R05512,6,208,1,SCHV,88,142.24,7808.616165,7.808616165
20CS,A03043/RTx2913,A03043,RTx2913,4,204,1,SCHV,87,134.62,7813.904195,7.813904195
20CS,AKS118/RTx2912,AKS118,RTx2912,10,214,1,SCHV,84,137.16,7814.265015,7.814265015
20CS,A11076/R12154,A11076,R12154,9,33,1,SCHT,91,137.16,7815.490044,7.815490044
20CS,A01362/RTx2914,A01362,RTx2914,3,215,1,SCHV,89,134.62,7816.796431,7.816796431
20CS,A03055/RTx2943,A03055,RTx2943,5,197,1,SCHV,84,147.32,7828.377991,7.828377991
20CS,A01362/R04060,A01362,R04060,23,9,2,SCHT,85,132.08,7828.624005,7.828624005
20CS,A06035/R03248,A06035,R03248,16,25,2,SCHT,87,121.92,7832.727385,7.832727385
20CS,A03054/R05405,A03054,R05405,18,13,2,SCHT,87,137.16,7835.947639,7.835947639
20CS,A11085/R02107,A11085,R02107,9,215,1,SCHV,82,144.78,7843.659848,7.843659848
20CS,A05269/R07161,A05269,R07161,6,196,1,SCHV,89,160.02,7846.851085,7.846851085
20CS,A11085/RTx2942,A11085,RTx2942,9,13,1,SCHT,86,134.62,7853.670707,7.853670707
20CS,ATx2931/R08306,ATx2931,R08306,22,220,2,SCHV,82,165.1,7855.428127,7.855428127
20CS,A08158/RTx2914,A08158,RTx2914,9,193,1,SCHV,83,152.4,7870.026192,7.870026192
20CS,A01362/R12145,A01362,R12145,21,215,2,SCHV,85,137.16,7871.285276,7.871285276
20CS,A05071/R04060,A05071,R04060,18,218,2,SCHV,82,144.78,7875.370363,7.875370363
20CS,A11085/R04104,A11085,R04104,9,17,1,SCHT,86,121.92,7877.233758,7.877233758
20CS,A01046/R11208,A01046,R11208,18,19,2,SCHT,83,119.38,7879.854118,7.879854118
20CS,ATx2930/R05425,ATx2930,R05425,13,191,1,SCHV,79,172.72,7883.670481,7.883670481
20CS,AN290/RTx2943,AN290,RTx2943,21,7,2,SCHT,87,139.7,7884.233159,7.884233159
20CS,A05269/RTx2944,A05269,RTx2944,23,217,2,SCHV,81,152.4,7891.868409,7.891868409
20CS,ATx2923/R08297,ATx2923,R08297,23,7,2,SCHT,84,137.16,7894.167689,7.894167689
20CS,AKS120/R07161,AKS120,R07161,17,13,2,SCHT,84,170.18,7901.368317,7.901368317
20CS,A05269/RTx2943,A05269,RTx2943,6,19,1,SCHT,89,144.78,7904.599295,7.904599295
20CS,A03040/RTx2942,A03040,RTx2942,3,15,1,SCHT,87,147.32,7915.57276,7.91557276
20CS,A05210/R12145,A05210,R12145,16,196,2,SCHV,85,137.16,7918.265662,7.918265662
20CS,ATx2931/R01302,ATx2931,R01302,23,11,2,SCHT,81,157.48,7919.159511,7.919159511
20CS,A08158/RTx2917,A08158,RTx2917,8,29,1,SCHT,91,129.54,7919.641446,7.919641446
20CS,A08158/R12071,A08158,R12071,8,192,1,SCHV,84,167.64,7921.020383,7.921020383
20CS,A05071/RTx2936,A05071,RTx2936,21,27,2,SCHT,83,142.24,7926.228301,7.926228301
20CS,ATx2921/R01302,ATx2921,R01302,18,226,2,SCHV,81,154.94,7930.932837,7.930932837
20CS,A01362/R12145,A01362,R12145,3,213,1,SCHV,90,124.46,7932.789923,7.932789923
20CS,A08068/R07161,A08068,R07161,22,212,2,SCHV,81,147.32,7935.655035,7.935655035
20CS,A03089/R04104,A03089,R04104,5,199,1,SCHV,87,137.16,7938.196544,7.938196544
20CS,ATx2926/R12154,ATx2926,R12154,12,202,1,SCHV,86,127,7941.059763,7.941059763
20CS,ATx2930/R03248,ATx2930,R03248,12,192,1,SCHV,79,149.86,7942.96353,7.94296353
20CS,A03040/R07178,A03040,R07178,4,220,1,SCHV,87,147.32,7944.647776,7.944647776
20CS,ATx2934/R08297,ATx2934,R08297,25,191,2,SCHV,81,119.38,7946.60453,7.94660453
20CS,AN290/R02107,AN290,R02107,11,23,1,SCHT,87,119.38,7950.842902,7.950842902
20CS,A08140/R12148,A08140,R12148,14,202,2,SCHV,83,147.32,7954.842199,7.954842199
20CS,A08158/R05330,A08158,R05330,8,21,1,SCHT,91,144.78,7960.321993,7.960321993
20CS,A07118/R12148,A07118,R12148,7,215,1,SCHV,88,127,7968.193164,7.968193164
20CS,A11085/R12148,A11085,R12148,24,206,2,SCHV,80,137.16,7969.389169,7.969389169
20CS,A08134/RTx2943,A08134,RTx2943,21,209,2,SCHV,76,167.64,7969.450988,7.969450988
20CS,AN290/R07161,AN290,R07161,11,205,1,SCHV,87,154.94,7976.792284,7.976792284
20CS,A07124/R11208,A07124,R11208,7,225,1,SCHV,87,127,7980.767611,7.980767611
20CS,A07124/R07178,A07124,R07178,7,223,1,SCHV,84,139.7,7981.446356,7.981446356
20CS,A07124/RTx2919,A07124,RTx2919,8,226,1,SCHV,84,142.24,7988.329688,7.988329688
20CS,ATx2923/R11158,ATx2923,R11158,17,203,2,SCHV,84,170.18,7988.402862,7.988402862
20CS,ATx2934/R12157,ATx2934,R12157,13,213,1,SCHV,84,144.78,7990.417649,7.990417649
20CS,ATx2924/RTx2920,ATx2924,RTx2920,19,217,2,SCHV,78,147.32,8004.279566,8.004279566
20CS,A01046/R05386,A01046,R05386,16,15,2,SCHT,82,129.54,8006.264706,8.006264706
20CS,A08134/R02107,A08134,R02107,8,216,1,SCHV,81,154.94,8009.148742,8.009148742
20CS,A05269/RTx2944,A05269,RTx2944,7,193,1,SCHV,84,144.78,8011.401343,8.011401343
20CS,A03040/R12154,A03040,R12154,21,19,2,SCHT,79,154.94,8015.092807,8.015092807
20CS,A05210/RTx2938,A05210,RTx2938,21,217,2,SCHV,81,142.24,8017.657026,8.017657026
20CS,ATx2923/RTx2913,ATx2923,RTx2913,19,5,2,SCHT,87,137.16,8018.783011,8.018783011
20CS,A08158/R03248,A08158,R03248,19,221,2,SCHV,81,160.02,8025.641742,8.025641742
20CS,A11076/R08297,A11076,R08297,26,25,2,SCHT,84,119.38,8027.82937,8.02782937
20CS,ATx2921/R07178,ATx2921,R07178,21,29,2,SCHT,85,142.24,8030.726022,8.030726022
20CS,ATx2923/R04104,ATx2923,R04104,11,219,1,SCHV,82,154.94,8035.347292,8.035347292
20CS,AKS118/RTx2918,AKS118,RTx2918,10,212,1,SCHV,82,137.16,8038.259083,8.038259083
20CS,A06036/R08306,A06036,R08306,6,33,1,SCHT,87,116.84,8041.297035,8.041297035
20CS,ATx2924/R05512,ATx2924,R05512,12,13,1,SCHT,87,142.24,8046.49549,8.04649549
20CS,AKS118/R08303,AKS118,R08303,10,216,1,SCHV,82,139.7,8051.399991,8.051399991
20CS,A03055/RTx2918,A03055,RTx2918,4,17,1,SCHT,87,134.62,8053.257078,8.053257078
20CS,ATx2931/R08297,ATx2931,R08297,23,211,2,SCHV,81,162.56,8058.290893,8.058290893
20CS,A07124/R07178,A07124,R07178,24,222,2,SCHV,79,132.08,8060.479783,8.060479783
20CS,A01362/R05330,A01362,R05330,3,209,1,SCHV,88,137.16,8062.542512,8.062542512
20CS,ATx2927/RTx2937,ATx2927,RTx2937,13,31,1,SCHT,87,124.46,8063.269198,8.063269198
20CS,A08158/RTx2917,A08158,RTx2917,20,33,2,SCHT,87,144.78,8064.963537,8.064963537
20CS,A07118/R08224,A07118,R08224,19,11,2,SCHT,87,154.94,8067.124672,8.067124672
20CS,ATx2924/RTx2936,ATx2924,RTx2936,24,31,2,SCHT,78,152.4,8067.568127,8.067568127
20CS,A03121/R08224,A03121,R08224,5,221,1,SCHV,91,165.1,8083.844131,8.083844131
20CS,ATx2931/RTx2936,ATx2931,RTx2936,22,222,2,SCHV,82,172.72,8086.909838,8.086909838
20CS,A08158/R07178,A08158,R07178,8,194,1,SCHV,87,165.1,8087.244164,8.087244164
20CS,AN290/R12154,AN290,R12154,11,19,1,SCHT,87,134.62,8095.340533,8.095340533
20CS,ATx2924/R08224,ATx2924,R08224,17,225,2,SCHV,86,175.26,8096.071004,8.096071004
20CS,AN290/RTx2942,AN290,RTx2942,20,200,2,SCHV,82,142.24,8096.283584,8.096283584
20CS,A08134/R04060,A08134,R04060,7,3,1,SCHT,84,134.62,8103.578832,8.103578832
20CS,A03043/R12148,A03043,R12148,24,23,2,SCHT,84,132.08,8103.682284,8.103682284
20CS,AKS120/RTx2944,AKS120,RTx2944,11,33,1,SCHT,81,149.86,8104.707971,8.104707971
