wave,V1,V2
1664.5,0.630695095,9.05E-42
1665,0.630726835,8.95E-42
1665.5,0.630756246,8.85E-42
1666,0.630783309,8.76E-42
1666.5,0.630808076,8.67E-42
1667,0.630830641,8.60E-42
1667.5,0.630851163,8.53E-42
1668,0.630869929,8.47E-42
1668.5,0.630887004,8.42E-42
1669,0.630902777,8.37E-42
1669.5,0.630917608,8.32E-42
1670,0.630931783,8.27E-42
1670.5,0.63094538,8.23E-42
1671,0.630958692,8.19E-42
1671.5,0.630971875,8.15E-42
1672,0.630985068,8.11E-42
1672.5,0.630998197,8.07E-42
1673,0.631011492,8.03E-42
1673.5,0.631024871,7.99E-42
1674,0.631038377,7.94E-42
1674.5,0.631051877,7.90E-42
1675,0.631065683,7.86E-42
1675.5,0.631079386,7.82E-42
1676,0.631093117,7.78E-42
1676.5,0.631106941,7.74E-42
1677,0.63112075,7.70E-42
1677.5,0.631134579,7.66E-42
1678,0.631148318,7.62E-42
1678.5,0.631161974,7.58E-42
1679,0.631175791,7.54E-42
1679.5,0.631189795,7.50E-42
1680,0.631204121,7.46E-42
1680.5,0.631218978,7.42E-42
1681,0.631234692,7.37E-42
1681.5,0.631251372,7.32E-42
1682,0.631269249,7.27E-42
1682.5,0.631288529,7.22E-42
1683,0.631309223,7.16E-42
1683.5,0.631331454,7.10E-42
1684,0.631355102,7.04E-42
1684.5,0.631379921,6.97E-42
1685,0.631406077,6.90E-42
1685.5,0.631433269,6.83E-42
1686,0.631461156,6.76E-42
1686.5,0.631489791,6.69E-42
1687,0.63151892,6.61E-42
1687.5,0.631548646,6.54E-42
1688,0.631578966,6.46E-42
1688.5,0.631609825,6.39E-42
1689,0.631641421,6.31E-42
1689.5,0.631673814,6.23E-42
1690,0.631707147,6.15E-42
1690.5,0.631741513,6.07E-42
1691,0.631777123,5.99E-42
1691.5,0.63181402,5.91E-42
1692,0.63185212,5.82E-42
1692.5,0.631891635,5.74E-42
1693,0.631932528,5.65E-42
1693.5,0.631974683,5.56E-42
1694,0.632018119,5.46E-42
1694.5,0.632062966,5.37E-42
1695,0.632108869,5.28E-42
1695.5,0.632155833,5.18E-42
1696,0.632203734,5.09E-42
1696.5,0.632252326,5.00E-42
1697,0.632301562,4.90E-42
1697.5,0.632351246,4.81E-42
1698,0.632401203,4.72E-42
1698.5,0.632451234,4.63E-42
1699,0.632501175,4.54E-42
1699.5,0.632550963,4.46E-42
1700,0.632600418,4.37E-42
1700.5,0.632649419,4.29E-42
1701,0.632697898,4.21E-42
1701.5,0.632745779,4.14E-42
1702,0.632792897,4.06E-42
1702.5,0.632839464,3.99E-42
1703,0.632885447,3.92E-42
1703.5,0.632931059,3.85E-42
1704,0.632976198,3.79E-42
1704.5,0.63302137,3.72E-42
1705,0.633066514,3.66E-42
1705.5,0.633112058,3.59E-42
1706,0.633157912,3.53E-42
1706.5,0.63320443,3.47E-42
1707,0.633251487,3.41E-42
1707.5,0.633299174,3.34E-42
1708,0.633347554,3.28E-42
1708.5,0.633396693,3.22E-42
1709,0.633446316,3.16E-42
1709.5,0.633496702,3.10E-42
1710,0.633547627,3.04E-42
1710.5,0.633599007,2.98E-42
1711,0.633650748,2.92E-42
1711.5,0.63370255,2.86E-42
1712,0.633754097,2.81E-42
1712.5,0.633804882,2.75E-42
1713,0.633854634,2.70E-42
1713.5,0.633902526,2.65E-42
1714,0.633948097,2.61E-42
1714.5,0.633990664,2.56E-42
1715,0.634029607,2.52E-42
1715.5,0.634064421,2.49E-42
1716,0.634094378,2.46E-42
1716.5,0.634119149,2.44E-42
1717,0.634138124,2.42E-42
1717.5,0.634150986,2.41E-42
1718,0.634157358,2.40E-42
1718.5,0.634156764,2.40E-42
1719,0.634149037,2.41E-42
1719.5,0.634133728,2.43E-42
1720,0.634110541,2.45E-42
1720.5,0.634079319,2.48E-42
1721,0.634039551,2.51E-42
1721.5,0.633991131,2.56E-42
1722,0.633933999,2.62E-42
1722.5,0.633868058,2.69E-42
1723,0.633793621,2.76E-42
1723.5,0.633710973,2.85E-42
1724,0.633620638,2.96E-42
1724.5,0.633523606,3.07E-42
1725,0.633420881,3.19E-42
1725.5,0.633313765,3.33E-42
1726,0.633203785,3.47E-42
1726.5,0.633092512,3.62E-42
1727,0.632981644,3.78E-42
1727.5,0.632872891,3.94E-42
1728,0.632767874,4.10E-42
1728.5,0.632668127,4.26E-42
1729,0.632574812,4.42E-42
1729.5,0.632489114,4.56E-42
1730,0.63241188,4.70E-42
1730.5,0.632343585,4.82E-42
1731,0.632284674,4.93E-42
1731.5,0.632235199,5.03E-42
1732,0.632194984,5.11E-42
1732.5,0.632163914,5.17E-42
1733,0.63214147,5.21E-42
1733.5,0.632127033,5.24E-42
1734,0.632120096,5.26E-42
1734.5,0.632119663,5.26E-42
1735,0.632124841,5.25E-42
1735.5,0.632134881,5.23E-42
1736,0.632148795,5.20E-42
1736.5,0.632165636,5.17E-42
1737,0.632184705,5.13E-42
1737.5,0.632205177,5.09E-42
1738,0.632226595,5.05E-42
1738.5,0.632248703,5.00E-42
1739,0.632271088,4.96E-42
1739.5,0.632293787,4.92E-42
1740,0.632316775,4.87E-42
1740.5,0.632340315,4.83E-42
1741,0.632364383,4.79E-42
1741.5,0.632389232,4.74E-42
1742,0.632414949,4.69E-42
1742.5,0.632441748,4.65E-42
1743,0.632469762,4.60E-42
1743.5,0.632498858,4.55E-42
1744,0.632529013,4.49E-42
1744.5,0.632560273,4.44E-42
1745,0.632592493,4.39E-42
1745.5,0.632625348,4.33E-42
1746,0.632658713,4.28E-42
1746.5,0.632692448,4.22E-42
1747,0.632726238,4.17E-42
1747.5,0.632759946,4.11E-42
1748,0.632793292,4.06E-42
1748.5,0.632826188,4.01E-42
1749,0.632858542,3.96E-42
1749.5,0.632890098,3.91E-42
1750,0.632921059,3.87E-42
1750.5,0.632951103,3.82E-42
1751,0.632980444,3.78E-42
1751.5,0.633008787,3.74E-42
1752,0.633036275,3.70E-42
1752.5,0.633062785,3.66E-42
1753,0.633088084,3.63E-42
1753.5,0.633111967,3.59E-42
1754,0.633134384,3.56E-42
1754.5,0.633154988,3.53E-42
1755,0.633173614,3.51E-42
1755.5,0.633190024,3.49E-42
1756,0.633204194,3.47E-42
1756.5,0.63321574,3.45E-42
1757,0.633224616,3.44E-42
1757.5,0.633230916,3.43E-42
1758,0.63323448,3.43E-42
1758.5,0.633235532,3.43E-42
1759,0.633234165,3.43E-42
1759.5,0.633230799,3.43E-42
1760,0.63322565,3.44E-42
1760.5,0.633219373,3.45E-42
1761,0.63321207,3.46E-42
1761.5,0.633204582,3.47E-42
1762,0.63319706,3.48E-42
1762.5,0.633190092,3.49E-42
1763,0.633183783,3.50E-42
1763.5,0.633178588,3.50E-42
1764,0.633174369,3.51E-42
1764.5,0.63317138,3.51E-42
1765,0.633169269,3.52E-42
1765.5,0.633168228,3.52E-42
1766,0.633167793,3.52E-42
1766.5,0.633167746,3.52E-42
1767,0.633168011,3.52E-42
1767.5,0.633168325,3.52E-42
1768,0.633168431,3.52E-42
1768.5,0.633168302,3.52E-42
1769,0.633167827,3.52E-42
1769.5,0.633167014,3.52E-42
1770,0.633165941,3.52E-42
1770.5,0.633164462,3.52E-42
1771,0.633162767,3.52E-42
1771.5,0.633160566,3.53E-42
1772,0.633158147,3.53E-42
1772.5,0.633155297,3.53E-42
1773,0.633151991,3.54E-42
1773.5,0.633148363,3.54E-42
1774,0.633144306,3.55E-42
1774.5,0.633139821,3.56E-42
1775,0.633134866,3.56E-42
1775.5,0.633129826,3.57E-42
1776,0.633124465,3.58E-42
1776.5,0.633118991,3.58E-42
1777,0.633113662,3.59E-42
1777.5,0.63310822,3.60E-42
1778,0.633102909,3.61E-42
1778.5,0.633097865,3.61E-42
1779,0.633092887,3.62E-42
1779.5,0.633087962,3.63E-42
1780,0.633083223,3.63E-42
1780.5,0.63307856,3.64E-42
1781,0.633074017,3.65E-42
1781.5,0.633069349,3.65E-42
1782,0.633064723,3.66E-42
1782.5,0.633059971,3.67E-42
1783,0.633055071,3.67E-42
1783.5,0.633049869,3.68E-42
1784,0.633044176,3.69E-42
1784.5,0.63303776,3.70E-42
1785,0.633030603,3.71E-42
1785.5,0.633022228,3.72E-42
1786,0.633012772,3.73E-42
1786.5,0.633001946,3.75E-42
1787,0.632989724,3.77E-42
1787.5,0.632976158,3.79E-42
1788,0.632961267,3.81E-42
1788.5,0.632945161,3.83E-42
1789,0.632928001,3.86E-42
1789.5,0.632909917,3.88E-42
1790,0.632890905,3.91E-42
1790.5,0.632871064,3.94E-42
1791,0.632850432,3.97E-42
1791.5,0.632828993,4.01E-42
1792,0.632806612,4.04E-42
1792.5,0.632783122,4.08E-42
1793,0.632758533,4.12E-42
1793.5,0.632732878,4.16E-42
1794,0.632705925,4.20E-42
1794.5,0.632678089,4.24E-42
1795,0.632649352,4.29E-42
1795.5,0.632619886,4.34E-42
1796,0.63259011,4.39E-42
1796.5,0.632560037,4.44E-42
1797,0.632529833,4.49E-42
1797.5,0.6324999,4.54E-42
1798,0.63247042,4.60E-42
1798.5,0.632441338,4.65E-42
1799,0.632412823,4.70E-42
1799.5,0.632384847,4.75E-42
1800,0.632357431,4.80E-42
1800.5,0.632330656,4.85E-42
1801,0.632304461,4.90E-42
1801.5,0.632278867,4.95E-42
1802,0.632253776,4.99E-42
1802.5,0.632229222,5.04E-42
1803,0.632204948,5.09E-42
1803.5,0.632180996,5.13E-42
1804,0.632157163,5.18E-42
1804.5,0.632133369,5.23E-42
1805,0.632109376,5.28E-42
1805.5,0.632084775,5.33E-42
1806,0.632059594,5.38E-42
1806.5,0.632033516,5.43E-42
1807,0.632006609,5.49E-42
1807.5,0.631978518,5.55E-42
1808,0.631949257,5.61E-42
1808.5,0.631918942,5.68E-42
1809,0.631887462,5.74E-42
1809.5,0.631855155,5.82E-42
1810,0.631822023,5.89E-42
1810.5,0.631788251,5.97E-42
1811,0.631753834,6.05E-42
1811.5,0.631719141,6.13E-42
1812,0.631684087,6.21E-42
1812.5,0.631648913,6.29E-42
1813,0.631613718,6.38E-42
1813.5,0.631578454,6.46E-42
1814,0.631543194,6.55E-42
1814.5,0.63150811,6.64E-42
1815,0.631472925,6.73E-42
1815.5,0.631437926,6.82E-42
1816,0.63140281,6.91E-42
1816.5,0.631367754,7.01E-42
1817,0.631332552,7.10E-42
1817.5,0.63129727,7.20E-42
1818,0.631261981,7.30E-42
1818.5,0.631226656,7.39E-42
1819,0.631191268,7.49E-42
1819.5,0.631156181,7.60E-42
1820,0.631121437,7.70E-42
1820.5,0.631087309,7.80E-42
1821,0.631054009,7.90E-42
1821.5,0.63102158,8.00E-42
1822,0.630990165,8.09E-42
1822.5,0.630959709,8.19E-42
1823,0.630930136,8.28E-42
1823.5,0.630901399,8.37E-42
1824,0.630873028,8.46E-42
1824.5,0.630844856,8.55E-42
1825,0.630816519,8.65E-42
1825.5,0.630787726,8.74E-42
1826,0.630758178,8.84E-42
1826.5,0.630727777,8.94E-42
1827,0.630696517,9.05E-42
1827.5,0.630664243,9.16E-42
1828,0.630631436,9.28E-42
1828.5,0.630598118,9.39E-42
1829,0.63056432,9.52E-42
1829.5,0.630530683,9.64E-42
1830,0.630497101,9.76E-42
1830.5,0.630463905,9.89E-42
1831,0.630431088,1.00E-41
1831.5,0.630398939,1.01E-41
1832,0.630367296,1.03E-41
1832.5,0.630336242,1.04E-41
1833,0.630305856,1.05E-41
1833.5,0.63027589,1.06E-41
1834,0.630246537,1.07E-41
1834.5,0.630217523,1.09E-41
1835,0.630188973,1.10E-41
1835.5,0.630160649,1.11E-41
1836,0.63013252,1.12E-41
1836.5,0.630104447,1.13E-41
1837,0.63007629,1.15E-41
1837.5,0.630048117,1.16E-41
1838,0.630019807,1.17E-41
1838.5,0.62999111,1.18E-41
1839,0.629962292,1.20E-41
1839.5,0.629933162,1.21E-41
1840,0.629904012,1.22E-41
1840.5,0.629874882,1.24E-41
1841,0.629845995,1.25E-41
1841.5,0.629817599,1.26E-41
1842,0.629789879,1.28E-41
1842.5,0.629763136,1.29E-41
1843,0.629737566,1.30E-41
1843.5,0.629713622,1.31E-41
1844,0.629691426,1.33E-41
1844.5,0.629671191,1.34E-41
1845,0.629653009,1.35E-41
1845.5,0.629637103,1.35E-41
1846,0.629623619,1.36E-41
1846.5,0.629612447,1.37E-41
1847,0.629603853,1.37E-41
1847.5,0.629597856,1.37E-41
1848,0.62959438,1.38E-41
1848.5,0.629593703,1.38E-41
1849,0.629595676,1.37E-41
1849.5,0.629600491,1.37E-41
1850,0.629608038,1.37E-41
1850.5,0.62961865,1.36E-41
1851,0.62963217,1.36E-41
1851.5,0.629648805,1.35E-41
1852,0.629668806,1.34E-41
1852.5,0.629692061,1.33E-41
1853,0.629718984,1.31E-41
1853.5,0.629749659,1.30E-41
1854,0.629784217,1.28E-41
1854.5,0.629822533,1.26E-41
1855,0.629864825,1.24E-41
1855.5,0.629910845,1.22E-41
1856,0.629960443,1.20E-41
1856.5,0.630013127,1.17E-41
1857,0.630069076,1.15E-41
1857.5,0.630127824,1.12E-41
1858,0.630189235,1.10E-41
1858.5,0.630253141,1.07E-41
1859,0.630319497,1.04E-41
1859.5,0.630388328,1.02E-41
1860,0.630459757,9.90E-42
1860.5,0.630533991,9.63E-42
1861,0.630611224,9.35E-42
1861.5,0.630691864,9.07E-42
1862,0.63077635,8.78E-42
1862.5,0.630865169,8.49E-42
1863,0.630958928,8.19E-42
1863.5,0.63105822,7.88E-42
1864,0.631163683,7.57E-42
1864.5,0.63127599,7.26E-42
1865,0.631395711,6.93E-42
1865.5,0.631523405,6.60E-42
1866,0.631659789,6.27E-42
1866.5,0.631805154,5.93E-42
1867,0.631959731,5.59E-42
1867.5,0.632124015,5.25E-42
1868,0.632297907,4.91E-42
1868.5,0.63248152,4.58E-42
1869,0.632674741,4.25E-42
1869.5,0.632877535,3.93E-42
1870,0.633089711,3.62E-42
1870.5,0.633310844,3.33E-42
1871,0.63354094,3.05E-42
1871.5,0.633779629,2.78E-42
1872,0.634026702,2.53E-42
1872.5,0.634281956,2.29E-42
1873,0.63454515,2.07E-42
1873.5,0.634816268,1.86E-42
1874,0.63509522,1.67E-42
1874.5,0.635382307,1.50E-42
1875,0.63567768,1.34E-42
1875.5,0.635981795,1.19E-42
1876,0.636295266,1.05E-42
1876.5,0.636618572,9.26E-43
1877,0.636952432,8.14E-43
1877.5,0.637297539,7.11E-43
1878,0.637654352,6.19E-43
1878.5,0.638023721,5.36E-43
1879,0.638406058,4.61E-43
1879.5,0.638801954,3.95E-43
1880,0.639211836,3.36E-43
1880.5,0.639636485,2.84E-43
1881,0.640076225,2.39E-43
1881.5,0.640531556,2.00E-43
1882,0.64100316,1.66E-43
1882.5,0.641491288,1.37E-43
1883,0.641996625,1.12E-43
1883.5,0.642519547,9.09E-44
1884,0.643060249,7.33E-44
1884.5,0.643619101,5.87E-44
1885,0.644196175,4.66E-44
1885.5,0.644791335,3.67E-44
1886,0.645404509,2.87E-44
1886.5,0.646035214,2.23E-44
1887,0.646682996,1.71E-44
1887.5,0.647347187,1.31E-44
1888,0.648026979,9.95E-45
1888.5,0.648721768,7.50E-45
1889,0.649430472,5.62E-45
1889.5,0.650152482,4.18E-45
1890,0.650886857,3.10E-45
1890.5,0.651632676,2.28E-45
1891,0.652389022,1.67E-45
1891.5,0.653155123,1.22E-45
1892,0.653930154,8.82E-46
1892.5,0.65471329,6.37E-46
1893,0.655503766,4.58E-46
1893.5,0.656300756,3.28E-46
1894,0.657103628,2.34E-46
1894.5,0.657911634,1.67E-46
1895,0.65872417,1.18E-46
1895.5,0.65954041,8.38E-47
1896,0.660359819,5.92E-47
1896.5,0.661181279,4.17E-47
1897,0.66200423,2.93E-47
1897.5,0.662827671,2.06E-47
1898,0.663650582,1.45E-47
1898.5,0.664472208,1.01E-47
1899,0.665291251,7.12E-48
1899.5,0.666106939,4.99E-48
1900,0.666918076,3.51E-48
1900.5,0.667723523,2.47E-48
1901,0.668522209,1.74E-48
1901.5,0.669313088,1.23E-48
1902,0.670095113,8.69E-49
1902.5,0.670866876,6.18E-49
1903,0.671627556,4.41E-49
1903.5,0.672375985,3.16E-49
1904,0.673111132,2.28E-49
1904.5,0.67383217,1.65E-49
1905,0.674538265,1.20E-49
1905.5,0.675228707,8.80E-50
1906,0.675902857,6.49E-50
1906.5,0.676560452,4.82E-50
1907,0.677201032,3.60E-50
1907.5,0.67782446,2.71E-50
1908,0.678430764,2.06E-50
1908.5,0.679019823,1.57E-50
1909,0.679591698,1.21E-50
1909.5,0.680146421,9.38E-51
1910,0.680683927,7.33E-51
1910.5,0.681204222,5.76E-51
1911,0.681707167,4.57E-51
1911.5,0.682192756,3.65E-51
1912,0.682660882,2.94E-51
1912.5,0.68311162,2.38E-51
1913,0.683545099,1.95E-51
1913.5,0.6839614,1.60E-51
1914,0.684360622,1.33E-51
1914.5,0.684742876,1.11E-51
1915,0.685108406,9.38E-52
1915.5,0.68545728,7.96E-52
1916,0.68578973,6.81E-52
1916.5,0.686105669,5.87E-52
1917,0.686405397,5.10E-52
1917.5,0.686689015,4.46E-52
1918,0.68695675,3.93E-52
1918.5,0.68720875,3.49E-52
1919,0.68744529,3.12E-52
1919.5,0.687666498,2.81E-52
1920,0.6878726,2.55E-52
1920.5,0.688063764,2.33E-52
1921,0.688240374,2.14E-52
1921.5,0.688402646,1.98E-52
1922,0.688550915,1.85E-52
1922.5,0.688685377,1.73E-52
1923,0.688806483,1.63E-52
1923.5,0.688914677,1.55E-52
1924,0.68900992,1.48E-52
1924.5,0.689093091,1.43E-52
1925,0.689163854,1.38E-52
1925.5,0.689222853,1.34E-52
1926,0.689270363,1.31E-52
1926.5,0.689306374,1.29E-52
1927,0.689331353,1.27E-52
1927.5,0.689345636,1.26E-52
1928,0.689349476,1.26E-52
1928.5,0.689343275,1.27E-52
1929,0.68932725,1.28E-52
1929.5,0.6893019,1.29E-52
1930,0.689267506,1.31E-52
1930.5,0.68922452,1.34E-52
1931,0.689173047,1.37E-52
1931.5,0.689113776,1.41E-52
1932,0.689046783,1.46E-52
1932.5,0.68897244,1.51E-52
1933,0.688890856,1.57E-52
1933.5,0.688802289,1.64E-52
1934,0.688706826,1.71E-52
1934.5,0.688604784,1.80E-52
1935,0.68849617,1.89E-52
1935.5,0.688381356,2.00E-52
1936,0.688260534,2.12E-52
1936.5,0.688133947,2.25E-52
1937,0.688002157,2.40E-52
1937.5,0.687865137,2.56E-52
1938,0.6877234,2.73E-52
1938.5,0.687576987,2.93E-52
1939,0.687426133,3.15E-52
1939.5,0.68727099,3.39E-52
1940,0.687111937,3.65E-52
1940.5,0.686949271,3.94E-52
1941,0.68678309,4.26E-52
1941.5,0.686613856,4.62E-52
1942,0.686442032,5.01E-52
1942.5,0.686267737,5.44E-52
1943,0.686091265,5.91E-52
1943.5,0.685912794,6.43E-52
1944,0.685732397,6.99E-52
1944.5,0.685549928,7.62E-52
1945,0.685365417,8.31E-52
1945.5,0.685178844,9.07E-52
1946,0.684990076,9.91E-52
1946.5,0.684799302,1.08E-51
1947,0.684606431,1.19E-51
1947.5,0.684412078,1.30E-51
1948,0.684216175,1.42E-51
1948.5,0.684019375,1.56E-51
1949,0.683821626,1.71E-51
1949.5,0.683623274,1.88E-51
1950,0.683424278,2.06E-51
1950.5,0.683224629,2.26E-51
1951,0.683024264,2.48E-51
1951.5,0.6828231,2.72E-51
1952,0.68262078,2.99E-51
1952.5,0.682417419,3.29E-51
1953,0.682212959,3.62E-51
1953.5,0.682007543,3.98E-51
1954,0.681801538,4.37E-51
1954.5,0.681595147,4.81E-51
1955,0.68138881,5.29E-51
1955.5,0.681182643,5.82E-51
1956,0.680977113,6.40E-51
1956.5,0.680772249,7.03E-51
1957,0.680568403,7.73E-51
1957.5,0.680365375,8.48E-51
1958,0.68016339,9.31E-51
1958.5,0.679962362,1.02E-50
1959,0.679762337,1.12E-50
1959.5,0.679563073,1.23E-50
1960,0.679364885,1.34E-50
1960.5,0.679167362,1.47E-50
1961,0.678970521,1.61E-50
1961.5,0.678774287,1.76E-50
1962,0.678578582,1.92E-50
1962.5,0.678383152,2.10E-50
1963,0.678187949,2.30E-50
1963.5,0.677992911,2.51E-50
1964,0.677797791,2.75E-50
1964.5,0.677602764,3.00E-50
1965,0.677407178,3.28E-50
1965.5,0.677211128,3.59E-50
1966,0.677014454,3.92E-50
1966.5,0.67681673,4.29E-50
1967,0.676618047,4.70E-50
1967.5,0.676418224,5.14E-50
1968,0.676217354,5.63E-50
1968.5,0.676015587,6.17E-50
1969,0.675813087,6.76E-50
1969.5,0.675610086,7.41E-50
1970,0.675406905,8.12E-50
1970.5,0.675203763,8.90E-50
1971,0.675001014,9.75E-50
1971.5,0.674798686,1.07E-49
1972,0.674596911,1.17E-49
1972.5,0.674395753,1.28E-49
1973,0.674195185,1.40E-49
1973.5,0.673995036,1.53E-49
1974,0.673795282,1.68E-49
1974.5,0.673595905,1.83E-49
1975,0.673396702,2.00E-49
1975.5,0.673197633,2.19E-49
1976,0.672998646,2.39E-49
1976.5,0.672799675,2.62E-49
1977,0.672600899,2.86E-49
1977.5,0.672402122,3.12E-49
1978,0.67220319,3.41E-49
1978.5,0.67200415,3.73E-49
1979,0.671804882,4.07E-49
1979.5,0.671605212,4.45E-49
1980,0.671404908,4.87E-49
1980.5,0.67120389,5.32E-49
1981,0.671002041,5.82E-49
1981.5,0.670799379,6.37E-49
1982,0.670596056,6.97E-49
1982.5,0.670392186,7.62E-49
1983,0.670188161,8.34E-49
1983.5,0.669984262,9.13E-49
1984,0.669780991,9.99E-49
1984.5,0.669578489,1.09E-48
1985,0.669377212,1.19E-48
1985.5,0.66917734,1.30E-48
1986,0.668978997,1.42E-48
1986.5,0.66878235,1.55E-48
1987,0.668587307,1.69E-48
1987.5,0.668393857,1.84E-48
1988,0.668201841,2.00E-48
1988.5,0.668011078,2.17E-48
1989,0.667821579,2.36E-48
1989.5,0.66763305,2.57E-48
1990,0.667445381,2.79E-48
1990.5,0.667258543,3.02E-48
1991,0.66707252,3.28E-48
1991.5,0.666887347,3.55E-48
1992,0.666703126,3.85E-48
1992.5,0.666520033,4.17E-48
1993,0.666338285,4.52E-48
1993.5,0.666157955,4.88E-48
1994,0.665979383,5.28E-48
1994.5,0.665802689,5.70E-48
1995,0.665628111,6.15E-48
1995.5,0.665455782,6.63E-48
1996,0.665286017,7.13E-48
1996.5,0.66511877,7.67E-48
1997,0.664954212,8.24E-48
1997.5,0.664792155,8.83E-48
1998,0.664632859,9.46E-48
1998.5,0.664476007,1.01E-47
1999,0.664321626,1.08E-47
1999.5,0.664169597,1.16E-47
2000,0.664019766,1.23E-47
2000.5,0.663872267,1.31E-47
2001,0.663726965,1.40E-47
2001.5,0.663583842,1.49E-47
2002,0.663443205,1.58E-47
2002.5,0.663304918,1.68E-47
2003,0.66316923,1.78E-47
2003.5,0.663036146,1.88E-47
2004,0.662905871,1.99E-47
2004.5,0.662778586,2.10E-47
2005,0.662654396,2.22E-47
2005.5,0.66253325,2.34E-47
2006,0.662415507,2.46E-47
2006.5,0.662301189,2.58E-47
2007,0.662190326,2.71E-47
2007.5,0.662083117,2.84E-47
2008,0.661979561,2.96E-47
2008.5,0.661879789,3.09E-47
2009,0.661783684,3.22E-47
2009.5,0.661691398,3.35E-47
2010,0.661602996,3.48E-47
2010.5,0.661518251,3.61E-47
2011,0.66143737,3.74E-47
2011.5,0.661360382,3.86E-47
2012,0.661286946,3.99E-47
2012.5,0.661217113,4.11E-47
2013,0.661150771,4.22E-47
2013.5,0.6610876,4.34E-47
2014,0.661027542,4.45E-47
2014.5,0.660970554,4.56E-47
2015,0.660916479,4.67E-47
2015.5,0.660865387,4.77E-47
2016,0.660817385,4.87E-47
2016.5,0.660772574,4.96E-47
2017,0.660731182,5.05E-47
2017.5,0.660693451,5.13E-47
2018,0.660659377,5.21E-47
2018.5,0.660629101,5.28E-47
2019,0.660602876,5.33E-47
2019.5,0.660580489,5.39E-47
2020,0.660562075,5.43E-47
2020.5,0.66054745,5.46E-47
2021,0.660536375,5.49E-47
2021.5,0.660529027,5.50E-47
2022,0.660525108,5.51E-47
2022.5,0.660524761,5.51E-47
2023,0.660527912,5.51E-47
2023.5,0.660534788,5.49E-47
2024,0.660545407,5.47E-47
2024.5,0.660560108,5.43E-47
2025,0.660578937,5.39E-47
2025.5,0.660602169,5.34E-47
2026,0.660629859,5.27E-47
2026.5,0.660661982,5.20E-47
2027,0.660698389,5.12E-47
2027.5,0.660739052,5.03E-47
2028,0.660783534,4.94E-47
2028.5,0.660831796,4.84E-47
2029,0.660883528,4.73E-47
2029.5,0.660938611,4.62E-47
2030,0.660996545,4.51E-47
2030.5,0.661057388,4.40E-47
2031,0.66112084,4.28E-47
2031.5,0.661186663,4.16E-47
2032,0.661254734,4.04E-47
2032.5,0.661324774,3.92E-47
2033,0.661396477,3.80E-47
2033.5,0.661470042,3.69E-47
2034,0.661545282,3.57E-47
2034.5,0.661622443,3.45E-47
2035,0.661701613,3.34E-47
2035.5,0.661783185,3.22E-47
2036,0.661867452,3.11E-47
2036.5,0.661954743,3.00E-47
2037,0.662045424,2.88E-47
2037.5,0.662139681,2.77E-47
2038,0.662237578,2.65E-47
2038.5,0.662339605,2.54E-47
2039,0.662445352,2.43E-47
2039.5,0.662554835,2.32E-47
2040,0.662668087,2.21E-47
2040.5,0.662784478,2.10E-47
2041,0.662903669,1.99E-47
2041.5,0.663025132,1.89E-47
2042,0.663148088,1.80E-47
2042.5,0.663272002,1.70E-47
2043,0.663395968,1.61E-47
2043.5,0.663519548,1.53E-47
2044,0.66364204,1.45E-47
2044.5,0.663763219,1.38E-47
2045,0.663882806,1.31E-47
2045.5,0.664000742,1.24E-47
2046,0.664117034,1.18E-47
2046.5,0.664231902,1.13E-47
2047,0.664345255,1.07E-47
2047.5,0.664457629,1.02E-47
2048,0.664568887,9.73E-48
2048.5,0.664679168,9.28E-48
2049,0.664788592,8.85E-48
2049.5,0.664897019,8.44E-48
2050,0.665004292,8.06E-48
2050.5,0.6651105,7.70E-48
2051,0.665215273,7.35E-48
2051.5,0.66531864,7.03E-48
2052,0.665420131,6.73E-48
2052.5,0.665519703,6.44E-48
2053,0.665617093,6.18E-48
2053.5,0.665712109,5.93E-48
2054,0.665804657,5.69E-48
2054.5,0.665894324,5.48E-48
2055,0.665981316,5.27E-48
2055.5,0.666065491,5.08E-48
2056,0.666146703,4.91E-48
2056.5,0.666225201,4.74E-48
2057,0.666301042,4.59E-48
2057.5,0.666374349,4.45E-48
2058,0.666445456,4.31E-48
2058.5,0.666514463,4.18E-48
2059,0.666581678,4.06E-48
2059.5,0.666647123,3.95E-48
2060,0.666710886,3.84E-48
2060.5,0.666773055,3.74E-48
2061,0.666833234,3.64E-48
2061.5,0.666891393,3.55E-48
2062,0.666947112,3.46E-48
2062.5,0.667000375,3.38E-48
2063,0.667051014,3.31E-48
2063.5,0.667099204,3.24E-48
2064,0.667145048,3.18E-48
2064.5,0.66718867,3.12E-48
2065,0.667230664,3.06E-48
2065.5,0.667271586,3.01E-48
2066,0.667311544,2.95E-48
2066.5,0.667350983,2.90E-48
2067,0.667390326,2.85E-48
2067.5,0.667429627,2.80E-48
2068,0.667468936,2.76E-48
2068.5,0.667508171,2.71E-48
2069,0.667547182,2.66E-48
2069.5,0.667586102,2.62E-48
2070,0.667624473,2.58E-48
2070.5,0.667662325,2.53E-48
2071,0.6676992,2.49E-48
2071.5,0.667735289,2.45E-48
2072,0.667770221,2.42E-48
2072.5,0.667803746,2.38E-48
2073,0.667835836,2.35E-48
2073.5,0.667866267,2.32E-48
2074,0.667894704,2.29E-48
2074.5,0.6679212,2.26E-48
2075,0.667945428,2.24E-48
