"","pedigree","female","male","env","blue"
"896","ATx2934/R11208","ATx2934","R11208","20CS",7449.331
"897","ATx2934/R12157","ATx2934","R12157","20CS",8336.946
"898","ATx2934/RTx2935","ATx2934","RTx2935","20CS",7627.232
"899","ATx2934/RTx2941","ATx2934","RTx2941","20CS",8578.29
"900","ATx3408/R05330","ATx3408","R05330","20CS",7586.566
"901","ATx3408/R12145","ATx3408","R12145","20CS",8064.514
"902","ATx3408/RTx2935","ATx3408","RTx2935","20CS",7952.287
"903","ATx3409/R08224","ATx3409","R08224","20CS",6071.05
"904","ATx644/R05330","ATx644","R05330","20CS",5788.56
"905","ATx644/R08224","ATx644","R08224","20CS",7665.094
"906","ATx644/RTx2935","ATx644","RTx2935","20CS",6823.69
"907","ATx644/RTx2936","ATx644","RTx2936","20CS",6351.819
"908","A01021/R01302","A01021","R01302","20LY",4097.0402
"909","A01021/R05425","A01021","R05425","20LY",4684.305
"910","A01021/R11158","A01021","R11158","20LY",5244.8703
"911","A01021/RTx2917","A01021","RTx2917","20LY",4380.8839
"912","A01021/RTx2943","A01021","RTx2943","20LY",4205.2249
"913","A01046/R04104","A01046","R04104","20LY",4423.9676
"914","A01046/R05512","A01046","R05512","20LY",3658.0556
"915","A01046/R12156","A01046","R12156","20LY",4348.7819
"916","A01046/RTx2935","A01046","RTx2935","20LY",4632.8383
"917","A01362/R05330","A01362","R05330","20LY",5015.4944
"918","A01362/R07178","A01362","R07178","20LY",4357.721
"919","A01362/R12145","A01362","R12145","20LY",4691.8961
"920","A01362/RTx2914","A01362","RTx2914","20LY",4609.8779
"921","A01362/RTx2937","A01362","RTx2937","20LY",4218.0109
"922","A03017/R04060","A03017","R04060","20LY",5718.7811
"923","A03017/RTx2920","A03017","RTx2920","20LY",4454.4345
"924","A03032/R08297","A03032","R08297","20LY",4746.2435
"925","A03032/RTx2918","A03032","RTx2918","20LY",4380.1406
"926","A03032/RTx2943","A03032","RTx2943","20LY",4088.1395
"927","A03040/R03248","A03040","R03248","20LY",4662.626
"928","A03040/R07178","A03040","R07178","20LY",6224.9837
"929","A03040/RTx2913","A03040","RTx2913","20LY",5674.6979
"930","A03040/RTx2940","A03040","RTx2940","20LY",4415.0823
"931","A03043/R01302","A03043","R01302","20LY",5339.7334
"932","A03043/R05330","A03043","R05330","20LY",3561.4625
"933","A03043/R05425","A03043","R05425","20LY",3093.6794
"934","A03043/R08304","A03043","R08304","20LY",3678.6043
"935","A03043/RTx2913","A03043","RTx2913","20LY",4467.7202
"936","A03043/RTx2940","A03043","RTx2940","20LY",3540.8394
"937","A03054/R01302","A03054","R01302","20LY",4169.6323
"938","A03054/R07161","A03054","R07161","20LY",5469.0308
"939","A03054/RTx2918","A03054","RTx2918","20LY",4942.7716
"940","A03054/RTx2940","A03054","RTx2940","20LY",3779.8746
"941","A03055/R04104","A03055","R04104","20LY",4057.1472
"942","A03055/R07161","A03055","R07161","20LY",4073.434
"943","A03055/R12148","A03055","R12148","20LY",3152.0299
"944","A03055/RTx2936","A03055","RTx2936","20LY",5104.0043
"945","A03055/RTx2943","A03055","RTx2943","20LY",4503.4512
"946","A03089/R04104","A03089","R04104","20LY",4517.88
"947","A03089/R08224","A03089","R08224","20LY",3350.9747
"948","A03089/RTx2914","A03089","RTx2914","20LY",4087.1964
"949","A03093/R05386","A03093","R05386","20LY",4841.4039
"950","A03093/R07178","A03093","R07178","20LY",4823.8409
"951","A03093/R12148","A03093","R12148","20LY",4640.6293
"952","A03093/RTx2917","A03093","RTx2917","20LY",3762.086
"953","A03093/RTx2940","A03093","RTx2940","20LY",4582.8426
"954","A03121/R02107","A03121","R02107","20LY",3974.0448
"955","A03121/R05425","A03121","R05425","20LY",3481.0178
"956","A03121/R08224","A03121","R08224","20LY",4210.8324
"957","A03121/R12157","A03121","R12157","20LY",4100.1105
"958","A03121/RTx2919","A03121","RTx2919","20LY",4128.5092
"959","A03121/RTx2944","A03121","RTx2944","20LY",4321.562
"960","A05071/R04060","A05071","R04060","20LY",3781.1483
"961","A05071/R05405","A05071","R05405","20LY",4770.0701
"962","A05071/R08297","A05071","R08297","20LY",4067.8214
"963","A05071/R12154","A05071","R12154","20LY",4022.8873
"964","A05071/RTx2916","A05071","RTx2916","20LY",4833.5079
"965","A05071/RTx2918","A05071","RTx2918","20LY",4406.7326
"966","A05071/RTx2942","A05071","RTx2942","20LY",4885.9869
"967","A05210/R05330","A05210","R05330","20LY",5024.4438
"968","A05210/R05512","A05210","R05512","20LY",3678.5531
"969","A05210/R12145","A05210","R12145","20LY",4935.224
"970","A05210/R12157","A05210","R12157","20LY",4911.3769
"971","A05210/RTx2938","A05210","RTx2938","20LY",3893.572
"972","A05269/R01302","A05269","R01302","20LY",5198.1986
"973","A05269/R07161","A05269","R07161","20LY",5131.2985
"974","A05269/R08306","A05269","R08306","20LY",5267.987
"975","A05269/R12156","A05269","R12156","20LY",5316.9524
"976","A05269/RTx2936","A05269","RTx2936","20LY",5180.1024
"977","A05269/RTx2944","A05269","RTx2944","20LY",5570.9263
"978","A06035/R05330","A06035","R05330","20LY",4087.4065
"979","A06035/RTx2913","A06035","RTx2913","20LY",4666.9726
"980","A06035/RTx2920","A06035","RTx2920","20LY",5441.7213
"981","A06035/RTx2943","A06035","RTx2943","20LY",5233.2222
"982","A06036/R04104","A06036","R04104","20LY",5116.6801
"983","A06036/R11158","A06036","R11158","20LY",5351.6583
"984","A06036/RTx2919","A06036","RTx2919","20LY",4706.4274
"985","A07118/R07161","A07118","R07161","20LY",3714.0303
"986","A07118/R08304","A07118","R08304","20LY",6179.0911
"987","A07118/R12148","A07118","R12148","20LY",4974.2816
"988","A07118/RTx2919","A07118","RTx2919","20LY",5209.2444
"989","A07124/R01302","A07124","R01302","20LY",5032.7013
"990","A07124/R05330","A07124","R05330","20LY",3500.3749
"991","A07124/R07178","A07124","R07178","20LY",5008.7901
"992","A07124/R11208","A07124","R11208","20LY",5741.1341
"993","A07124/RTx2919","A07124","RTx2919","20LY",5336.8195
"994","A07124/RTx2943","A07124","RTx2943","20LY",5153.3132
"995","A08068/R07161","A08068","R07161","20LY",4782.81
"996","A08068/R12156","A08068","R12156","20LY",5489.7718
"997","A08068/RTx2941","A08068","RTx2941","20LY",4586.4152
"998","A08134/R02107","A08134","R02107","20LY",4656.8776
"999","A08134/R05405","A08134","R05405","20LY",5495.4484
"1000","A08134/R08297","A08134","R08297","20LY",4135.8407
"1001","A08134/R12148","A08134","R12148","20LY",4769.2039
"1002","A08134/RTx2936","A08134","RTx2936","20LY",4770.452
"1003","A08134/RTx2943","A08134","RTx2943","20LY",5245.6058
"1004","A08140/R04060","A08140","R04060","20LY",5305.2736
"1005","A08140/R07178","A08140","R07178","20LY",4273.3655
"1006","A08140/R12148","A08140","R12148","20LY",4572.0633
"1007","A08140/RTx2942","A08140","RTx2942","20LY",5075.8952
"1008","A08158/R03248","A08158","R03248","20LY",5078.9809
"1009","A08158/R07178","A08158","R07178","20LY",4439.465
"1010","A08158/R12071","A08158","R12071","20LY",5471.9934
"1011","A08158/R12154","A08158","R12154","20LY",4801.2675
"1012","A08158/RTx2914","A08158","RTx2914","20LY",4271.7406
"1013","A08158/RTx2939","A08158","RTx2939","20LY",5515.6333
"1014","A11076/R07178","A11076","R07178","20LY",6297.0761
"1015","A11076/R12148","A11076","R12148","20LY",4854.4949
"1016","A11076/RTx2918","A11076","RTx2918","20LY",5034.7438
"1017","A11076/RTx2938","A11076","RTx2938","20LY",4532.424
"1018","A11085/R02107","A11085","R02107","20LY",4731.9378
"1019","A11085/R03248","A11085","R03248","20LY",4426.7252
"1020","A11085/R12148","A11085","R12148","20LY",4681.8396
"1021","A11085/RTx2944","A11085","RTx2944","20LY",4230.233
"1022","AHF14/R07161","AHF14","R07161","20LY",6043.1867
"1023","AHF14/RTx2943","AHF14","RTx2943","20LY",4371.2809
"1024","AKS116/R08303","AKS116","R08303","20LY",4891.4201
"1025","AKS116/RTx2917","AKS116","RTx2917","20LY",4998.7438
"1026","AKS116/RTx2936","AKS116","RTx2936","20LY",4679.0256
"1027","AKS116/RTx2942","AKS116","RTx2942","20LY",4857.6907
"1028","AKS117/R01302","AKS117","R01302","20LY",4667.4877
"1029","AKS117/RTx2914","AKS117","RTx2914","20LY",3951.5944
"1030","AKS117/RTx2942","AKS117","RTx2942","20LY",3621.3482
"1031","AKS118/R08303","AKS118","R08303","20LY",5823.0448
"1032","AKS118/RTx2912","AKS118","RTx2912","20LY",5069.2062
"1033","AKS118/RTx2918","AKS118","RTx2918","20LY",4852.9751
"1034","AKS118/RTx2943","AKS118","RTx2943","20LY",5332.9291
"1035","AKS119/R01302","AKS119","R01302","20LY",4562.9345
"1036","AKS119/R05393","AKS119","R05393","20LY",2832.7786
"1037","AKS119/R08304","AKS119","R08304","20LY",4609.7497
"1038","AKS119/RTx2918","AKS119","RTx2918","20LY",4634.5144
"1039","AKS120/R05425","AKS120","R05425","20LY",4201.1603
"1040","AKS120/R08303","AKS120","R08303","20LY",5345.7228
"1041","AKS120/R12071","AKS120","R12071","20LY",4924.1705
"1042","AKS120/RTx2918","AKS120","RTx2918","20LY",4479.9168
"1043","AKS120/RTx2942","AKS120","RTx2942","20LY",4703.2905
"1044","AN263/R08224","AN263","R08224","20LY",1467.2027
"1045","AN263/R12148","AN263","R12148","20LY",3748.8541
"1046","AN263/RTx2936","AN263","RTx2936","20LY",4030.0606
"1047","AN268/R11158","AN268","R11158","20LY",3250.8039
"1048","AN268/R12154","AN268","R12154","20LY",3783.806
"1049","AN290/R03248","AN290","R03248","20LY",5043.906
"1050","AN290/R07161","AN290","R07161","20LY",4811.6777
"1051","AN290/RTx2917","AN290","RTx2917","20LY",5756.0549
"1052","AN290/RTx2942","AN290","RTx2942","20LY",5192.3887
"1053","ATx2921/R01302","ATx2921","R01302","20LY",4341.8058
"1054","ATx2921/R05405","ATx2921","R05405","20LY",5802.4345
"1055","ATx2921/R12145","ATx2921","R12145","20LY",2912.4386
"1056","ATx2921/RTx2914","ATx2921","RTx2914","20LY",3664.8522
"1057","ATx2923/R04104","ATx2923","R04104","20LY",5510.6025
"1058","ATx2923/R05330","ATx2923","R05330","20LY",5761.8828
"1059","ATx2923/R05425","ATx2923","R05425","20LY",5425.701
"1060","ATx2923/R11158","ATx2923","R11158","20LY",5166.3939
"1061","ATx2923/R12145","ATx2923","R12145","20LY",3530.4164
"1062","ATx2923/RTx2917","ATx2923","RTx2917","20LY",4315.8495
"1063","ATx2924/R04060","ATx2924","R04060","20LY",4873.4803
"1064","ATx2924/R05393","ATx2924","R05393","20LY",4272.1968
"1065","ATx2924/R08224","ATx2924","R08224","20LY",4217.0451
"1066","ATx2924/R12145","ATx2924","R12145","20LY",4888.6138
"1067","ATx2924/RTx2920","ATx2924","RTx2920","20LY",5839.4007
"1068","ATx2924/RTx2940","ATx2924","RTx2940","20LY",5138.9665
"1069","ATx2926/R01302","ATx2926","R01302","20LY",4933.958
"1070","ATx2926/R05405","ATx2926","R05405","20LY",6218.4818
"1071","ATx2926/R08297","ATx2926","R08297","20LY",4197.6005
"1072","ATx2926/R12154","ATx2926","R12154","20LY",4219.218
"1073","ATx2926/RTx2917","ATx2926","RTx2917","20LY",5140.0992
"1074","ATx2926/RTx2944","ATx2926","RTx2944","20LY",5341.4557
"1075","ATx2927/RTx2936","ATx2927","RTx2936","20LY",5109.2223
"1076","ATx2930/R01302","ATx2930","R01302","20LY",5220.526
"1077","ATx2930/R03248","ATx2930","R03248","20LY",5265.7292
"1078","ATx2930/R05425","ATx2930","R05425","20LY",5380.1826
"1079","ATx2930/R08303","ATx2930","R08303","20LY",5512.2324
"1080","ATx2930/R12148","ATx2930","R12148","20LY",5373.2348
"1081","ATx2930/RTx2920","ATx2930","RTx2920","20LY",4834.2075
"1082","ATx2930/RTx2942","ATx2930","RTx2942","20LY",5322.0986
"1083","ATx2931/R05405","ATx2931","R05405","20LY",5777.3239
"1084","ATx2931/R08297","ATx2931","R08297","20LY",4759.7368
"1085","ATx2931/R08306","ATx2931","R08306","20LY",4825.1325
"1086","ATx2931/RTx2936","ATx2931","RTx2936","20LY",5799.7973
"1087","ATx2931/RTx2943","ATx2931","RTx2943","20LY",5864.9291
"1088","ATx2934/R08297","ATx2934","R08297","20LY",6025.7006
"1089","ATx2934/R12157","ATx2934","R12157","20LY",5935.4966
"1090","ATx2934/RTx2941","ATx2934","RTx2941","20LY",5610.5426
"1091","ATx3408/R12145","ATx3408","R12145","20LY",4387.3627
"1092","ATx3409/R08224","ATx3409","R08224","20LY",3471.6814
"1093","ATx644/R08224","ATx644","R08224","20LY",4815.2067
"1094","ATx644/RTx2936","ATx644","RTx2936","20LY",4784.6629
