"","pedigree","female","male","env","blue"
"946","A03089/R04104","A03089","R04104","20LY",109.22
"947","A03089/R08224","A03089","R08224","20LY",124.46
"948","A03089/RTx2914","A03089","RTx2914","20LY",111.76
"949","A03093/R05386","A03093","R05386","20LY",102.87
"950","A03093/R07178","A03093","R07178","20LY",111.76
"951","A03093/R12148","A03093","R12148","20LY",115.57
"952","A03093/RTx2917","A03093","RTx2917","20LY",109.22
"953","A03093/RTx2940","A03093","RTx2940","20LY",107.95
"954","A03121/R02107","A03121","R02107","20LY",118.11
"955","A03121/R05425","A03121","R05425","20LY",121.92
"956","A03121/R08224","A03121","R08224","20LY",140.97
"957","A03121/R12157","A03121","R12157","20LY",107.95
"958","A03121/RTx2919","A03121","RTx2919","20LY",102.87
"959","A03121/RTx2944","A03121","RTx2944","20LY",115.57
"960","A05071/R04060","A05071","R04060","20LY",111.76
"961","A05071/R05405","A05071","R05405","20LY",124.46
"962","A05071/R08297","A05071","R08297","20LY",105.41
"963","A05071/R12154","A05071","R12154","20LY",118.11
"964","A05071/RTx2916","A05071","RTx2916","20LY",115.57
"965","A05071/RTx2918","A05071","RTx2918","20LY",105.41
"966","A05071/RTx2942","A05071","RTx2942","20LY",118.11
"967","A05210/R05330","A05210","R05330","20LY",121.92
"968","A05210/R05512","A05210","R05512","20LY",114.3
"969","A05210/R12145","A05210","R12145","20LY",128.27
"970","A05210/R12157","A05210","R12157","20LY",127
"971","A05210/RTx2938","A05210","RTx2938","20LY",107.95
"972","A05269/R01302","A05269","R01302","20LY",121.92
"973","A05269/R07161","A05269","R07161","20LY",137.16
"974","A05269/R08306","A05269","R08306","20LY",118.11
"975","A05269/R12156","A05269","R12156","20LY",109.22
"976","A05269/RTx2936","A05269","RTx2936","20LY",124.46
"977","A05269/RTx2944","A05269","RTx2944","20LY",118.11
"978","A06035/R05330","A06035","R05330","20LY",101.6
"979","A06035/RTx2913","A06035","RTx2913","20LY",115.57
"980","A06035/RTx2920","A06035","RTx2920","20LY",102.87
"981","A06035/RTx2943","A06035","RTx2943","20LY",107.95
"982","A06036/R04104","A06036","R04104","20LY",99.06
"983","A06036/R11158","A06036","R11158","20LY",105.41
"984","A06036/RTx2919","A06036","RTx2919","20LY",111.76
"985","A07118/R07161","A07118","R07161","20LY",109.22
"986","A07118/R08304","A07118","R08304","20LY",124.46
"987","A07118/R12148","A07118","R12148","20LY",118.11
"988","A07118/RTx2919","A07118","RTx2919","20LY",114.3
"989","A07124/R01302","A07124","R01302","20LY",115.57
"990","A07124/R05330","A07124","R05330","20LY",105.41
"991","A07124/R07178","A07124","R07178","20LY",111.76
"992","A07124/R11208","A07124","R11208","20LY",107.95
"993","A07124/RTx2919","A07124","RTx2919","20LY",115.57
"994","A07124/RTx2943","A07124","RTx2943","20LY",121.92
"995","A08068/R07161","A08068","R07161","20LY",124.46
"996","A08068/R12156","A08068","R12156","20LY",115.57
"997","A08068/RTx2941","A08068","RTx2941","20LY",115.57
"998","A08134/R02107","A08134","R02107","20LY",120.65
"999","A08134/R05405","A08134","R05405","20LY",137.16
"1000","A08134/R08297","A08134","R08297","20LY",109.22
"1001","A08134/R12148","A08134","R12148","20LY",128.27
"1002","A08134/RTx2936","A08134","RTx2936","20LY",124.46
"1003","A08134/RTx2943","A08134","RTx2943","20LY",120.65
"1004","A08140/R04060","A08140","R04060","20LY",118.11
"1005","A08140/R07178","A08140","R07178","20LY",92.71
"1006","A08140/R12148","A08140","R12148","20LY",114.3
"1007","A08140/RTx2942","A08140","RTx2942","20LY",111.76
"1008","A08158/R03248","A08158","R03248","20LY",124.46
"1009","A08158/R07178","A08158","R07178","20LY",118.11
"1010","A08158/R12071","A08158","R12071","20LY",133.35
"1011","A08158/R12154","A08158","R12154","20LY",124.46
"1012","A08158/RTx2914","A08158","RTx2914","20LY",121.92
"1013","A08158/RTx2939","A08158","RTx2939","20LY",139.7
"1014","A11076/R07178","A11076","R07178","20LY",118.11
"1015","A11076/R12148","A11076","R12148","20LY",109.22
"1016","A11076/RTx2918","A11076","RTx2918","20LY",118.11
"1017","A11076/RTx2938","A11076","RTx2938","20LY",107.95
"1018","A11085/R02107","A11085","R02107","20LY",105.41
"1019","A11085/R03248","A11085","R03248","20LY",111.76
"1020","A11085/R12148","A11085","R12148","20LY",120.65
"1021","A11085/RTx2944","A11085","RTx2944","20LY",118.11
"1022","AHF14/R07161","AHF14","R07161","20LY",127
"1023","AHF14/RTx2943","AHF14","RTx2943","20LY",111.76
"1024","AKS116/R08303","AKS116","R08303","20LY",114.3
"1025","AKS116/RTx2917","AKS116","RTx2917","20LY",124.46
"1026","AKS116/RTx2936","AKS116","RTx2936","20LY",118.11
"1027","AKS116/RTx2942","AKS116","RTx2942","20LY",118.11
"1028","AKS117/R01302","AKS117","R01302","20LY",111.76
"1029","AKS117/RTx2914","AKS117","RTx2914","20LY",111.76
"1030","AKS117/RTx2942","AKS117","RTx2942","20LY",118.11
"1031","AKS118/R08303","AKS118","R08303","20LY",118.11
"1032","AKS118/RTx2912","AKS118","RTx2912","20LY",121.92
"1033","AKS118/RTx2918","AKS118","RTx2918","20LY",124.46
"1034","AKS118/RTx2943","AKS118","RTx2943","20LY",128.27
"1035","AKS119/R01302","AKS119","R01302","20LY",124.46
"1036","AKS119/R05393","AKS119","R05393","20LY",109.22
"1037","AKS119/R08304","AKS119","R08304","20LY",128.27
"1038","AKS119/RTx2918","AKS119","RTx2918","20LY",118.11
"1039","AKS120/R05425","AKS120","R05425","20LY",133.35
"1040","AKS120/R08303","AKS120","R08303","20LY",118.11
"1041","AKS120/R12071","AKS120","R12071","20LY",118.11
"1042","AKS120/RTx2918","AKS120","RTx2918","20LY",111.76
"1043","AKS120/RTx2942","AKS120","RTx2942","20LY",124.46
"1044","AN263/R08224","AN263","R08224","20LY",115.57
"1045","AN263/R12148","AN263","R12148","20LY",101.6
"1046","AN263/RTx2936","AN263","RTx2936","20LY",99.06
"1047","AN268/R11158","AN268","R11158","20LY",102.87
"1048","AN268/R12154","AN268","R12154","20LY",105.41
"1049","AN290/R03248","AN290","R03248","20LY",102.87
"1050","AN290/R07161","AN290","R07161","20LY",111.76
"1051","AN290/RTx2917","AN290","RTx2917","20LY",111.76
"1052","AN290/RTx2942","AN290","RTx2942","20LY",115.57
"1053","ATx2921/R01302","ATx2921","R01302","20LY",127
"1054","ATx2921/R05405","ATx2921","R05405","20LY",137.16
"1055","ATx2921/R12145","ATx2921","R12145","20LY",118.11
"1056","ATx2921/RTx2914","ATx2921","RTx2914","20LY",109.22
"1057","ATx2923/R04104","ATx2923","R04104","20LY",111.76
"1058","ATx2923/R05330","ATx2923","R05330","20LY",130.81
"1059","ATx2923/R05425","ATx2923","R05425","20LY",124.46
"1060","ATx2923/R11158","ATx2923","R11158","20LY",120.65
"1061","ATx2923/R12145","ATx2923","R12145","20LY",118.11
"1062","ATx2923/RTx2917","ATx2923","RTx2917","20LY",118.11
"1063","ATx2924/R04060","ATx2924","R04060","20LY",114.3
"1064","ATx2924/R05393","ATx2924","R05393","20LY",105.41
"1065","ATx2924/R08224","ATx2924","R08224","20LY",124.46
"1066","ATx2924/R12145","ATx2924","R12145","20LY",118.11
"1067","ATx2924/RTx2920","ATx2924","RTx2920","20LY",115.57
"1068","ATx2924/RTx2940","ATx2924","RTx2940","20LY",115.57
"1069","ATx2926/R01302","ATx2926","R01302","20LY",120.65
"1070","ATx2926/R05405","ATx2926","R05405","20LY",139.7
"1071","ATx2926/R08297","ATx2926","R08297","20LY",109.22
"1072","ATx2926/R12154","ATx2926","R12154","20LY",105.41
"1073","ATx2926/RTx2917","ATx2926","RTx2917","20LY",118.11
"1074","ATx2926/RTx2944","ATx2926","RTx2944","20LY",127
"1075","ATx2927/RTx2936","ATx2927","RTx2936","20LY",124.46
"1076","ATx2930/R01302","ATx2930","R01302","20LY",128.27
"1077","ATx2930/R03248","ATx2930","R03248","20LY",121.92
"1078","ATx2930/R05425","ATx2930","R05425","20LY",137.16
"1079","ATx2930/R08303","ATx2930","R08303","20LY",120.65
"1080","ATx2930/R12148","ATx2930","R12148","20LY",115.57
"1081","ATx2930/RTx2920","ATx2930","RTx2920","20LY",107.95
"1082","ATx2930/RTx2942","ATx2930","RTx2942","20LY",124.46
"1083","ATx2931/R05405","ATx2931","R05405","20LY",96.52
"1084","ATx2931/R08297","ATx2931","R08297","20LY",124.46
"1085","ATx2931/R08306","ATx2931","R08306","20LY",128.27
"1086","ATx2931/RTx2936","ATx2931","RTx2936","20LY",133.35
"1087","ATx2931/RTx2943","ATx2931","RTx2943","20LY",137.16
"1088","ATx2934/R08297","ATx2934","R08297","20LY",107.95
"1089","ATx2934/R12157","ATx2934","R12157","20LY",118.11
"1090","ATx2934/RTx2941","ATx2934","RTx2941","20LY",118.11
"1091","ATx3408/R12145","ATx3408","R12145","20LY",128.27
"1092","ATx3409/R08224","ATx3409","R08224","20LY",105.41
"1093","ATx644/R08224","ATx644","R08224","20LY",137.16
"1094","ATx644/RTx2936","ATx644","RTx2936","20LY",118.11
