pedigree,female,male,env,blue
AN290/RTx2942,AN290,RTx2942,20LY,2.13
ATx2921/R01302,ATx2921,R01302,20LY,2.33
ATx2921/R05405,ATx2921,R05405,20LY,2.068
ATx2921/R12145,ATx2921,R12145,20LY,1.585
ATx2921/RTx2914,ATx2921,RTx2914,20LY,1.728
ATx2923/R04104,ATx2923,R04104,20LY,1.405
ATx2923/R05330,ATx2923,R05330,20LY,2.475
ATx2923/R05425,ATx2923,R05425,20LY,2.175
ATx2923/R11158,ATx2923,R11158,20LY,1.493
ATx2923/R12145,ATx2923,R12145,20LY,1.755
ATx2923/RTx2917,ATx2923,RTx2917,20LY,2.08
ATx2924/R04060,ATx2924,R04060,20LY,2.165
ATx2924/R05393,ATx2924,R05393,20LY,2.103
ATx2924/R08224,ATx2924,R08224,20LY,2.265
ATx2924/R12145,ATx2924,R12145,20LY,2.195
ATx2924/RTx2920,ATx2924,RTx2920,20LY,1.895
ATx2924/RTx2940,ATx2924,RTx2940,20LY,2.09
ATx2926/R01302,ATx2926,R01302,20LY,2.265
ATx2926/R05405,ATx2926,R05405,20LY,2.455
ATx2926/R08297,ATx2926,R08297,20LY,1.945
ATx2926/R12154,ATx2926,R12154,20LY,2.25
ATx2926/RTx2917,ATx2926,RTx2917,20LY,1.803
ATx2926/RTx2944,ATx2926,RTx2944,20LY,1.873
ATx2927/RTx2936,ATx2927,RTx2936,20LY,1.976
ATx2930/R01302,ATx2930,R01302,20LY,2.55
ATx2930/R03248,ATx2930,R03248,20LY,2.155
ATx2930/R05425,ATx2930,R05425,20LY,2.445
ATx2930/R08303,ATx2930,R08303,20LY,2.328
ATx2930/R12148,ATx2930,R12148,20LY,2.46
ATx2930/RTx2920,ATx2930,RTx2920,20LY,1.828
ATx2930/RTx2942,ATx2930,RTx2942,20LY,2.048
ATx2931/R05405,ATx2931,R05405,20LY,1.74
ATx2931/R08297,ATx2931,R08297,20LY,1.888
ATx2931/R08306,ATx2931,R08306,20LY,2.07
ATx2931/RTx2936,ATx2931,RTx2936,20LY,1.815
ATx2931/RTx2943,ATx2931,RTx2943,20LY,1.675
ATx2934/R08297,ATx2934,R08297,20LY,2.135
ATx2934/R12157,ATx2934,R12157,20LY,2.318
ATx2934/RTx2941,ATx2934,RTx2941,20LY,2.15
ATx3408/R12145,ATx3408,R12145,20LY,1.928
ATx3409/R08224,ATx3409,R08224,20LY,2.106
ATx644/R08224,ATx644,R08224,20LY,1.615
ATx644/RTx2936,ATx644,RTx2936,20LY,1.975
